Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHR_M_R
679,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
680,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
681,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
682,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
683,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
684,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
685,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
686,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
687,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
688,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
689,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
690,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
691,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
692,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
693,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
694,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
695,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
696,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
697,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
698,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
699,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
700,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
701,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
702,Water,Wetland,Water,NULL,Water,Water,Water,Water
703,Water,Wetland,Water,NULL,Water,Water,Water,Forest
704,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
705,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
706,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
707,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
708,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
709,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
710,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
711,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
712,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
713,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
714,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
715,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
716,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
717,Water,Wetland,Water,Water,Water,Wetland,Water,Water
718,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
719,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
720,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
721,Water,Wetland,Water,Water,Water,Water,Wetland,Water
722,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
723,Water,Wetland,Water,Water,Water,Water,Water,Grassland
724,Water,Wetland,Water,Water,Water,Water,Water,Wetland
725,Water,Wetland,Water,Water,Water,Water,Water,Water
726,Water,Wetland,Water,Water,Water,Water,Water,Forest
727,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
728,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
729,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
730,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
731,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
732,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
733,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
734,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
735,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
736,Water,Bareland,Water,Water,Water,Water,Water,Water
737,Water,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
738,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
739,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
740,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
741,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
742,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
743,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
744,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
745,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
746,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
747,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
748,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
749,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
750,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
751,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
752,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
753,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
754,Water,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
755,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
756,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
757,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
758,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
759,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
760,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
761,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
762,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
763,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
764,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
765,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
766,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
767,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
768,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
769,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
770,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
771,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
772,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
773,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
774,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
775,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
776,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
777,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
778,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
779,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
780,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
781,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
782,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
783,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
784,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
785,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
786,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
787,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
788,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
789,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
790,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
791,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
792,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
793,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
794,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
795,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
796,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
797,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
798,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
799,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
800,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
801,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
802,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
803,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
804,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
805,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
806,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
807,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
808,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
809,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
810,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
811,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
812,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
813,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
814,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
815,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
816,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
817,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
818,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
819,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
820,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
821,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
822,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
823,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
824,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
825,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
826,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
827,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
828,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
829,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
830,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
831,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
832,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
833,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
834,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
835,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
836,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
837,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
838,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
839,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
840,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
841,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
842,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
843,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
844,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
845,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
846,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
847,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
848,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
849,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
850,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
851,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
852,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
853,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
854,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
855,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
856,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
857,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
858,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
859,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
860,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
861,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
862,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
863,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
864,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
865,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
866,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
867,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
868,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
869,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
870,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
871,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
872,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
873,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
874,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
875,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
876,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
877,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
878,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
879,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
880,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
881,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
882,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
883,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
884,Water,Water,Wetland,Water,Wetland,Water,Water,Water
885,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
886,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
887,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
888,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
889,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
890,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
891,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
892,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
893,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
894,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
895,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
896,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
897,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
898,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
899,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
900,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
901,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
902,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
903,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
904,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
905,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
906,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
907,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
908,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
909,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
910,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
911,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
912,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
913,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
914,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
915,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
916,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
917,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
918,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
919,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
920,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
921,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
922,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
923,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
924,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
925,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
926,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
927,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
928,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
929,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
930,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
931,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
932,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
933,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
934,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
935,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
936,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
937,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
938,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
939,Water,Water,Water,NULL,Water,NULL,Wetland,Water
940,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
941,Water,Water,Water,NULL,Water,NULL,Water,Forest
942,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
943,Water,Water,Water,NULL,Water,Grassland,Water,Water
944,Water,Water,Water,NULL,Water,Grassland,Water,Forest
945,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
946,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
947,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
948,Water,Water,Water,NULL,Water,Wetland,Water,Water
949,Water,Water,Water,NULL,Water,Wetland,Water,Forest
950,Water,Water,Water,NULL,Water,Bareland,Wetland,Grassland
951,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
952,Water,Water,Water,NULL,Water,Bareland,Water,Water
953,Water,Water,Water,NULL,Water,Bareland,Water,Forest
954,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
955,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
956,Water,Water,Water,NULL,Water,Water,Wetland,Water
957,Water,Water,Water,NULL,Water,Water,Wetland,Forest
958,Water,Water,Water,NULL,Water,Water,Bareland,Forest
959,Water,Water,Water,NULL,Water,Water,Water,Grassland
960,Water,Water,Water,NULL,Water,Water,Water,Water
961,Water,Water,Water,NULL,Water,Water,Water,Forest
962,Water,Water,Water,NULL,Water,Water,Forest,Water
963,Water,Water,Water,NULL,Water,Water,Forest,Forest
964,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
965,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
966,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
967,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
968,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
969,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
970,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
971,Water,Water,Water,Non_Water,Water,Wetland,Forest,Forest
972,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
973,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
974,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
975,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
976,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
977,Water,Water,Water,Non_Water,Water,Water,Water,Water
978,Water,Water,Water,Non_Water,Water,Water,Water,Forest
979,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
980,Water,Water,Water,Water,Water,NULL,Wetland,Forest
981,Water,Water,Water,Water,Water,NULL,Water,Water
982,Water,Water,Water,Water,Water,NULL,Water,Forest
983,Water,Water,Water,Water,Water,Grassland,Wetland,Water
984,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
985,Water,Water,Water,Water,Water,Grassland,Water,Grassland
986,Water,Water,Water,Water,Water,Grassland,Water,Water
987,Water,Water,Water,Water,Water,Grassland,Water,Forest
988,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
989,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
990,Water,Water,Water,Water,Water,Wetland,Wetland,Water
991,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
992,Water,Water,Water,Water,Water,Wetland,Water,Grassland
993,Water,Water,Water,Water,Water,Wetland,Water,Wetland
994,Water,Water,Water,Water,Water,Wetland,Water,Water
995,Water,Water,Water,Water,Water,Wetland,Water,Forest
996,Water,Water,Water,Water,Water,Bareland,Water,Water
997,Water,Water,Water,Water,Water,Water,Wetland,Grassland
998,Water,Water,Water,Water,Water,Water,Wetland,Water
999,Water,Water,Water,Water,Water,Water,Wetland,Forest
1000,Water,Water,Water,Water,Water,Water,Water,Grassland
1001,Water,Water,Water,Water,Water,Water,Water,Wetland
1002,Water,Water,Water,Water,Water,Water,Water,Bareland
1003,Water,Water,Water,Water,Water,Water,Water,Water
1004,Water,Water,Water,Water,Water,Water,Water,Forest
1005,Water,Water,Water,Water,Water,Water,Forest,Water
1006,Water,Water,Water,Water,Water,Forest,Water,Forest
1007,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1008,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1009,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1010,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1011,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1012,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1013,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1014,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1015,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1016,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1017,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1018,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1019,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
1020,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1021,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1022,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1023,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1024,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1025,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1026,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1027,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1028,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1029,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1030,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1031,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
1032,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1033,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
1034,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1035,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1036,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Grassland
1037,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1038,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1039,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1040,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1041,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1042,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1043,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1044,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1045,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1046,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1047,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1048,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1049,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1050,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1051,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1052,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
1053,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1054,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1055,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1056,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1057,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1058,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1059,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1060,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1061,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1062,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1063,Water,Forest,Water,NULL,Water,Water,Wetland,Grassland
1064,Water,Forest,Water,Non_Water,Water,Bareland,Wetland,Water
1065,Water,Forest,Water,Water,Water,Water,Water,Water
1066,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1067,Water,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1068,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1069,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1070,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1071,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
