Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNB_M_R
4909,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4910,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4911,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4912,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
4913,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
4914,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4915,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4916,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
4917,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
4918,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
4919,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
4920,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
4921,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4922,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Wetland
4923,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
4924,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4925,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
4926,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
4927,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4928,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4929,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4930,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4931,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4932,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4933,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4934,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4935,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4936,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4937,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4938,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4939,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4940,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4941,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4942,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4943,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4944,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4945,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4946,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4947,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4948,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4949,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4950,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4951,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4952,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4953,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4954,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4955,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4956,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
4957,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4958,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4959,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4960,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4961,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4962,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4963,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4964,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4965,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4966,Grassland,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
4967,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
4968,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
4969,Grassland,Forest,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
4970,Grassland,Forest,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
4971,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
4972,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
4973,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
4974,Grassland,Forest,Built-up,Non_Water,Non_Wetland,Forest,Water,Forest
4975,Grassland,Forest,Water,Non_Water,Water,NULL,Forest,Forest
4976,Grassland,Forest,Water,Non_Water,Water,Wetland,Forest,Wetland
4977,Grassland,Forest,Water,Water,Water,Wetland,Forest,Wetland
4978,Grassland,Forest,Water,Water,Water,Forest,Water,Wetland
4979,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4980,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4981,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4982,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4983,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4984,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4985,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4986,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4987,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4988,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4989,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4990,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4991,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4992,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4993,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4994,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4995,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4996,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4997,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4998,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4999,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5000,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5001,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5002,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5003,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5004,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5005,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5006,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
5007,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
5008,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5009,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5010,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5011,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
5012,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
5013,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
5014,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
5015,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
5016,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
5017,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
5018,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5019,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5020,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5021,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5022,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5023,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
5024,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5025,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5026,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5027,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5028,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5029,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5030,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5031,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
5032,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5033,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
5034,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5035,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
5036,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5037,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5038,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5039,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
5040,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5041,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5042,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5043,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5044,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5045,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5046,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5047,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5048,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5049,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5050,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5051,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
5052,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5053,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5054,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5055,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5056,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
5057,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5058,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5059,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5060,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5061,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5062,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5063,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5064,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5065,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5066,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5067,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5068,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5069,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5070,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
5071,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
5072,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
5073,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
5074,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5075,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
5076,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5077,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
5078,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5079,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5080,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5081,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5082,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5083,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
5084,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
5085,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5086,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5087,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
5088,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
5089,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
5090,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5091,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5092,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5093,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
5094,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5095,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5096,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5097,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5098,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
5099,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5100,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5101,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5102,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5103,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
5104,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5105,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
5106,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
5107,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5108,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
5109,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
5110,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
5111,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5112,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
5113,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5114,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5115,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
5116,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5117,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
5118,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5119,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
5120,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
5121,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
5122,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
5123,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5124,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
5125,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
5126,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
5127,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
5128,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5129,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5130,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5131,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
5132,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
5133,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5134,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5135,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
5136,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Cropland
5137,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
5138,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
5139,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
5140,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
5141,Cropland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
5142,Cropland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
5143,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5144,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5145,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5146,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5147,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5148,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5149,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5150,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5151,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5152,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5153,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5154,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5155,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5156,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5157,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5158,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
5159,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
5160,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5161,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5162,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5163,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5164,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
5165,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
5166,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5167,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5168,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5169,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5170,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5171,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5172,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5173,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5174,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5175,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5176,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5177,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
5178,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
5179,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5180,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5181,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5182,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5183,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
5184,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
5185,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5186,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5187,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5188,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5189,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5190,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5191,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5192,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5193,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5194,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5195,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5196,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5197,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5198,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
5199,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5200,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
5201,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5202,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
5203,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5204,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5205,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
5206,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5207,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5208,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
5209,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5210,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5211,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5212,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
5213,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5214,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5215,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5216,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5217,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5218,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5219,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5220,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5221,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5222,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5223,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5224,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5225,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5226,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5227,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
