Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NVG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NVG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NVG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NVG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NVG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NVG_M_R
76,NULL,NULL,Built-up,Water,Non_Wetland,Water
77,NULL,NULL,Built-up,Water,Non_Wetland,Forest
78,NULL,NULL,Water,NULL,Water,Grassland
79,NULL,NULL,Water,NULL,Water,Wetland
80,NULL,NULL,Water,NULL,Water,Bareland
81,NULL,NULL,Water,NULL,Water,Forest
82,NULL,NULL,Water,Non_Water,Water,Grassland
83,NULL,NULL,Water,Non_Water,Water,Bareland
84,NULL,NULL,Water,Non_Water,Water,Forest
85,NULL,NULL,Water,Water,Water,Grassland
86,NULL,NULL,Water,Water,Water,Wetland
87,NULL,NULL,Water,Water,Water,Bareland
88,NULL,NULL,Water,Water,Water,Water
89,NULL,NULL,Forest,NULL,Non_Wetland,NULL
90,NULL,NULL,Forest,NULL,Non_Wetland,Grassland
91,NULL,NULL,Forest,NULL,Non_Wetland,Wetland
92,NULL,NULL,Forest,NULL,Non_Wetland,Bareland
93,NULL,NULL,Forest,NULL,Non_Wetland,Built-up
94,NULL,NULL,Forest,NULL,Non_Wetland,Water
95,NULL,NULL,Forest,NULL,Non_Wetland,Forest
96,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland
97,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland
98,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland
99,NULL,NULL,Forest,Non_Water,Non_Wetland,Water
100,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest
101,NULL,NULL,Forest,Water,Non_Wetland,Grassland
102,NULL,NULL,Forest,Water,Non_Wetland,Wetland
103,NULL,NULL,Forest,Water,Non_Wetland,Bareland
104,NULL,NULL,Forest,Water,Non_Wetland,Water
105,NULL,NULL,Forest,Water,Non_Wetland,Forest
106,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland
107,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
108,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland
109,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up
110,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
111,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
112,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
113,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
114,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
115,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
116,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
117,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
118,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
119,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
120,NULL,Cropland,Cropland,Water,Non_Wetland,Water
121,NULL,Cropland,Wetland,NULL,Wetland,Grassland
122,NULL,Cropland,Wetland,Non_Water,Wetland,Water
123,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
124,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
125,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
126,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
127,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
128,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
129,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
130,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
131,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
132,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
133,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland
134,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
135,NULL,Wetland,Shrubland,NULL,Non_Wetland,Built-up
136,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
137,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
138,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
139,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland
140,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
141,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest
142,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
143,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland
144,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland
145,NULL,Wetland,Wetland,NULL,Wetland,NULL
146,NULL,Wetland,Wetland,NULL,Wetland,Grassland
147,NULL,Wetland,Wetland,NULL,Wetland,Wetland
148,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland
149,NULL,Wetland,Wetland,Water,Wetland,Grassland
150,NULL,Wetland,Wetland,Water,Wetland,Bareland
151,NULL,Wetland,Wetland,Water,Wetland,Water
152,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
153,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland
154,NULL,Wetland,Built-up,Water,Non_Wetland,Forest
155,NULL,Wetland,Water,Non_Water,Water,Grassland
156,NULL,Wetland,Water,Non_Water,Water,Water
157,NULL,Wetland,Water,Water,Water,Grassland
158,NULL,Wetland,Water,Water,Water,Water
159,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
160,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
161,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland
162,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest
163,NULL,Wetland,Forest,Water,Non_Wetland,Grassland
164,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
165,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
166,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
167,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
168,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Water
169,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland
170,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
171,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up
172,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
173,NULL,Bareland,Grassland,Water,Non_Wetland,Bareland
174,NULL,Bareland,Grassland,Water,Non_Wetland,Water
175,NULL,Bareland,Wetland,Non_Water,Wetland,Water
176,NULL,Bareland,Wetland,Water,Wetland,Grassland
177,NULL,Bareland,Wetland,Water,Wetland,Water
178,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
179,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
180,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
181,NULL,Bareland,Bareland,Water,Non_Wetland,Water
182,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
183,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
184,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
185,NULL,Bareland,Built-up,Water,Non_Wetland,Water
186,NULL,Bareland,Water,Water,Water,Grassland
187,NULL,Bareland,Water,Water,Water,Bareland
188,NULL,Bareland,Water,Water,Water,Water
189,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
190,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland
191,NULL,Bareland,Forest,Non_Water,Non_Wetland,Bareland
192,NULL,Bareland,Forest,Water,Non_Wetland,Water
193,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
194,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
195,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
196,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
197,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland
198,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
199,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
200,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
201,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water
202,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
203,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
204,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
205,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water
206,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
207,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland
208,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
209,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
210,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
211,NULL,Built-up,Grassland,NULL,Non_Wetland,Water
212,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
213,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
214,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Forest
215,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland
216,NULL,Built-up,Grassland,Water,Non_Wetland,Water
217,NULL,Built-up,Grassland,Water,Non_Wetland,Forest
218,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
219,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
220,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
221,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
222,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest
223,NULL,Built-up,Cropland,Water,Non_Wetland,Forest
224,NULL,Built-up,Wetland,NULL,Wetland,Grassland
225,NULL,Built-up,Wetland,NULL,Wetland,Built-up
226,NULL,Built-up,Wetland,NULL,Wetland,Water
227,NULL,Built-up,Wetland,NULL,Wetland,Forest
228,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland
229,NULL,Built-up,Wetland,Non_Water,Wetland,Forest
230,NULL,Built-up,Wetland,Water,Wetland,Built-up
231,NULL,Built-up,Wetland,Water,Wetland,Water
232,NULL,Built-up,Wetland,Water,Wetland,Forest
233,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
234,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
235,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
236,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
237,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
238,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
239,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
240,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
241,NULL,Built-up,Built-up,NULL,Non_Wetland,Water
242,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
243,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
244,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water
245,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest
246,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
247,NULL,Built-up,Built-up,Water,Non_Wetland,Water
248,NULL,Built-up,Water,NULL,Water,Grassland
249,NULL,Built-up,Water,NULL,Water,Bareland
250,NULL,Built-up,Water,NULL,Water,Built-up
251,NULL,Built-up,Water,NULL,Water,Water
252,NULL,Built-up,Water,NULL,Water,Forest
253,NULL,Built-up,Water,Non_Water,Water,Forest
254,NULL,Built-up,Water,Water,Water,Built-up
255,NULL,Built-up,Water,Water,Water,Water
256,NULL,Built-up,Water,Water,Water,Forest
257,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
258,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
259,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
260,NULL,Built-up,Forest,NULL,Non_Wetland,Water
261,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
262,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland
263,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest
264,NULL,Built-up,Forest,Water,Non_Wetland,Grassland
265,NULL,Built-up,Forest,Water,Non_Wetland,Forest
266,NULL,Water,NULL,NULL,Non_Wetland,Forest
267,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland
268,NULL,Water,NULL,Water,Non_Wetland,Grassland
269,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
270,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up
271,NULL,Water,Shrubland,NULL,Non_Wetland,Water
272,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
273,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
274,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
275,NULL,Water,Shrubland,Water,Non_Wetland,Water
276,NULL,Water,Shrubland,Water,Non_Wetland,Forest
277,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
278,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
279,NULL,Water,Grassland,NULL,Non_Wetland,Water
280,NULL,Water,Grassland,NULL,Non_Wetland,Forest
281,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
282,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland
283,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
284,NULL,Water,Grassland,Water,Non_Wetland,Grassland
285,NULL,Water,Grassland,Water,Non_Wetland,Water
286,NULL,Water,Grassland,Water,Non_Wetland,Forest
287,NULL,Water,Cropland,NULL,Non_Wetland,Water
288,NULL,Water,Cropland,NULL,Non_Wetland,Forest
289,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland
290,NULL,Water,Cropland,Water,Non_Wetland,Water
291,NULL,Water,Wetland,NULL,Wetland,Grassland
292,NULL,Water,Wetland,NULL,Wetland,Water
293,NULL,Water,Wetland,NULL,Wetland,Forest
294,NULL,Water,Wetland,Non_Water,Wetland,Grassland
295,NULL,Water,Wetland,Non_Water,Wetland,Water
296,NULL,Water,Wetland,Non_Water,Wetland,Forest
297,NULL,Water,Wetland,Water,Wetland,Grassland
298,NULL,Water,Wetland,Water,Wetland,Water
299,NULL,Water,Wetland,Water,Wetland,Forest
300,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
301,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
302,NULL,Water,Bareland,NULL,Non_Wetland,Forest
303,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
304,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
305,NULL,Water,Bareland,Water,Non_Wetland,Grassland
306,NULL,Water,Bareland,Water,Non_Wetland,Water
307,NULL,Water,Built-up,NULL,Non_Wetland,Built-up
308,NULL,Water,Built-up,NULL,Non_Wetland,Water
309,NULL,Water,Built-up,NULL,Non_Wetland,Forest
310,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
311,NULL,Water,Built-up,Water,Non_Wetland,Grassland
312,NULL,Water,Built-up,Water,Non_Wetland,Bareland
313,NULL,Water,Built-up,Water,Non_Wetland,Water
314,NULL,Water,Built-up,Water,Non_Wetland,Forest
315,NULL,Water,Water,NULL,Water,Grassland
316,NULL,Water,Water,NULL,Water,Forest
317,NULL,Water,Water,Non_Water,Water,Grassland
318,NULL,Water,Water,Non_Water,Water,Bareland
319,NULL,Water,Water,Water,Water,Grassland
320,NULL,Water,Water,Water,Water,Bareland
321,NULL,Water,Water,Water,Water,Water
322,NULL,Water,Forest,NULL,Non_Wetland,Grassland
323,NULL,Water,Forest,NULL,Non_Wetland,Bareland
324,NULL,Water,Forest,NULL,Non_Wetland,Water
325,NULL,Water,Forest,NULL,Non_Wetland,Forest
326,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
327,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
328,NULL,Water,Forest,Water,Non_Wetland,Grassland
329,NULL,Water,Forest,Water,Non_Wetland,Water
330,NULL,Water,Forest,Water,Non_Wetland,Forest
331,NULL,Forest,NULL,NULL,Non_Wetland,Forest
332,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
333,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
334,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
335,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
336,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
337,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
338,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
339,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
340,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
341,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
342,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
343,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
344,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
345,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
346,NULL,Forest,Wetland,NULL,Wetland,NULL
347,NULL,Forest,Wetland,NULL,Wetland,Grassland
348,NULL,Forest,Wetland,NULL,Wetland,Forest
349,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
350,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
351,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
352,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
353,NULL,Forest,Built-up,Non_Water,Non_Wetland,Bareland
354,NULL,Forest,Built-up,Water,Non_Wetland,Water
355,NULL,Forest,Water,NULL,Water,Grassland
356,NULL,Forest,Water,NULL,Water,Forest
357,NULL,Forest,Water,Water,Water,Forest
358,NULL,Forest,Forest,NULL,Non_Wetland,NULL
359,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
360,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
361,NULL,Forest,Forest,NULL,Non_Wetland,Forest
362,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
363,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
364,NULL,Forest,Forest,Water,Non_Wetland,Grassland
365,NULL,Forest,Forest,Water,Non_Wetland,Forest
366,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
367,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland
368,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
369,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
370,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest
371,Grassland,NULL,NULL,Water,Non_Wetland,Grassland
372,Grassland,NULL,NULL,Water,Non_Wetland,Wetland
373,Grassland,NULL,NULL,Water,Non_Wetland,Bareland
374,Grassland,NULL,NULL,Water,Non_Wetland,Water
375,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
376,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
377,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
378,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
379,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
380,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
381,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water
382,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
383,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
384,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
385,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
386,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
387,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water
388,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
389,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
390,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland
391,Grassland,NULL,Shrubland,Water,Non_Wetland,Water
392,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
393,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
394,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
395,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
396,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
397,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
398,Grassland,NULL,Grassland,NULL,Non_Wetland,Water
399,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
400,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
401,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
402,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
403,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water
404,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
405,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
406,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland
407,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland
408,Grassland,NULL,Grassland,Water,Non_Wetland,Water
409,Grassland,NULL,Grassland,Water,Non_Wetland,Forest
410,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
411,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
412,Grassland,NULL,Cropland,NULL,Non_Wetland,Water
413,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
414,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
415,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
416,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water
417,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
418,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
419,Grassland,NULL,Cropland,Water,Non_Wetland,Water
420,Grassland,NULL,Cropland,Water,Non_Wetland,Forest
421,Grassland,NULL,Wetland,NULL,Wetland,NULL
422,Grassland,NULL,Wetland,NULL,Wetland,Grassland
423,Grassland,NULL,Wetland,NULL,Wetland,Wetland
424,Grassland,NULL,Wetland,NULL,Wetland,Bareland
425,Grassland,NULL,Wetland,NULL,Wetland,Water
426,Grassland,NULL,Wetland,NULL,Wetland,Forest
427,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
428,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
429,Grassland,NULL,Wetland,Non_Water,Wetland,Water
430,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
431,Grassland,NULL,Wetland,Water,Wetland,Grassland
432,Grassland,NULL,Wetland,Water,Wetland,Wetland
433,Grassland,NULL,Wetland,Water,Wetland,Bareland
434,Grassland,NULL,Wetland,Water,Wetland,Water
435,Grassland,NULL,Wetland,Water,Wetland,Forest
