Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFG_M_R
751,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
752,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
753,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
754,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
755,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
756,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
757,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
758,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
759,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
760,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
761,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
762,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
763,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
764,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
765,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
766,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
767,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
768,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
769,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
770,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
771,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
772,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
773,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
774,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
775,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
776,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
777,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
778,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
779,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
780,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
781,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
782,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
783,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
784,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
785,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
786,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
787,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
788,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
789,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
790,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
791,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
792,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
793,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
794,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
795,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
796,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
797,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
798,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
799,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
800,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
801,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
802,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
803,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
804,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
805,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
806,Grassland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
807,Grassland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
808,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
809,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
810,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
811,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
812,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
813,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
814,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
815,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
816,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
817,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
818,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
819,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
820,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
821,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
822,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
823,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
824,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
825,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
826,Grassland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
827,Grassland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
828,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
829,Grassland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
830,Grassland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
831,Grassland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
832,Grassland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
833,Grassland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
834,Grassland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
835,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
836,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
837,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
838,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
839,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
840,Grassland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
841,Grassland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
842,Grassland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
843,Grassland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
844,Grassland,Bareland,Water,Water,Water,NULL,NULL,Bareland
845,Grassland,Bareland,Water,Water,Water,NULL,NULL,Water
846,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
847,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
848,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
849,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
850,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
851,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
852,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
853,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
854,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
855,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
856,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
857,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
858,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
859,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
860,Grassland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
861,Grassland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
862,Grassland,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
863,Grassland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
864,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
865,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
866,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
867,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
868,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
869,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
870,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
871,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
872,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
873,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
874,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
875,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
876,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
877,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
878,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
879,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
880,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
881,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
882,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
883,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
884,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
885,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
886,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
887,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
888,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
889,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
890,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
891,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
892,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
893,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
894,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
895,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
896,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
897,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
898,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
899,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
900,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
901,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
902,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
903,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
904,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
905,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
906,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
907,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
908,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
909,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
910,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
911,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
912,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
913,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
914,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
915,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,NULL
916,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
917,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
918,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
919,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
920,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
921,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
922,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
923,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
924,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
925,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
926,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
927,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
928,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
929,Grassland,Water,Water,Water,Water,NULL,NULL,Water
930,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
931,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
932,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
933,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
934,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
935,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
936,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
937,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
938,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
939,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
940,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
941,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
942,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
943,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
944,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
945,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
946,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
947,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
948,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
949,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
950,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
951,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
952,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
953,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
954,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
955,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
956,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
957,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
958,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
959,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
960,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
961,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
962,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
963,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
964,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
965,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
966,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
967,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
968,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
969,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
970,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
971,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
972,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
973,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
974,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
975,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
976,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
977,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
978,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
979,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
980,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
981,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
982,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
983,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
984,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
985,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
986,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
987,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
988,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
989,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
990,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
991,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
992,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
993,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
994,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
995,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
996,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
997,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
998,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
999,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1000,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1001,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1002,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1003,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1004,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1005,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1006,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1007,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1008,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1009,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1010,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1011,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1012,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1013,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1014,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1015,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1016,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1017,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1018,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1019,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1020,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1021,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1022,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1023,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1024,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1025,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1026,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1027,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1028,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1029,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1030,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1031,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1032,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1033,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1034,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1035,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1036,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1037,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1038,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1039,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1040,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1041,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1042,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1043,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1044,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1045,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1046,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1047,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1048,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1049,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1050,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1051,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1052,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1053,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1054,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1055,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1056,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1057,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1058,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1059,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1060,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1061,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1062,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1063,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1064,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1065,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1066,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1067,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1068,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1069,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1070,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1071,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1072,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1073,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1074,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1075,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1076,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1077,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
1078,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
1079,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
1080,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1081,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1082,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1083,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1084,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1085,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1086,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1087,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1088,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1089,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1090,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1091,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1092,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
