Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYC_M_R
3020,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
3021,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
3022,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3023,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3024,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3025,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3026,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
3027,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3028,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
3029,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
3030,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3031,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3032,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
3033,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
3034,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
3035,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3036,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3037,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
3038,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3039,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3040,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
3041,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3042,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3043,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
3044,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
3045,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3046,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3047,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3048,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3049,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3050,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3051,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
3052,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3053,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
3054,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
3055,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
3056,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3057,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
3058,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3059,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
3060,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
3061,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3062,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
3063,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
3064,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
3065,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3066,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
3067,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
3068,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3069,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
3070,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
3071,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
3072,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
3073,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
3074,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
3075,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
3076,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
3077,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
3078,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
3079,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
3080,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
3081,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
3082,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
3083,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,NULL
3084,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
3085,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
3086,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
3087,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,NULL
3088,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Built-up
3089,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
3090,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
3091,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3092,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
3093,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
3094,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
3095,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,NULL
3096,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
3097,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
3098,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
3099,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
3100,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
3101,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3102,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
3103,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3104,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3105,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
3106,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
3107,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3108,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3109,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3110,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
3111,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
3112,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3113,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
3114,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3115,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3116,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3117,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
3118,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
3119,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3120,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3121,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
3122,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3123,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3124,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3125,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
3126,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3127,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
3128,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
3129,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
3130,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
3131,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3132,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
3133,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
3134,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
3135,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
3136,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
3137,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
3138,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
3139,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
3140,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3141,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
3142,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
3143,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
3144,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
3145,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3146,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Cropland
3147,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3148,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3149,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
3150,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
3151,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3152,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
3153,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
3154,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3155,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
3156,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
3157,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3158,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
3159,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
3160,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
3161,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3162,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3163,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3164,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3165,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
3166,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3167,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
3168,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
3169,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
3170,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
3171,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
3172,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
3173,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
3174,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
3175,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
3176,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
3177,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,NULL
3178,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
3179,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
3180,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
3181,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
3182,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
3183,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3184,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Built-up,Built-up
3185,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Built-up,Forest
3186,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3187,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
3188,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Forest
3189,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3190,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
3191,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Built-up
3192,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3193,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
3194,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
3195,NULL,Built-up,Water,NULL,Water,NULL,NULL,NULL
3196,NULL,Built-up,Water,NULL,Water,NULL,NULL,Cropland
3197,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
3198,NULL,Built-up,Water,NULL,Water,NULL,Grassland,Grassland
3199,NULL,Built-up,Water,NULL,Water,NULL,Water,Grassland
3200,NULL,Built-up,Water,NULL,Water,NULL,Forest,Forest
3201,NULL,Built-up,Water,NULL,Water,Grassland,Shrubland,Grassland
3202,NULL,Built-up,Water,NULL,Water,Grassland,Bareland,Cropland
3203,NULL,Built-up,Water,NULL,Water,Grassland,Built-up,NULL
3204,NULL,Built-up,Water,NULL,Water,Grassland,Built-up,Bareland
3205,NULL,Built-up,Water,NULL,Water,Cropland,NULL,Bareland
3206,NULL,Built-up,Water,NULL,Water,Cropland,Built-up,Cropland
3207,NULL,Built-up,Water,NULL,Water,Wetland,NULL,Built-up
3208,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
3209,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Built-up
3210,NULL,Built-up,Water,NULL,Water,Bareland,Shrubland,Grassland
3211,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Grassland
3212,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Bareland
3213,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
3214,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
3215,NULL,Built-up,Water,NULL,Water,Bareland,Water,Grassland
3216,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
3217,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Cropland
3218,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
3219,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
3220,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
3221,NULL,Built-up,Water,NULL,Water,Water,Grassland,Water
3222,NULL,Built-up,Water,NULL,Water,Water,Built-up,Water
3223,NULL,Built-up,Water,NULL,Water,Forest,NULL,Forest
3224,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Water
3225,NULL,Built-up,Water,Non_Water,Water,Built-up,Water,Water
3226,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Bareland
3227,NULL,Built-up,Water,Water,Water,Built-up,Water,Water
3228,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3229,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3230,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3231,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3232,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3233,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3234,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3235,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3236,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3237,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
3238,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3239,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
3240,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
3241,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3242,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
3243,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3244,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3245,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
3246,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3247,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3248,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3249,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3250,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3251,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3252,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3253,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3254,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3255,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3256,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3257,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
3258,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3259,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
3260,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3261,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3262,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3263,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3264,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3265,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
3266,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3267,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3268,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3269,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3270,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3271,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3272,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3273,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3274,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3275,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3276,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3277,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3278,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3279,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3280,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
3281,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3282,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
3283,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
3284,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3285,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3286,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3287,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3288,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3289,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
3290,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3291,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3292,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Built-up
3293,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
3294,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3295,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3296,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3297,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
3298,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3299,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3300,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3301,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
3302,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
3303,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3304,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
3305,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3306,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3307,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3308,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3309,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3310,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
3311,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3312,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
3313,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3314,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
3315,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3316,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
3317,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
3318,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
3319,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
3320,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
3321,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
3322,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Water
3323,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3324,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
3325,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
3326,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3327,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3328,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3329,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
3330,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3331,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
3332,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
3333,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
3334,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
3335,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
3336,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
3337,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
3338,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
3339,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
3340,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
3341,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3342,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
