Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLR_M_R
55,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
56,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
58,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
59,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
60,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
61,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
62,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
63,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
64,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
65,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
66,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
67,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
68,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
69,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
70,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
71,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
72,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
73,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
74,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
75,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
76,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
77,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
78,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
79,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
80,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
81,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
83,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
84,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
85,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
86,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
87,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
88,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
89,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
91,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
92,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
93,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
94,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
95,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
96,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Wetland
97,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
98,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
99,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
100,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
101,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
102,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
103,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
104,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
105,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
106,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
107,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
108,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
109,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
110,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
111,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,NULL
112,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
113,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Wetland
114,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
115,NULL,NULL,NULL,Water,Non_Wetland,Cropland,Grassland,Grassland
116,NULL,NULL,NULL,Water,Non_Wetland,Cropland,Water,Grassland
117,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
118,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
119,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
120,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
121,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
122,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Water
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Bareland
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Built-up
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
252,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
253,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
254,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
255,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
256,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
257,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
258,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
259,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
260,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
261,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
262,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,NULL
263,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
264,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Wetland
265,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
266,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Cropland
267,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
268,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
269,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
270,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
271,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
272,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Bareland
273,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
274,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
275,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
276,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
277,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
278,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
279,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
280,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
281,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
282,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
283,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
284,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
285,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
286,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
287,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
288,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
289,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
290,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
291,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
292,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
293,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
294,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
295,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
296,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
297,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
298,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
299,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
300,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
301,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
302,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
303,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
304,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
305,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
306,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
307,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
308,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
309,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
310,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
311,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
312,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
313,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
314,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
315,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
316,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
317,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
318,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
319,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
320,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
321,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
322,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
