Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXU_M_R
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
215,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
216,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
217,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
218,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
219,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
220,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
221,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
222,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
223,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
224,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
225,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
226,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
227,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
228,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
229,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
230,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
231,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
232,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
233,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
234,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
235,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
236,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
237,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
238,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
239,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
240,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
241,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
242,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
243,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
244,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
245,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
246,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
247,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
248,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
249,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
250,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
251,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
252,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
253,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
254,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Forest
255,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
256,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
257,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
258,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
259,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
260,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
261,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
262,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
263,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
264,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
265,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
266,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
267,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
268,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
269,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
270,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
271,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
272,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
273,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
274,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
275,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
276,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
277,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
278,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
279,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
280,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
281,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
282,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
283,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
284,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
285,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
286,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
287,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
288,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
289,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
290,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
291,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
292,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
293,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
294,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
295,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
296,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
297,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
298,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
299,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
300,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
301,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
302,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
303,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
304,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
305,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
306,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
307,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
308,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
309,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
310,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
311,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
312,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
313,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
314,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
315,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
316,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
317,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
318,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
319,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
320,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
321,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
322,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
323,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
