Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LNL_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
32,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
35,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
36,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
38,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
39,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Built-up
43,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Wetland
44,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
45,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
47,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
48,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
50,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
52,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
54,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
56,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
59,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
61,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
62,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
63,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
66,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
68,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
70,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
71,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
73,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
74,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
75,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
76,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
77,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
78,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
79,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
80,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
81,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
82,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
83,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
84,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
85,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
86,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
87,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
88,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
89,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Forest
90,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
91,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
92,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
93,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
94,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
95,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
96,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
97,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
98,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
99,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
100,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
101,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
102,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
103,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Wetland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
185,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
186,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
187,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
188,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
189,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
190,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
191,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
192,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
193,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
194,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
195,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
196,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
197,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
198,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Wetland
199,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
200,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
201,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
202,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
203,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
204,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
205,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
206,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
207,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
208,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
209,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
210,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
211,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
212,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
213,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
214,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
215,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
216,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
217,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
218,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
219,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
220,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
221,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
222,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
223,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
224,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
225,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
226,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
227,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
228,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
229,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
230,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
231,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
232,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
233,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
234,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
235,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
236,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
237,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
238,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
239,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
240,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
241,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
242,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
243,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
244,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
245,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
246,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
247,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
248,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
249,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
250,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
251,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
252,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
253,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
254,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
255,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
256,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
257,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
258,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Built-up
259,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
260,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
261,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
262,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
263,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
264,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
265,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Wetland
266,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
267,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
268,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
269,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
270,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
271,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
272,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
273,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
274,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
275,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
276,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
277,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
278,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
279,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
280,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Wetland
281,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
282,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
283,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
284,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
285,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
286,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
287,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
288,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
289,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
290,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
291,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
292,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
293,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
294,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
295,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
296,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
297,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
298,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
299,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
300,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
301,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
302,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
303,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Wetland
304,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
305,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
306,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
307,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
308,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
309,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
310,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
311,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
312,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
313,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
314,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
315,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
316,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
317,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
318,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
319,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
320,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
321,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Wetland
322,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
