Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LWP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LWP_M_R
337,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
338,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
339,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
340,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
341,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
342,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
343,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
344,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
345,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
346,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
347,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
348,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
349,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
350,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
351,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
352,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
353,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
354,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
355,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
356,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
357,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
358,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
359,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
360,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
361,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
362,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
363,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
364,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
365,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
366,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
367,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
368,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
369,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
370,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
371,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
372,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
373,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
374,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
375,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
376,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
377,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
378,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
379,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
380,NULL,Water,Water,NULL,Water,NULL,NULL,Water
381,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
382,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
383,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
384,NULL,Water,Water,Non_Water,Water,NULL,NULL,Forest
385,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
386,NULL,Water,Water,Water,Water,NULL,NULL,Water
387,NULL,Water,Water,Water,Water,NULL,NULL,Forest
388,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
389,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
390,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
391,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
392,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
393,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
394,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
395,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
396,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
397,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
398,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
399,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
400,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
401,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
402,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
403,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
404,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
405,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
406,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
407,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
408,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
409,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
410,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
411,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
412,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
413,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
414,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
415,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
416,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
417,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
418,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
419,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
420,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
421,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
422,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
423,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
424,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
425,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
426,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
427,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
428,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
429,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Built-up
430,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
431,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
432,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
433,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
434,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
435,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
436,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
437,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
438,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
439,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
440,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
441,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
442,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
443,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
444,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
445,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
446,NULL,Forest,Water,Water,Water,NULL,NULL,Water
447,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
448,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
449,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
450,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
451,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
452,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
453,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
454,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
455,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
456,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
457,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
458,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
459,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
460,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
461,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
462,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
463,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
464,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
465,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
466,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
467,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
468,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
469,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
470,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
471,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
472,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
473,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
474,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
475,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
476,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
477,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
478,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
479,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
480,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
481,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
482,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
483,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
484,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
485,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
486,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
487,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
488,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
489,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
490,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
491,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
492,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
493,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
494,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
495,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
496,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
497,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
498,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
499,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
500,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
501,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
502,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
503,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
504,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
505,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
506,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
507,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
508,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
509,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
510,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
511,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
512,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
513,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
514,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
515,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
516,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
517,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
518,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
519,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
520,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
521,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
522,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
523,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
524,Grassland,Bareland,Water,Water,Water,NULL,NULL,Water
525,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
526,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
527,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
528,Grassland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
529,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
530,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
531,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
532,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
533,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
534,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
535,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
536,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
537,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
538,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
539,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
540,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
541,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
542,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
543,Grassland,Water,Water,Water,Water,NULL,NULL,Water
544,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
545,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
546,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
547,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
548,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
549,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
550,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
551,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
552,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
553,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
554,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
555,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
556,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
557,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
558,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
559,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
560,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
561,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
562,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
563,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
564,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
565,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
566,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
567,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
568,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
569,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
570,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
571,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
572,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
573,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
574,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
575,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
576,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
577,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
578,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
579,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
580,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
581,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
582,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
583,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
584,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
585,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
586,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
587,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
588,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
589,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
590,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
591,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
592,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
593,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
594,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
595,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
596,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
597,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
598,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
599,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
600,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
601,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
602,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
603,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
604,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
605,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
606,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
607,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
608,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
609,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
610,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
611,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
612,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
613,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
614,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
615,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
616,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
617,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
618,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
619,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
620,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
621,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
622,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
623,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
624,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
625,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
626,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
627,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
628,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
629,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
630,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
631,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
632,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
633,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
634,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
635,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
636,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
637,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
638,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
639,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
640,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
641,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
642,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
643,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
644,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
645,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
646,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
647,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
648,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
649,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
650,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
651,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
652,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
653,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
654,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
655,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
656,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
657,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
658,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
659,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
660,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
661,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
662,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
663,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
664,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
665,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
666,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
667,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
668,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
669,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
670,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
671,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
672,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
673,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
674,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
675,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
676,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
677,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
678,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
679,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
680,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
681,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
682,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
683,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
684,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
685,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
686,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
