Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWJ_M_R
1526,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1527,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1528,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
1529,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1530,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1531,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1532,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1533,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1534,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
1535,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1536,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1537,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1538,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1539,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1540,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1541,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1542,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1543,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
1544,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1545,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1546,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1547,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
1548,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1549,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1550,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
1551,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1552,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1553,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1554,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1555,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1556,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1557,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1558,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1559,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1560,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1561,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1562,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1563,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1564,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1565,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1566,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1567,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
1568,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1569,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1570,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1571,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1572,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1573,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1574,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1575,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1576,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1577,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1578,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1579,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1580,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1581,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1582,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1583,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1584,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1585,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1586,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1587,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1588,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1589,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1590,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1591,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1592,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1593,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1594,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1595,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1596,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1597,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1598,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
1599,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1600,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
1601,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
1602,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1603,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1604,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1605,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1606,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1607,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1608,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1609,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1610,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1611,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1612,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1613,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1614,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1615,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1616,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1617,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1618,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1619,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1620,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1621,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1622,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1623,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1624,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1625,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1626,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1627,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
1628,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1629,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1630,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1631,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1632,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1633,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1634,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1635,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1636,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1637,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
1638,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1639,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1640,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1641,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1642,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1643,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1644,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1645,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
1646,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1647,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1648,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
1649,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1650,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1651,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
1652,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1653,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1654,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1655,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1656,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1657,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1658,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1659,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1660,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1661,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1662,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1663,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1664,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1665,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1666,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1667,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1668,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1669,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1670,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1671,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1672,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
1673,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1674,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1675,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1676,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1677,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1678,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1679,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1680,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1681,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1682,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
1683,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1684,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
1685,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1686,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1687,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1688,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1689,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1690,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1691,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1692,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1693,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1694,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1695,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1696,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1697,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1698,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1699,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1700,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1701,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1702,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1703,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1704,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
1705,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1706,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1707,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1708,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1709,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1710,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1711,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1712,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1713,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1714,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1715,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1716,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1717,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1718,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1719,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1720,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1721,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1722,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1723,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1724,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1725,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1726,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1727,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1728,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1729,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1730,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1731,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1732,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1733,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1734,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1735,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1736,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1737,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1738,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1739,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1740,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1741,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1742,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1743,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1744,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1745,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1746,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1747,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1748,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1749,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1750,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1751,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1752,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1753,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1754,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1755,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1756,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1757,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1758,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1759,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1760,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1761,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1762,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1763,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1764,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1765,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1766,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
1767,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1768,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1769,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1770,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1771,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1772,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1773,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1774,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1775,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1776,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1777,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
1778,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1779,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1780,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
1781,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1782,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1783,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1784,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
1785,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1786,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1787,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1788,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1789,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
1790,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1791,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1792,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1793,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1794,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1795,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1796,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1797,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1798,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1799,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1800,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1801,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1802,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1803,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1804,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1805,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1806,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1807,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1808,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1809,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1810,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1811,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1812,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1813,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1814,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1815,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1816,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1817,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1818,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1819,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1820,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1821,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1822,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
1823,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1824,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
1825,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1826,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
1827,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Forest
1828,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1829,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1830,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1831,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1832,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
1833,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1834,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1835,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1836,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1837,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1838,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1839,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1840,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
