Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KHS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KHS_M_R
332,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
333,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
334,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
335,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
336,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
337,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
338,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
339,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
340,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
341,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
342,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
343,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
344,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
345,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
346,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
347,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
348,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
349,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
350,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
351,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
352,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
353,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
354,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
355,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
356,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
357,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
358,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
359,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
360,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
361,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
362,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
363,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
364,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
365,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
366,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
367,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
368,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
369,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
370,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
371,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
372,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
373,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
374,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
375,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
376,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
377,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
378,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
379,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
380,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
381,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
382,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
383,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
384,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
385,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
386,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
387,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
388,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
389,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
390,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
391,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
392,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
393,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
394,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
395,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
396,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
397,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
398,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
399,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
400,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
401,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
402,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
403,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
404,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
405,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
406,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
407,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
408,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
409,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
410,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
411,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
412,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
413,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
414,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
415,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
416,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
417,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
418,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
419,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
420,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
421,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
422,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
423,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
424,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
425,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
426,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
427,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
428,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
429,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
430,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
431,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
432,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
433,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
434,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
435,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
436,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
437,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
438,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
439,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
440,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
441,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
442,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
443,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
444,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
445,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
446,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
447,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
448,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
449,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
450,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
451,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
452,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
453,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
454,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
455,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
456,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
457,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
458,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
459,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
460,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
461,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
462,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
463,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
464,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
465,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
466,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
467,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
468,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
469,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
470,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
471,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
472,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
473,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
474,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
475,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
476,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
477,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
478,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
479,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
480,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
481,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
482,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
483,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
484,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
485,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
486,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
487,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
488,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
489,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
490,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
491,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
492,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
493,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
494,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
495,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
496,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
497,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
498,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
499,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
500,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
501,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
502,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
503,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
504,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
505,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
506,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
507,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
508,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
509,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
510,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
511,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
512,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
513,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
514,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
515,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
516,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
517,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
518,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
519,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
520,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
521,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
522,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
523,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
524,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
525,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
526,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
527,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
528,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
529,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
530,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
531,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
532,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
533,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
534,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
535,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
536,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
537,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
538,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
539,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
540,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
541,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
542,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
543,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
544,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
545,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
546,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
547,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
548,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
549,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
550,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
551,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
552,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
553,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
554,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
555,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
556,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
557,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
558,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
559,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
560,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
561,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
562,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
563,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
564,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
565,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
566,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
567,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
568,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
569,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
570,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
571,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
572,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
573,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
574,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
575,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
576,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
577,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
578,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
579,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
580,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
581,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
582,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
583,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
584,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
585,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
586,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
587,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
588,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
589,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
590,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
591,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
592,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
593,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
594,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
595,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
596,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
597,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
598,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
599,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
600,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
601,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
602,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
603,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
604,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
605,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
606,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
607,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
608,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
609,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
610,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
611,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
612,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
613,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
614,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
615,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
616,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
617,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
618,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
619,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
620,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
621,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
622,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
623,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
624,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
625,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
626,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
627,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
628,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
629,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
630,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
631,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
632,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
633,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
634,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
635,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
636,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
637,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
638,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
639,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
640,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
641,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
642,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
643,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
644,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
645,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
646,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
647,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
648,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
649,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
650,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
651,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
652,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
653,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
654,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
655,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
656,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
657,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
658,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
659,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
660,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
661,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
662,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
663,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
