Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQC_M_R
3143,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3144,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3145,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3146,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3147,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3148,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3149,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
3150,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3151,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
3152,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
3153,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
3154,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
3155,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
3156,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3157,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
3158,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
3159,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
3160,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
3161,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3162,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
3163,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
3164,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
3165,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
3166,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
3167,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3168,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3169,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3170,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
3171,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
3172,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3173,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
3174,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
3175,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3176,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
3177,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3178,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
3179,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
3180,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
3181,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
3182,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3183,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3184,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3185,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3186,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3187,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
3188,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,NULL
3189,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
3190,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
3191,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
3192,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Shrubland,Built-up
3193,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
3194,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
3195,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
3196,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Bareland
3197,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Built-up
3198,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Forest,Built-up
3199,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
3200,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
3201,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
3202,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
3203,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
3204,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
3205,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3206,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Built-up,Bareland
3207,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Bareland
3208,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3209,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
3210,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Bareland
3211,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Water,Bareland
3212,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
3213,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
3214,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
3215,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
3216,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
3217,NULL,Built-up,Built-up,Water,Non_Wetland,Shrubland,Shrubland,Forest
3218,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Grassland,Forest
3219,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Built-up,Forest
3220,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Water,Built-up
3221,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
3222,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
3223,NULL,Built-up,Water,Non_Water,Water,Grassland,Water,Bareland
3224,NULL,Built-up,Water,Non_Water,Water,Water,Water,Bareland
3225,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3226,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3227,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3228,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3229,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3230,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3231,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3232,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3233,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3234,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3235,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
3236,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
3237,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
3238,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
3239,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
3240,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3241,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3242,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3243,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3244,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3245,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3246,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3247,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3248,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3249,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3250,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3251,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3252,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
3253,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3254,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3255,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
3256,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3257,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3258,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3259,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3260,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3261,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3262,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3263,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3264,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3265,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3266,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3267,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3268,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3269,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3270,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3271,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3272,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3273,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
3274,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3275,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
3276,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3277,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
3278,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3279,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
3280,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Bareland
3281,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
3282,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
3283,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3284,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
3285,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
3286,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3287,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
3288,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3289,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3290,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3291,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3292,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3293,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3294,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
3295,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
3296,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
3297,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3298,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3299,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
3300,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
3301,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3302,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
3303,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
3304,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
3305,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
3306,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
3307,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
3308,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
3309,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
3310,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
3311,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
3312,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Forest
3313,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Water,Forest
3314,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3315,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3316,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3317,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3318,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3319,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
3320,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3321,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
3322,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3323,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
3324,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3325,NULL,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3326,NULL,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3327,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3328,NULL,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3329,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3330,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3331,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
3332,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3333,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3334,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3335,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3336,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3337,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3338,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3339,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
3340,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3341,NULL,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
3342,NULL,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3343,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
3344,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3345,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3346,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3347,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3348,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3349,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3350,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3351,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3352,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3353,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3354,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3355,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3356,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3357,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3358,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
3359,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
3360,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
3361,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3362,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3363,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3364,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3365,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3366,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3367,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3368,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
3369,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3370,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3371,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3372,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3373,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
3374,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
3375,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
3376,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3377,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
3378,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3379,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3380,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3381,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3382,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
3383,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3384,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3385,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3386,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3387,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3388,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
3389,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
3390,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
3391,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
3392,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3393,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
3394,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
3395,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3396,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3397,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3398,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3399,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
3400,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3401,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3402,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,NULL
3403,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3404,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
3405,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3406,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3407,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3408,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3409,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3410,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3411,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3412,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3413,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3414,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3415,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3416,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3417,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3418,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
3419,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3420,NULL,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3421,NULL,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
3422,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
3423,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3424,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3425,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
3426,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3427,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
3428,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
3429,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
3430,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3431,NULL,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
3432,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3433,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
3434,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
3435,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
3436,NULL,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
3437,NULL,Water,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
3438,NULL,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
3439,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3440,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
3441,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
3442,NULL,Water,Wetland,Water,Wetland,NULL,Shrubland,Water
3443,NULL,Water,Wetland,Water,Wetland,NULL,Water,Water
3444,NULL,Water,Wetland,Water,Wetland,NULL,Water,Forest
3445,NULL,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
3446,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Bareland
3447,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
3448,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
3449,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Forest
3450,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
3451,NULL,Water,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3452,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3453,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3454,NULL,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3455,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
3456,NULL,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
3457,NULL,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3458,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3459,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
3460,NULL,Water,Water,Water,Water,Grassland,Grassland,Grassland
3461,NULL,Water,Water,Water,Water,Water,Water,Bareland
3462,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3463,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3464,NULL,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3465,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3466,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3467,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3468,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3469,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
