Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBK_M_R
766,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
767,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
768,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
769,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
770,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
771,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
772,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
773,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
774,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
775,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
776,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
777,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
778,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
779,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
780,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
781,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
782,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
783,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
784,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
785,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
786,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
787,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
788,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
789,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
790,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
791,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
792,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
793,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,NULL
794,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
795,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
796,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
797,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
798,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
799,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
800,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
801,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
802,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
803,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
804,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
805,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
806,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
807,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
808,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
809,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
810,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
811,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
812,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
813,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
814,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
815,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
816,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
817,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
818,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
819,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Water
820,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
821,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
822,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
823,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
824,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
825,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
826,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
827,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
828,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
829,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
830,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
831,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
832,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
833,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
834,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
835,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
836,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
837,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
838,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
839,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
840,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
841,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
842,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
843,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
844,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
845,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
846,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
847,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
848,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
849,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
850,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
851,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
852,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
853,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
854,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
855,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
856,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,NULL
857,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
858,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
859,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
860,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
861,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
862,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Water
863,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
864,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Bareland
865,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
866,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
867,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
868,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
869,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
870,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Forest
871,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
872,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
873,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
874,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
875,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Cropland
876,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
877,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
878,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,NULL
879,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
880,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
881,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
882,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
883,NULL,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
884,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
885,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
886,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
887,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
888,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
889,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
890,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
891,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
892,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
893,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
894,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
895,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
896,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
897,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
898,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
899,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
900,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
901,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
902,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Cropland
903,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
904,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,NULL
905,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
906,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
907,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Cropland
908,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
909,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
910,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
911,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
912,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
913,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
914,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
915,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
916,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
917,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
918,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
919,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
920,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
921,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
922,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
923,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
924,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
925,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
926,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
927,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
928,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
929,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
930,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
931,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
932,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
933,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
934,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
935,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
936,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
937,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,NULL
938,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
939,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
940,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
941,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
942,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
943,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
944,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
945,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
946,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
947,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
948,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
949,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
950,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
951,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
952,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
953,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
954,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
955,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
956,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
957,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
958,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
959,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
960,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
961,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
962,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Water
963,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
964,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
965,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
966,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
967,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,NULL
968,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
969,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
970,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
971,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
972,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
973,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
974,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
975,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
976,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
977,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
978,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
979,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
980,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
981,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
982,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
983,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
984,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
985,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
986,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
987,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
988,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
989,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
990,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
991,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
992,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
993,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
994,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
995,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
996,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
997,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
998,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
999,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1000,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
1001,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
1002,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
1003,NULL,NULL,Water,NULL,Water,NULL,Shrubland,NULL
1004,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
1005,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Water
1006,NULL,NULL,Water,NULL,Water,NULL,Grassland,Grassland
1007,NULL,NULL,Water,NULL,Water,NULL,Grassland,Bareland
1008,NULL,NULL,Water,NULL,Water,NULL,Grassland,Water
1009,NULL,NULL,Water,NULL,Water,NULL,Grassland,Forest
1010,NULL,NULL,Water,NULL,Water,NULL,Wetland,Wetland
1011,NULL,NULL,Water,NULL,Water,NULL,Water,Grassland
1012,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
1013,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Forest
1014,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
1015,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
1016,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
1017,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
1018,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
1019,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
1020,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
1021,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Water
1022,NULL,NULL,Water,NULL,Water,Shrubland,Water,NULL
1023,NULL,NULL,Water,NULL,Water,Shrubland,Water,Grassland
1024,NULL,NULL,Water,NULL,Water,Shrubland,Water,Water
1025,NULL,NULL,Water,NULL,Water,Shrubland,Forest,Wetland
1026,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
1027,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
1028,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1029,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
1030,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
1031,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Water
1032,NULL,NULL,Water,NULL,Water,Grassland,Forest,Wetland
1033,NULL,NULL,Water,NULL,Water,Cropland,NULL,NULL
1034,NULL,NULL,Water,NULL,Water,Cropland,NULL,Grassland
1035,NULL,NULL,Water,NULL,Water,Cropland,Shrubland,Water
1036,NULL,NULL,Water,NULL,Water,Cropland,Grassland,NULL
1037,NULL,NULL,Water,NULL,Water,Cropland,Grassland,Grassland
1038,NULL,NULL,Water,NULL,Water,Cropland,Grassland,Bareland
1039,NULL,NULL,Water,NULL,Water,Wetland,NULL,Grassland
1040,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,Water
1041,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
1042,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1043,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1044,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
1045,NULL,NULL,Water,NULL,Water,Bareland,NULL,Bareland
1046,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
1047,NULL,NULL,Water,NULL,Water,Bareland,Grassland,NULL
1048,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1049,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
1050,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Water
1051,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1052,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
1053,NULL,NULL,Water,NULL,Water,Bareland,Water,NULL
1054,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
1055,NULL,NULL,Water,NULL,Water,Bareland,Water,Bareland
1056,NULL,NULL,Water,NULL,Water,Bareland,Water,Water
1057,NULL,NULL,Water,NULL,Water,Water,NULL,Grassland
1058,NULL,NULL,Water,NULL,Water,Water,Shrubland,Grassland
1059,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
1060,NULL,NULL,Water,NULL,Water,Water,Grassland,Water
1061,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
1062,NULL,NULL,Water,NULL,Water,Water,Wetland,Forest
1063,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
1064,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
1065,NULL,NULL,Water,NULL,Water,Water,Water,Forest
1066,NULL,NULL,Water,Non_Water,Water,NULL,Water,Wetland
1067,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,NULL
1068,NULL,NULL,Water,Non_Water,Water,Shrubland,Water,NULL
1069,NULL,NULL,Water,Non_Water,Water,Shrubland,Water,Grassland
1070,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1071,NULL,NULL,Water,Non_Water,Water,Wetland,Shrubland,Wetland
1072,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Water
1073,NULL,NULL,Water,Non_Water,Water,Wetland,Water,NULL
1074,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1075,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1076,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Water
1077,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
1078,NULL,NULL,Water,Non_Water,Water,Water,Water,NULL
1079,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
1080,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
1081,NULL,NULL,Water,Water,Water,NULL,NULL,Water
1082,NULL,NULL,Water,Water,Water,NULL,Grassland,Grassland
1083,NULL,NULL,Water,Water,Water,NULL,Water,Grassland
1084,NULL,NULL,Water,Water,Water,NULL,Water,Wetland
1085,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,NULL
1086,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
1087,NULL,NULL,Water,Water,Water,Shrubland,Water,NULL
1088,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1089,NULL,NULL,Water,Water,Water,Grassland,Grassland,Water
1090,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
1091,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
1092,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
1093,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
1094,NULL,NULL,Water,Water,Water,Bareland,Water,Forest
1095,NULL,NULL,Water,Water,Water,Water,NULL,Water
1096,NULL,NULL,Water,Water,Water,Water,Shrubland,Water
1097,NULL,NULL,Water,Water,Water,Water,Grassland,Water
1098,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
1099,NULL,NULL,Water,Water,Water,Water,Water,Wetland
1100,NULL,NULL,Water,Water,Water,Water,Water,Water
1101,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1102,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1103,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1104,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1105,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1106,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1107,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1108,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1109,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
1110,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1111,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1112,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1113,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1114,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1115,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
1116,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1117,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1118,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1119,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1120,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
