Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWS_M_R
1779,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1780,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1781,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1782,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1783,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1784,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1785,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1786,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1787,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1788,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1789,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1790,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1791,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1792,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1793,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1794,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1795,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1796,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1797,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1798,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1799,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1800,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1801,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1802,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1803,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1804,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1805,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1806,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1807,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1808,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1809,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1810,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1811,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1812,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1813,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1814,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1815,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1816,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1817,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1818,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1819,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1820,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1821,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1822,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1823,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1824,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1825,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1826,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1827,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1828,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1829,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1830,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1831,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
1832,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1833,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1834,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1835,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1836,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1837,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1838,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1839,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1840,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1841,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1842,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1843,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1844,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1845,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1846,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1847,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1848,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1849,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1850,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1851,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1852,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1853,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1854,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1855,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1856,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1857,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1858,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1859,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1860,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1861,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1862,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1863,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1864,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1865,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1866,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1867,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1868,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1869,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1870,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1871,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1872,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1873,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1874,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1875,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1876,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1877,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
1878,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1879,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1880,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
1881,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1882,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1883,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1884,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1885,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1886,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1887,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1888,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1889,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1890,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1891,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1892,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1893,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1894,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1895,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1896,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1897,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1898,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1899,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1900,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1901,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1902,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1903,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1904,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1905,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1906,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1907,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1908,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1909,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1910,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1911,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1912,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1913,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1914,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1915,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1916,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1917,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1918,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
1919,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1920,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1921,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1922,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1923,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1924,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1925,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1926,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1927,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1928,Grassland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1929,Grassland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
1930,Grassland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Forest
1931,Grassland,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
1932,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1933,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1934,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1935,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1936,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1937,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1938,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1939,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1940,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1941,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1942,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1943,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1944,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1945,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1946,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1947,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1948,Grassland,Wetland,Water,NULL,Water,Wetland,Grassland,Grassland
1949,Grassland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
1950,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1951,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
1952,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1953,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1954,Grassland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1955,Grassland,Wetland,Water,Water,Water,Wetland,Water,Water
1956,Grassland,Wetland,Water,Water,Water,Wetland,Water,Forest
1957,Grassland,Wetland,Water,Water,Water,Water,Wetland,Grassland
1958,Grassland,Wetland,Water,Water,Water,Water,Wetland,Wetland
1959,Grassland,Wetland,Water,Water,Water,Water,Wetland,Water
1960,Grassland,Wetland,Water,Water,Water,Water,Water,Grassland
1961,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
1962,Grassland,Wetland,Water,Water,Water,Water,Water,Water
1963,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1964,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1965,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1966,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1967,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1968,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1969,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1970,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1971,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1972,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1973,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1974,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1975,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1976,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1977,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1978,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1979,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1980,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1981,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1982,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1983,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1984,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1985,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1986,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1987,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1988,Grassland,Built-up,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
1989,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1990,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1991,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1992,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1993,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1994,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1995,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1996,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1997,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1998,Grassland,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1999,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2000,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2001,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2002,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2003,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2004,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2005,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2006,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2007,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2008,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2009,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2010,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2011,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2012,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2013,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2014,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2015,Grassland,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2016,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2017,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
2018,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2019,Grassland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2020,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2021,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2022,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
2023,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2024,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2025,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2026,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2027,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2028,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2029,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2030,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2031,Grassland,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2032,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2033,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2034,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2035,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2036,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2037,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
2038,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2039,Grassland,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2040,Grassland,Water,Water,Water,Water,Grassland,Grassland,Forest
2041,Grassland,Water,Water,Water,Water,Wetland,Water,Grassland
2042,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2043,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2044,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2045,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2046,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2047,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2048,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2049,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2050,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2051,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2052,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2053,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2054,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2055,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2056,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2057,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2058,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2059,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2060,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2061,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2062,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2063,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2064,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2065,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2066,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2067,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2068,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2069,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2070,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2071,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2072,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
2073,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2074,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2075,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2076,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
2077,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2078,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2079,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2080,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2081,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2082,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2083,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2084,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
2085,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2086,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2087,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2088,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
2089,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
2090,Grassland,Forest,Water,Water,Water,Water,Wetland,Grassland
2091,Grassland,Forest,Water,Water,Water,Water,Wetland,Wetland
2092,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2093,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2094,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2095,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2096,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2097,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2098,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2099,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2100,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2101,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2102,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2103,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2104,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
