Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMB_M_R
905,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
906,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
907,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
908,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
909,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
910,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
911,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
912,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
913,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
914,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
915,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
916,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
917,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
918,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
919,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
920,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
921,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
922,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
923,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
924,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
925,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
926,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
927,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
928,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
929,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
930,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
931,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
932,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
933,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
934,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
935,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
936,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
937,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
938,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
939,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
940,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
941,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
942,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
943,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
944,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
945,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
946,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
947,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
948,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
949,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
950,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
951,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
952,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
953,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
954,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
955,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
956,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
957,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
958,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
959,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
960,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
961,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
962,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
963,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
964,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
965,Cropland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
966,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
967,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
968,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
969,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
970,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
971,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
972,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
973,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
974,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
975,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
976,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
977,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
978,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Forest
979,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
980,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
981,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
982,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
983,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
984,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
985,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
986,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
987,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
988,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
989,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
990,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
991,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
992,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
993,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
994,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
995,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
996,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
997,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
998,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
999,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1000,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1001,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1002,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1003,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1004,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1005,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1006,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1007,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1008,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1009,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1010,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1011,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1012,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1013,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1014,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1015,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1016,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1017,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1018,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1019,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1020,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1021,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1022,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1023,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1024,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1025,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1026,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1027,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1028,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1029,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1030,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1031,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1032,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1033,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1034,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1035,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1036,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1037,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1038,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1039,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1040,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1041,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1042,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1043,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1044,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1045,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1046,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1047,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1048,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1049,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1050,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1051,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1052,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1053,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1054,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1055,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1056,Cropland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1057,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
1058,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
1059,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1060,Cropland,Water,Water,Water,Water,NULL,NULL,NULL
1061,Cropland,Water,Water,Water,Water,NULL,NULL,Cropland
1062,Cropland,Water,Water,Water,Water,NULL,NULL,Water
1063,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
1064,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1065,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1066,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1067,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1068,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1069,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1070,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1071,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1072,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1073,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1074,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1075,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1076,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1077,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1078,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1079,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1080,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1081,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1082,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1083,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1084,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1085,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1086,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1087,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1088,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1089,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1090,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1091,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1092,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1093,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1094,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1095,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1096,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1097,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1098,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1099,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1100,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1101,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1102,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1103,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1104,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1105,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1106,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1107,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1108,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1109,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1110,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1111,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1112,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1113,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1114,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1115,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1116,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1117,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1118,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1119,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1120,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1121,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
1122,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1123,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1124,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1125,Cropland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1126,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1127,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1128,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1129,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1130,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1131,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1132,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1133,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1134,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1135,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1136,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1137,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1138,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1139,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1140,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1141,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1142,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1143,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1144,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1145,Cropland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1146,Cropland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1147,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
1148,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,NULL
1149,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1150,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1151,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
1152,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1153,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1154,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1155,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1156,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1157,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1158,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1159,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1160,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1161,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1162,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1163,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1164,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1165,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1166,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1167,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1168,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1169,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1170,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1171,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1172,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1173,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1174,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1175,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1176,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1177,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1178,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1179,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1180,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1181,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1182,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1183,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1184,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1185,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1186,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1187,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1188,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1189,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1190,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1191,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1192,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1193,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1194,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1195,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1196,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1197,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1198,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1199,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1200,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1201,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1202,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1203,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1204,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1205,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1206,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1207,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1208,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1209,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1210,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1211,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1212,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1213,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1214,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1215,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1216,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1217,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1218,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1219,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1220,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1221,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1222,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1223,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1224,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1225,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1226,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1227,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1228,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1229,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1230,Wetland,NULL,Water,NULL,Water,NULL,NULL,NULL
1231,Wetland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1232,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1233,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1234,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1235,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1236,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1237,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1238,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
1239,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1240,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
