Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYA_M_R
0,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
4,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
6,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
7,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
9,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
10,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
11,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
12,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
13,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Bareland
14,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
15,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
16,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
17,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
18,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
19,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
20,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
21,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
22,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
23,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
24,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
25,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
26,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
27,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
28,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
29,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
30,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
31,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
32,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
33,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
34,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
35,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
36,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
37,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
38,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
39,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
40,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
41,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
42,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
43,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
44,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
45,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
46,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
47,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
48,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
49,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
50,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
51,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
52,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
53,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
54,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
55,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
56,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
57,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
58,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
59,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
60,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
61,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
62,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
63,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
64,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
65,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
66,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
67,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
68,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
69,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
70,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
71,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
72,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
73,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
74,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
75,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
76,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
77,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
78,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
79,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
80,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
81,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
82,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
83,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
84,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
85,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
86,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
87,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
88,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
89,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
90,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
91,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
92,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
93,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
94,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
95,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
96,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
97,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
98,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
99,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
100,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
101,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
102,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
103,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
104,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
105,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
106,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
107,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
108,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
109,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
110,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Bareland
111,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
112,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
113,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Bareland
114,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
115,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
116,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
117,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
118,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
119,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
120,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
121,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
122,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
123,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
124,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
125,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
126,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
127,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
128,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
129,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
130,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
131,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
132,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Bareland
133,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
134,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
135,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
136,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
137,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
138,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
139,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
140,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
141,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
142,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
143,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
144,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
145,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
146,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
147,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
148,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
149,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
150,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Bareland
151,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Water
152,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
153,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
154,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
155,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Bareland
156,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
157,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
158,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
159,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
160,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
161,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Bareland
162,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
163,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
164,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
165,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
166,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
167,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
168,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
169,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
170,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
171,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
172,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
173,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
174,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
175,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
176,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Bareland
177,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
178,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
179,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Bareland
180,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Bareland
181,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
182,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
183,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
184,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Bareland
185,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
186,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
187,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Bareland
188,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
189,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
190,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
191,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
192,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
193,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
194,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
195,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
196,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
197,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
198,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
199,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
200,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
201,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
202,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
203,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
204,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
205,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
206,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
207,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
208,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
209,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
210,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
211,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
212,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
213,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
214,NULL,NULL,Water,NULL,Water,Grassland,Water,Bareland
215,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
216,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
217,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Bareland
218,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
219,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
220,NULL,NULL,Water,NULL,Water,Wetland,Water,Bareland
221,NULL,NULL,Water,NULL,Water,Wetland,Forest,Grassland
222,NULL,NULL,Water,NULL,Water,Water,Grassland,Wetland
223,NULL,NULL,Water,NULL,Water,Water,Grassland,Bareland
224,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
225,NULL,NULL,Water,NULL,Water,Water,Water,Bareland
226,NULL,NULL,Water,NULL,Water,Water,Water,Water
227,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
228,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
229,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
230,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
231,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Bareland
232,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
233,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Bareland
234,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Water
235,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Bareland
236,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Forest
237,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
238,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
239,NULL,NULL,Water,Non_Water,Water,Water,Water,Bareland
240,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
241,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
242,NULL,NULL,Water,Water,Water,Grassland,Grassland,Wetland
243,NULL,NULL,Water,Water,Water,Grassland,Grassland,Bareland
244,NULL,NULL,Water,Water,Water,Grassland,Grassland,Forest
245,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
246,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
247,NULL,NULL,Water,Water,Water,Grassland,Water,Bareland
248,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
249,NULL,NULL,Water,Water,Water,Wetland,Grassland,Wetland
250,NULL,NULL,Water,Water,Water,Wetland,Grassland,Bareland
251,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
252,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
253,NULL,NULL,Water,Water,Water,Wetland,Wetland,Bareland
254,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
255,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
256,NULL,NULL,Water,Water,Water,Wetland,Water,Bareland
257,NULL,NULL,Water,Water,Water,Wetland,Water,Water
258,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
259,NULL,NULL,Water,Water,Water,Water,Grassland,Bareland
260,NULL,NULL,Water,Water,Water,Water,Grassland,Water
261,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
262,NULL,NULL,Water,Water,Water,Water,Wetland,Bareland
263,NULL,NULL,Water,Water,Water,Water,Wetland,Water
264,NULL,NULL,Water,Water,Water,Water,Water,Grassland
265,NULL,NULL,Water,Water,Water,Water,Water,Cropland
266,NULL,NULL,Water,Water,Water,Water,Water,Wetland
267,NULL,NULL,Water,Water,Water,Water,Water,Bareland
268,NULL,NULL,Water,Water,Water,Water,Water,Water
269,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
270,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
271,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
272,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
273,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
274,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
275,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
276,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
277,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
278,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
279,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
280,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
281,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
282,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
283,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
284,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
285,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
286,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
287,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
288,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
289,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
290,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
291,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
292,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
293,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
294,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
295,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
296,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
297,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
298,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
299,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
300,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
301,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
302,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
303,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
304,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
305,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
306,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
307,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
308,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
309,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
310,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
311,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
312,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Bareland
313,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
314,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
315,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
316,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
317,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
318,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
319,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Bareland
320,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
321,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
322,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
323,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
324,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Bareland
325,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
326,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
327,NULL,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
328,NULL,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
329,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
330,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
331,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
332,NULL,Wetland,Water,Non_Water,Water,Water,Water,Grassland
333,NULL,Wetland,Water,Non_Water,Water,Water,Water,Wetland
334,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
335,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
336,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
337,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
338,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
339,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
340,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Grassland,Forest
341,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
342,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
343,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
344,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
345,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
346,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
347,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
348,NULL,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
349,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
350,NULL,Water,Water,NULL,Water,Water,Forest,Grassland
351,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
352,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
353,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
354,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
355,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
356,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
