Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQG_M_R
1815,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1816,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1817,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1818,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1819,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1820,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1821,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1822,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1823,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1824,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1825,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1826,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1827,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1828,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1829,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1830,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
1831,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1832,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1833,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
1834,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1835,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1836,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1837,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1838,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1839,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1840,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1841,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1842,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1843,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1844,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1845,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1846,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1847,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1848,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1849,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
1850,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1851,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1852,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1853,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1854,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1855,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1856,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1857,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1858,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1859,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1860,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
1861,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1862,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
1863,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1864,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1865,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1866,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1867,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
1868,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
1869,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
1870,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Built-up,Grassland
1871,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
1872,NULL,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
1873,NULL,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Water
1874,NULL,Cropland,Wetland,Water,Wetland,Water,Bareland,Water
1875,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Built-up,Cropland
1876,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1877,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1878,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
1879,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1880,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1881,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1882,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1883,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1884,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
1885,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1886,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1887,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1888,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1889,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1890,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1891,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1892,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1893,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1894,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
1895,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1896,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1897,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1898,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1899,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1900,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1901,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1902,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1903,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1904,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1905,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1906,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1907,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1908,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
1909,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1910,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1911,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1912,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1913,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1914,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1915,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1916,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1917,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1918,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1919,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1920,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1921,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1922,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1923,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1924,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1925,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1926,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1927,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1928,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1929,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1930,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1931,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1932,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1933,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1934,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1935,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1936,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1937,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1938,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1939,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1940,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1941,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
1942,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1943,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1944,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1945,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1946,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1947,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1948,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1949,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
1950,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1951,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1952,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1953,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1954,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1955,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1956,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1957,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1958,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1959,NULL,Bareland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1960,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1961,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1962,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1963,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1964,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1965,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1966,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1967,NULL,Bareland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1968,NULL,Bareland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1969,NULL,Bareland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1970,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1971,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1972,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1973,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1974,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1975,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1976,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1977,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1978,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1979,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1980,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1981,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1982,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
1983,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1984,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1985,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1986,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1987,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1988,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1989,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1990,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1991,NULL,Bareland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
1992,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1993,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
1994,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1995,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1996,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1997,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1998,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1999,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2000,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2001,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2002,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2003,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2004,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2005,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2006,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
2007,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2008,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2009,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
2010,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
2011,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
2012,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
2013,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Water
2014,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
2015,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2016,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2017,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2018,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2019,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2020,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2021,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2022,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2023,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
2024,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2025,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
2026,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2027,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2028,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2029,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
2030,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2031,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2032,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2033,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2034,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2035,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2036,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2037,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2038,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2039,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
2040,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2041,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
2042,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
2043,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
2044,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
2045,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2046,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2047,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
2048,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
2049,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2050,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2051,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2052,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2053,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2054,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
2055,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2056,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2057,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
2058,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2059,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
2060,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
2061,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
2062,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
2063,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,NULL
2064,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
2065,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
2066,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
2067,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
2068,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
2069,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
2070,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
2071,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2072,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
2073,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2074,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
2075,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
2076,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2077,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
2078,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
2079,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
2080,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
2081,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Built-up
2082,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Water,Built-up
2083,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,NULL
2084,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
2085,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
2086,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
2087,NULL,Built-up,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
2088,NULL,Built-up,NULL,Water,Non_Wetland,Shrubland,Built-up,Water
2089,NULL,Built-up,NULL,Water,Non_Wetland,Shrubland,Built-up,Forest
2090,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Built-up,Grassland
2091,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2092,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2093,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2094,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2095,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2096,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2097,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2098,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2099,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2100,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2101,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2102,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2103,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2104,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2105,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
2106,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2107,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
2108,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
2109,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
2110,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2111,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
2112,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
2113,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
2114,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
2115,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
2116,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
2117,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
2118,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2119,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2120,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2121,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2122,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2123,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2124,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2125,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2126,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2127,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2128,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2129,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2130,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2131,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
