Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZS_M_R
2194,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2195,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2196,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2197,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2198,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2199,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2200,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2201,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2202,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
2203,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2204,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2205,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2206,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2207,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2208,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2209,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
2210,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
2211,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2212,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
2213,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
2214,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,NULL
2215,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
2216,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
2217,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
2218,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
2219,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Forest,Built-up
2220,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
2221,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
2222,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
2223,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2224,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
2225,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2226,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2227,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2228,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
2229,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2230,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2231,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2232,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
2233,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2234,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
2235,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2236,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2237,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2238,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
2239,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
2240,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
2241,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2242,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2243,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2244,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2245,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2246,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2247,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2248,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2249,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2250,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
2251,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
2252,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
2253,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
2254,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2255,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2256,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2257,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2258,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2259,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2260,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2261,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
2262,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
2263,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
2264,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
2265,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2266,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2267,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2268,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2269,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2270,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2271,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2272,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2273,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2274,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2275,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2276,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2277,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2278,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2279,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2280,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2281,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2282,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2283,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2284,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2285,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2286,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2287,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2288,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
2289,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2290,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2291,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2292,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2293,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2294,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2295,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2296,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2297,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2298,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2299,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2300,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2301,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2302,NULL,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2303,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2304,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2305,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2306,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2307,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2308,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
2309,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2310,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2311,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2312,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2313,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
2314,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2315,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
2316,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2317,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2318,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2319,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
2320,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2321,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2322,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2323,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2324,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2325,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2326,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2327,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2328,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
2329,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2330,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2331,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2332,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2333,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2334,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
2335,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2336,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2337,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2338,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2339,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2340,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
2341,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
2342,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
2343,NULL,Water,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2344,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2345,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2346,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2347,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2348,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2349,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2350,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2351,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
2352,NULL,Water,Water,NULL,Water,NULL,Water,Grassland
2353,NULL,Water,Water,NULL,Water,Wetland,Wetland,Forest
2354,NULL,Water,Water,Non_Water,Water,Forest,Wetland,Forest
2355,NULL,Water,Water,Water,Water,Grassland,NULL,Water
2356,NULL,Water,Water,Water,Water,Wetland,Water,Water
2357,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2358,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2359,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2360,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2361,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2362,NULL,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2363,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2364,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
2365,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2366,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2367,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2368,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2369,NULL,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2370,NULL,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2371,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2372,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
2373,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2374,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2375,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2376,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2377,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2378,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2379,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2380,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2381,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2382,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2383,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2384,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2385,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2386,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2387,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2388,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2389,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2390,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2391,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2392,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2393,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2394,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2395,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2396,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2397,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2398,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2399,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2400,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2401,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2402,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2403,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
2404,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2405,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2406,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2407,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2408,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
2409,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2410,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2411,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2412,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2413,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2414,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2415,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2416,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2417,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2418,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2419,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2420,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2421,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2422,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2423,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2424,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2425,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2426,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2427,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2428,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2429,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2430,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2431,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2432,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2433,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2434,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2435,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2436,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2437,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2438,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2439,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2440,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2441,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
2442,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2443,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2444,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2445,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2446,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2447,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2448,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2449,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2450,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2451,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2452,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2453,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2454,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2455,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2456,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2457,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2458,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2459,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2460,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2461,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2462,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2463,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2464,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2465,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2466,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2467,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2468,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2469,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
2470,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2471,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2472,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2473,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2474,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
2475,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2476,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2477,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2478,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2479,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2480,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2481,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2482,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2483,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2484,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
2485,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2486,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2487,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2488,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2489,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2490,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2491,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2492,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2493,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2494,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2495,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2496,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2497,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2498,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2499,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2500,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2501,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2502,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2503,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2504,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2505,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2506,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2507,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2508,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2509,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2510,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2511,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2512,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2513,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2514,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2515,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2516,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
2517,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2518,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2519,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
