Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRR_M_R
1986,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
1987,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1988,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1989,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1990,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1991,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
1992,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1993,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
1994,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
1995,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
1996,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1997,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
1998,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1999,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
2000,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
2001,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2002,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
2003,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
2004,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2005,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2006,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2007,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2008,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2009,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2010,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2011,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2012,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2013,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
2014,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
2015,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
2016,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2017,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2018,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
2019,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2020,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2021,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Shrubland,Bareland
2022,NULL,NULL,Built-up,Water,Non_Wetland,Shrubland,Grassland,Bareland
2023,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
2024,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Shrubland,Grassland
2025,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
2026,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Built-up
2027,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Water
2028,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
2029,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
2030,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Bareland
2031,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
2032,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
2033,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
2034,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
2035,NULL,NULL,Built-up,Water,Non_Wetland,Water,Shrubland,Grassland
2036,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
2037,NULL,NULL,Water,NULL,Water,NULL,Grassland,Water
2038,NULL,NULL,Water,NULL,Water,NULL,Water,Bareland
2039,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
2040,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,NULL
2041,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
2042,NULL,NULL,Water,NULL,Water,Shrubland,Wetland,NULL
2043,NULL,NULL,Water,NULL,Water,Shrubland,Water,Grassland
2044,NULL,NULL,Water,NULL,Water,Shrubland,Water,Forest
2045,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
2046,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2047,NULL,NULL,Water,NULL,Water,Grassland,Wetland,NULL
2048,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
2049,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
2050,NULL,NULL,Water,NULL,Water,Grassland,Water,Wetland
2051,NULL,NULL,Water,NULL,Water,Grassland,Water,Water
2052,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
2053,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
2054,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
2055,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Bareland
2056,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
2057,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Cropland
2058,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
2059,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Water
2060,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
2061,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
2062,NULL,NULL,Water,NULL,Water,Wetland,Water,Bareland
2063,NULL,NULL,Water,NULL,Water,Wetland,Water,Water
2064,NULL,NULL,Water,NULL,Water,Wetland,Forest,Grassland
2065,NULL,NULL,Water,NULL,Water,Wetland,Forest,Water
2066,NULL,NULL,Water,NULL,Water,Bareland,Water,Bareland
2067,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
2068,NULL,NULL,Water,NULL,Water,Water,Grassland,Bareland
2069,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
2070,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
2071,NULL,NULL,Water,NULL,Water,Water,Water,Water
2072,NULL,NULL,Water,Non_Water,Water,Shrubland,Wetland,Grassland
2073,NULL,NULL,Water,Non_Water,Water,Shrubland,Water,Grassland
2074,NULL,NULL,Water,Non_Water,Water,Shrubland,Water,Forest
2075,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
2076,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
2077,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
2078,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
2079,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
2080,NULL,NULL,Water,Water,Water,NULL,Water,Grassland
2081,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
2082,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Water
2083,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
2084,NULL,NULL,Water,Water,Water,Shrubland,Wetland,Grassland
2085,NULL,NULL,Water,Water,Water,Shrubland,Water,NULL
2086,NULL,NULL,Water,Water,Water,Shrubland,Water,Grassland
2087,NULL,NULL,Water,Water,Water,Shrubland,Water,Water
2088,NULL,NULL,Water,Water,Water,Grassland,Shrubland,NULL
2089,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
2090,NULL,NULL,Water,Water,Water,Grassland,Water,NULL
2091,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
2092,NULL,NULL,Water,Water,Water,Grassland,Water,Bareland
2093,NULL,NULL,Water,Water,Water,Wetland,Shrubland,Water
2094,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
2095,NULL,NULL,Water,Water,Water,Wetland,Grassland,Wetland
2096,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2097,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
2098,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
2099,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
2100,NULL,NULL,Water,Water,Water,Wetland,Water,Water
2101,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
2102,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
2103,NULL,NULL,Water,Water,Water,Built-up,Water,Water
2104,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
2105,NULL,NULL,Water,Water,Water,Water,Grassland,Wetland
2106,NULL,NULL,Water,Water,Water,Water,Grassland,Bareland
2107,NULL,NULL,Water,Water,Water,Water,Grassland,Water
2108,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
2109,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
2110,NULL,NULL,Water,Water,Water,Water,Water,Grassland
2111,NULL,NULL,Water,Water,Water,Water,Water,Wetland
2112,NULL,NULL,Water,Water,Water,Water,Water,Bareland
2113,NULL,NULL,Water,Water,Water,Water,Water,Water
2114,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2115,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2116,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2117,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2118,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2119,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2120,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2121,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2122,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2123,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
2124,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
2125,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
2126,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
2127,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2128,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2129,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2130,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2131,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
2132,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
2133,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
2134,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
2135,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2136,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2137,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2138,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
2139,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2140,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2141,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
2142,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2143,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2144,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
2145,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
2146,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
2147,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
2148,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
2149,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
2150,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2151,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Bareland
2152,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
2153,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2154,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2155,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
2156,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
2157,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2158,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2159,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2160,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
2161,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
2162,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
2163,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
2164,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
2165,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2166,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2167,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2168,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2169,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2170,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2171,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2172,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
2173,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2174,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2175,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2176,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2177,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2178,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2179,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2180,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
2181,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2182,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2183,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2184,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2185,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Bareland
2186,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
2187,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2188,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
2189,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2190,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2191,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
2192,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2193,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Cropland
2194,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2195,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
2196,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
2197,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
2198,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2199,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2200,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2201,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
2202,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
2203,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
2204,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
2205,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2206,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2207,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2208,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2209,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
2210,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
2211,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
2212,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
2213,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2214,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2215,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2216,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2217,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2218,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2219,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2220,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
2221,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2222,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2223,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2224,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2225,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2226,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2227,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2228,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2229,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2230,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2231,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2232,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
2233,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2234,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
2235,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2236,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2237,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2238,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2239,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
2240,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2241,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
2242,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2243,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
2244,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Bareland
2245,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
2246,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2247,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
2248,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2249,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
2250,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
2251,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2252,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2253,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2254,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
2255,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
2256,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2257,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
2258,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2259,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2260,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2261,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
2262,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2263,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
2264,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
2265,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2266,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2267,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2268,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2269,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2270,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2271,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
2272,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
2273,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
2274,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
2275,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2276,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2277,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2278,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Cropland
2279,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2280,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Bareland
2281,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Built-up
2282,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
2283,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2284,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2285,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2286,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
2287,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2288,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
2289,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
2290,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
2291,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2292,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2293,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2294,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
2295,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2296,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
2297,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
2298,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2299,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2300,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
2301,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2302,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2303,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
2304,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
2305,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2306,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2307,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
2308,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
2309,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2310,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2311,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
2312,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
2313,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Built-up
2314,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2315,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2316,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2317,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
2318,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
2319,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
2320,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
2321,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2322,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2323,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2324,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2325,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2326,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2327,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2328,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
