Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVH_M_R
45,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
47,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
48,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
50,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
53,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
54,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
55,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
57,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
59,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
61,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
65,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
66,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
67,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
68,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
70,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
71,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
72,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
73,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
74,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
75,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
78,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
80,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
81,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
83,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
84,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
85,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
86,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
88,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
89,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
91,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
92,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
93,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
94,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
95,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
96,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
97,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
98,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
99,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
100,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
101,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
102,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
103,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
229,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
230,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
231,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
232,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
233,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
234,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
235,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
236,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
237,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
238,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
239,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
240,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
241,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Built-up
242,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
243,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
244,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
245,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
246,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
247,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
248,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
249,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
250,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
251,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
252,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
253,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
254,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
255,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
256,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
257,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
258,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
259,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
260,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
261,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
262,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
263,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
264,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
265,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
266,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
267,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
268,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
269,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
270,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
271,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
272,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
273,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
274,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
275,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
276,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
277,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
278,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
279,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
280,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
281,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
282,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
283,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
284,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
285,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
286,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
287,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
288,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
289,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
290,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
291,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
292,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
293,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
294,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
295,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
296,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
297,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
298,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
299,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
300,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
301,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
302,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
303,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
304,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
305,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
306,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
307,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
308,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
309,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
310,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
311,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
312,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
313,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
314,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
315,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
316,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
317,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
318,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
319,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
320,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
321,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
