Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MYV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MYV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MYV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MYV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MYV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MYV_M_R
802,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
803,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Water
804,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
805,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
806,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
807,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
808,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
809,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
810,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
811,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
812,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
813,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Cropland
814,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
815,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
816,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
817,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
818,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
819,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
820,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Bareland
821,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
822,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
823,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
824,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
825,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
826,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
827,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
828,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
829,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
830,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
831,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
832,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
833,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
834,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
835,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
836,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
837,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
838,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
839,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
840,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
841,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
842,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
843,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
844,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
845,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
846,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
847,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
848,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
849,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
850,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
851,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
852,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
853,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
854,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
855,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
856,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
857,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
858,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
859,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
860,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
861,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
862,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
863,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
864,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
865,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
866,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
867,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
868,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
869,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
870,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
871,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
872,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
873,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
874,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
875,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
876,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
877,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
878,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
879,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
880,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
881,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
882,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
883,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
884,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
885,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
886,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
887,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
888,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
889,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
890,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
891,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
892,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
893,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
894,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
895,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
896,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
897,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
898,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
899,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
900,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
901,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
902,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
903,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
904,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
905,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
906,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
907,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
908,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
909,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
910,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
911,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
912,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
913,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
914,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
915,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Wetland
916,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
917,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
918,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
919,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
920,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
921,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
922,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
923,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
924,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
925,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
926,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
927,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
928,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
929,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
930,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
931,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
932,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
933,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
934,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
935,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
936,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
937,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
938,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
939,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
940,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
941,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
942,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
943,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
944,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
945,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
946,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
947,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
948,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
949,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
950,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
951,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
952,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
953,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
954,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Bareland
955,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Built-up
956,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
957,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
958,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
959,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
960,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
961,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
962,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
963,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
964,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,NULL
965,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
966,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
967,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Built-up
968,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,NULL
969,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
970,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Wetland
971,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Bareland
972,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Built-up
973,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
974,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
975,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
976,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
977,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
978,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
979,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
980,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
981,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
982,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
983,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
984,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
985,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
986,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
987,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
988,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
989,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
990,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
991,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
992,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
993,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
994,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
995,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
996,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
997,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
998,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
999,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1000,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
1001,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1002,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1003,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1004,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1005,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1006,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1007,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1008,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1009,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
1010,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1011,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
1012,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
1013,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
1014,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
1015,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1016,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1017,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
1018,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
1019,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1020,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
1021,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
1022,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,NULL
1023,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1024,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
1025,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
1026,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
1027,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
1028,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
1029,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
1030,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
1031,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
1032,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1033,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
1034,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
1035,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
1036,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
1037,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1038,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1039,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
1040,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
1041,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1042,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1043,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
1044,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
1045,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
1046,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
1047,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
1048,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
1049,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Bareland
1050,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
1051,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1052,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
1053,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
1054,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
1055,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1056,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1057,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1058,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
1059,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Built-up
1060,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
1061,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1062,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
1063,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1064,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1065,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1066,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1067,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
1068,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1069,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
1070,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
1071,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1072,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Bareland
1073,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1074,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
1075,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1076,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,NULL
1077,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1078,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
1079,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Bareland
1080,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
1081,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
1082,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Bareland
1083,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Built-up,Grassland
1084,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
1085,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1086,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
1087,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
1088,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
1089,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
1090,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
1091,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
1092,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1093,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1094,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
1095,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1096,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
1097,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
1098,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1099,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
1100,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1101,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1102,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Cropland
1103,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1104,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
1105,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1106,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1107,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1108,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
1109,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
1110,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,NULL
1111,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1112,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
1113,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1114,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
1115,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
1116,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
1117,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
1118,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
1119,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
1120,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1121,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
1122,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
1123,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Built-up,Grassland
1124,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
1125,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
