Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTQ_M_R
343,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
344,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
345,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
346,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
347,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
348,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
349,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
350,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
351,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
352,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
353,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
354,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
355,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
356,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
357,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
358,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
359,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
360,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
361,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
362,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
363,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
364,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
365,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
366,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
367,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
368,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
369,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
370,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
371,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
372,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
373,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
374,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
375,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
376,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
377,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
378,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
379,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
380,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
381,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
382,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
383,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
384,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
385,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
386,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
387,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
388,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
389,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
390,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
391,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
392,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
393,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
394,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
395,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
396,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
397,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
398,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
399,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
400,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
401,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
402,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
403,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
404,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
405,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
406,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
407,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
408,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
409,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
410,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
411,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
412,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
413,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
414,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
415,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
416,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
417,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
418,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
419,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
420,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
421,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
422,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
423,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Built-up
424,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
425,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
426,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
427,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
428,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
429,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
430,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
431,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
432,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
433,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
434,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
435,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
436,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
437,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
438,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
439,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
440,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
441,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
442,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
443,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
444,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
445,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
446,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
447,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
448,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
449,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
450,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
451,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
452,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
453,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
454,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
455,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
456,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
457,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
458,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
459,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
460,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
461,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
462,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
463,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
464,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
465,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
466,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
467,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
468,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
469,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
470,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
471,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
472,Cropland,NULL,Water,Water,Water,NULL,NULL,NULL
473,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
474,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
475,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
476,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
477,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
478,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
479,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
480,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
481,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
482,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
483,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
484,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
485,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
486,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
487,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
488,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
489,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
490,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
491,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
492,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
493,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
494,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
495,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
496,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
497,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
498,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
499,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
500,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
501,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
502,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
503,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
504,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
505,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
506,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
507,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
508,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
509,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
510,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
511,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
512,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
513,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
514,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
515,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
516,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
517,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
518,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
519,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
520,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
521,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
522,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
523,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
524,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
525,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
526,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
527,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
528,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
529,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
530,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
531,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
532,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
533,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
534,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
535,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
536,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
537,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
538,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
539,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
540,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
541,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
542,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
543,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
544,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
545,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
546,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
547,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
548,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
549,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
550,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
551,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
552,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
553,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
554,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
555,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
556,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
557,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
558,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
559,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
560,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
561,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
562,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
563,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
564,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
565,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
566,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
567,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
568,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
569,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
570,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
571,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
572,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
573,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
574,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
575,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
576,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
577,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
578,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
579,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
580,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
581,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
582,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
583,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
584,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
585,Wetland,NULL,Water,NULL,Water,NULL,NULL,NULL
586,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
587,Wetland,NULL,Water,NULL,Water,NULL,NULL,Cropland
588,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
589,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
590,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
591,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
592,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
593,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
594,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
595,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
596,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
597,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
598,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
599,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
600,Wetland,NULL,Water,Water,Water,NULL,NULL,Cropland
601,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
602,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
603,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
604,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
605,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
606,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
607,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
608,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
609,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
610,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
611,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
612,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
613,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
614,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
615,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
616,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
617,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
618,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
619,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
620,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
621,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
622,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
623,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
624,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
625,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
626,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
627,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
628,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
629,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
630,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
631,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
632,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
633,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
634,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
635,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
636,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
637,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
638,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
639,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
640,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
641,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
642,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
643,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
644,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
645,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
646,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
647,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
648,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
649,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
650,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
651,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
652,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
653,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
654,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
655,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
656,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
657,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
658,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
659,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
660,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
661,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
662,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
663,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
664,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
665,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
666,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
667,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
668,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
669,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
670,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
671,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
672,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
673,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
674,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
675,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
676,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
677,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
678,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
679,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
680,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
681,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
682,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
683,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
684,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
685,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
686,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
687,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
688,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
