Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNN_M_R
385,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
386,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Forest
387,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL
388,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland
389,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland
390,Grassland,NULL,Wetland,NULL,Wetland,NULL,Bareland
391,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water
392,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest
393,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
394,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
395,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
396,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
397,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL
398,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland
399,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland
400,Grassland,NULL,Wetland,Water,Wetland,NULL,Water
401,Grassland,NULL,Wetland,Water,Wetland,NULL,Forest
402,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
403,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
404,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
405,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
406,Grassland,NULL,Water,NULL,Water,NULL,Grassland
407,Grassland,NULL,Water,NULL,Water,NULL,Wetland
408,Grassland,NULL,Water,NULL,Water,NULL,Forest
409,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland
410,Grassland,NULL,Water,Non_Water,Water,NULL,Wetland
411,Grassland,NULL,Water,Non_Water,Water,NULL,Water
412,Grassland,NULL,Water,Non_Water,Water,NULL,Forest
413,Grassland,NULL,Water,Water,Water,NULL,Grassland
414,Grassland,NULL,Water,Water,Water,NULL,Wetland
415,Grassland,NULL,Water,Water,Water,NULL,Water
416,Grassland,NULL,Water,Water,Water,NULL,Forest
417,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL
418,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
419,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
420,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
421,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water
422,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
423,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
424,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
425,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
426,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
427,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
428,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Forest
429,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL
430,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
431,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
432,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
433,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
434,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
435,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
436,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
437,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
438,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland
439,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Forest
440,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
441,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest
442,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,Grassland
443,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
444,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
445,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
446,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
447,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
448,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
449,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
450,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
451,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
452,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
453,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
454,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
455,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
456,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
457,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
458,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
459,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
460,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
461,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
462,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
463,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Water
464,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
465,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
466,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland
467,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water
468,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
469,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
470,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
471,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water
472,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
473,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,Water
474,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
475,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
476,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Bareland
477,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Water
478,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Forest
479,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
480,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
481,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
482,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
483,Grassland,Wetland,Wetland,Water,Wetland,NULL,Grassland
484,Grassland,Wetland,Wetland,Water,Wetland,NULL,Wetland
485,Grassland,Wetland,Wetland,Water,Wetland,NULL,Water
486,Grassland,Wetland,Wetland,Water,Wetland,NULL,Forest
487,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
488,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
489,Grassland,Wetland,Water,NULL,Water,NULL,Grassland
490,Grassland,Wetland,Water,NULL,Water,NULL,Forest
491,Grassland,Wetland,Water,Non_Water,Water,NULL,Grassland
492,Grassland,Wetland,Water,Non_Water,Water,NULL,Forest
493,Grassland,Wetland,Water,Water,Water,NULL,Grassland
494,Grassland,Wetland,Water,Water,Water,NULL,Wetland
495,Grassland,Wetland,Water,Water,Water,NULL,Water
496,Grassland,Wetland,Water,Water,Water,NULL,Forest
497,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
498,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
499,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland
500,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
501,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
502,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
503,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
504,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
505,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
506,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Water
507,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
508,Grassland,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
509,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
510,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
511,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
512,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
513,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
514,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
515,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
516,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,Water
517,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
518,Grassland,Water,Wetland,NULL,Wetland,NULL,Grassland
519,Grassland,Water,Wetland,NULL,Wetland,NULL,Water
520,Grassland,Water,Wetland,NULL,Wetland,NULL,Forest
521,Grassland,Water,Wetland,Water,Wetland,NULL,Grassland
522,Grassland,Water,Water,NULL,Water,NULL,Grassland
523,Grassland,Water,Water,NULL,Water,NULL,Water
524,Grassland,Water,Water,Water,Water,NULL,Water
525,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
526,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Forest
527,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
528,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
529,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
530,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
531,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
532,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
533,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
534,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
535,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
536,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
537,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
538,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
539,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
540,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
541,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
542,Grassland,Forest,Wetland,NULL,Wetland,NULL,Grassland
543,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland
544,Grassland,Forest,Wetland,NULL,Wetland,NULL,Forest
545,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
546,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
547,Grassland,Forest,Wetland,Water,Wetland,NULL,Grassland
548,Grassland,Forest,Water,NULL,Water,NULL,Forest
549,Grassland,Forest,Water,Water,Water,NULL,Grassland
550,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL
551,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
552,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
553,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Water
554,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
555,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
556,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
557,Grassland,Forest,Forest,Water,Non_Wetland,NULL,Grassland
558,Grassland,Forest,Forest,Water,Non_Wetland,NULL,Forest
559,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
560,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
561,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
562,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
563,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
564,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
565,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Water
566,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
567,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
568,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Water
569,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
570,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
571,Cropland,NULL,Wetland,NULL,Wetland,NULL,Water
572,Cropland,NULL,Wetland,Water,Wetland,NULL,Wetland
573,Cropland,NULL,Wetland,Water,Wetland,NULL,Water
574,Cropland,NULL,Water,Water,Water,NULL,Wetland
575,Cropland,NULL,Water,Water,Water,NULL,Water
576,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
577,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Water
578,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
579,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
580,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
581,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
582,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
583,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
584,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
585,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
586,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
587,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
588,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
589,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
590,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
591,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,Bareland
592,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
593,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
594,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
595,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
596,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
597,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
598,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
599,Wetland,NULL,NULL,Water,Non_Wetland,NULL,Forest
600,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
601,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
602,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
603,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
604,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
605,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
606,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
607,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
608,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
609,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
610,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
611,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
612,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL
613,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
614,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
615,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
616,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
617,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
618,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
619,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
620,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
621,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
622,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
623,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
624,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
625,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
626,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
627,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Water
628,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
629,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
630,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
631,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
632,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
633,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
634,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
635,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Water
636,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland
637,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland
638,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water
639,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest
640,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
641,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
642,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water
643,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
644,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland
645,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland
646,Wetland,NULL,Wetland,Water,Wetland,NULL,Bareland
647,Wetland,NULL,Wetland,Water,Wetland,NULL,Water
648,Wetland,NULL,Wetland,Water,Wetland,NULL,Forest
649,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
650,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
651,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
652,Wetland,NULL,Water,NULL,Water,NULL,Grassland
653,Wetland,NULL,Water,NULL,Water,NULL,Wetland
654,Wetland,NULL,Water,NULL,Water,NULL,Forest
655,Wetland,NULL,Water,Non_Water,Water,NULL,Grassland
656,Wetland,NULL,Water,Non_Water,Water,NULL,Water
657,Wetland,NULL,Water,Water,Water,NULL,Grassland
658,Wetland,NULL,Water,Water,Water,NULL,Wetland
659,Wetland,NULL,Water,Water,Water,NULL,Water
660,Wetland,NULL,Water,Water,Water,NULL,Forest
661,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL
662,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
663,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
664,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
665,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water
666,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
667,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
668,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
669,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
670,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
671,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
672,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Bareland
673,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Water
674,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Forest
675,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
676,Wetland,Cropland,Wetland,Water,Wetland,NULL,Water
677,Wetland,Cropland,Water,Water,Water,NULL,Water
678,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,Water
679,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
680,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland
681,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
682,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water
683,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,Bareland
684,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
685,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
686,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
687,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
688,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
689,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
690,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
691,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
692,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
693,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
694,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
695,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
696,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
697,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
698,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
699,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
700,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
701,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
702,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
703,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
704,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
705,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
706,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
707,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Water
708,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
709,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
710,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland
711,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water
712,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
713,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
714,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
715,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water
716,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
717,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
718,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Water
719,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,Forest
720,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
721,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
722,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Bareland
723,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water
724,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest
725,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
726,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
727,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
728,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
729,Wetland,Wetland,Wetland,Water,Wetland,NULL,Grassland
730,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland
731,Wetland,Wetland,Wetland,Water,Wetland,NULL,Bareland
732,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water
733,Wetland,Wetland,Wetland,Water,Wetland,NULL,Forest
734,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
735,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
736,Wetland,Wetland,Water,NULL,Water,NULL,Grassland
737,Wetland,Wetland,Water,NULL,Water,NULL,Water
738,Wetland,Wetland,Water,NULL,Water,NULL,Forest
739,Wetland,Wetland,Water,Non_Water,Water,NULL,Grassland
740,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland
741,Wetland,Wetland,Water,Non_Water,Water,NULL,Water
742,Wetland,Wetland,Water,Non_Water,Water,NULL,Forest
743,Wetland,Wetland,Water,Water,Water,NULL,Grassland
744,Wetland,Wetland,Water,Water,Water,NULL,Wetland
745,Wetland,Wetland,Water,Water,Water,NULL,Bareland
746,Wetland,Wetland,Water,Water,Water,NULL,Water
747,Wetland,Wetland,Water,Water,Water,NULL,Forest
748,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
749,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
750,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland
751,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
752,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
753,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
754,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
755,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Bareland
756,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
757,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
758,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
759,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
760,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Bareland
761,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Water
762,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
763,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
764,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
765,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,Wetland
766,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
767,Wetland,Bareland,Wetland,NULL,Wetland,NULL,Water
768,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,Water
769,Wetland,Bareland,Wetland,Water,Wetland,NULL,Wetland
770,Wetland,Bareland,Wetland,Water,Wetland,NULL,Water
