Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCD_M_R
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
193,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
194,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
195,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
196,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
197,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
198,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Water
199,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
200,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
201,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
202,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
203,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
204,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
205,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
206,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Built-up
207,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
208,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
209,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
210,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
211,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
212,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
213,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
214,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
215,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
216,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
217,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
218,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
219,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
220,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
221,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
222,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
223,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
224,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
225,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
226,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
227,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
228,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
229,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
230,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
231,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
232,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
233,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
234,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
235,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
236,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
237,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
238,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
239,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
240,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
241,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
242,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
243,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
244,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
245,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
246,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
247,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
248,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
249,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Wetland
250,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
251,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
252,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
253,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
254,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
255,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
256,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
257,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
258,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
259,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
260,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
261,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
262,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
263,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
264,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
265,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
266,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
267,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Cropland
268,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
269,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Bareland
270,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
271,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
272,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
273,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Wetland
274,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Built-up
275,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
276,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
277,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
278,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
279,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
280,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
281,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
282,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
283,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
284,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
285,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
286,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
287,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
288,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
289,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
290,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
291,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Cropland
292,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
293,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
294,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
295,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Wetland
296,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
297,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
298,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
299,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
300,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
301,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
302,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
303,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
304,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
305,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
306,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
307,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
308,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
309,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Wetland
310,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
311,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
312,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
313,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
314,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
315,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
316,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
317,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
318,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
319,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
320,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
321,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
322,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
323,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
