Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGJ_M_R
2321,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2322,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2323,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2324,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
2325,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2326,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2327,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2328,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2329,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2330,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2331,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2332,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2333,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2334,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2335,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2336,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2337,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2338,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2339,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2340,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2341,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2342,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
2343,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
2344,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
2345,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
2346,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2347,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2348,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
2349,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
2350,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
2351,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2352,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2353,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2354,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2355,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
2356,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2357,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2358,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2359,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2360,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2361,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2362,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2363,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2364,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2365,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2366,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2367,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2368,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2369,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2370,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2371,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2372,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2373,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2374,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2375,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2376,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2377,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2378,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2379,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2380,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
2381,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2382,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2383,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2384,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2385,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2386,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2387,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2388,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2389,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
2390,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2391,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2392,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
2393,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2394,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
2395,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2396,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2397,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
2398,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
2399,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
2400,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2401,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2402,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2403,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
2404,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2405,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2406,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2407,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
2408,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2409,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
2410,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2411,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
2412,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
2413,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2414,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2415,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2416,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2417,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2418,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2419,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2420,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2421,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2422,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2423,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2424,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2425,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
2426,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2427,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2428,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2429,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2430,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2431,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2432,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
2433,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2434,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2435,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
2436,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2437,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2438,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2439,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2440,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2441,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2442,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2443,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2444,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2445,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2446,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2447,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2448,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2449,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2450,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2451,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2452,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2453,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2454,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2455,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
2456,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2457,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
2458,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
2459,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
2460,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2461,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
2462,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
2463,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
2464,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2465,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2466,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
2467,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2468,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
2469,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2470,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2471,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
2472,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2473,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
2474,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
2475,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2476,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2477,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2478,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2479,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
2480,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
2481,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
2482,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
2483,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
2484,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2485,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
2486,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2487,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
2488,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
2489,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2490,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
2491,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2492,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
2493,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2494,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2495,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2496,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
2497,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2498,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
2499,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2500,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2501,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
2502,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2503,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2504,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
2505,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
2506,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
2507,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2508,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
2509,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2510,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2511,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2512,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2513,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
2514,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2515,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
2516,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2517,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2518,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
2519,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2520,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
2521,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
2522,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
2523,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
2524,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
2525,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2526,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
2527,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2528,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
2529,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2530,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2531,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2532,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2533,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
2534,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2535,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2536,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2537,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2538,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
2539,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
2540,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
2541,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
2542,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
2543,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
2544,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2545,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
2546,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2547,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
2548,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
2549,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2550,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
2551,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
2552,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
2553,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
2554,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
2555,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
2556,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2557,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
2558,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Cropland
2559,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
2560,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
2561,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
2562,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
2563,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
2564,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
2565,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
2566,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
2567,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
2568,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
2569,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
2570,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Wetland
2571,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
2572,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
2573,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
2574,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
2575,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
2576,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
2577,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
2578,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Wetland
2579,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
2580,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2581,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2582,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
2583,NULL,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Cropland
2584,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
2585,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Shrubland,NULL
2586,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
2587,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Wetland
2588,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
2589,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2590,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
2591,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2592,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2593,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2594,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
2595,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2596,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2597,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
2598,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2599,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
2600,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
2601,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2602,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2603,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2604,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2605,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2606,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2607,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2608,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2609,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2610,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2611,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2612,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2613,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2614,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2615,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2616,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2617,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
2618,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2619,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2620,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
2621,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2622,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
2623,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2624,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2625,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2626,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2627,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
