Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NPL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPL_M_R
29,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
30,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
31,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
32,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
33,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
34,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
35,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
36,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
37,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
38,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
39,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
40,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
41,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
42,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
43,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
44,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
45,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
46,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
47,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
48,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
49,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
50,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
51,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
52,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
53,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
54,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
55,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
56,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
57,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
58,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
59,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
60,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
61,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
62,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
63,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
64,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
65,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
66,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
67,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
68,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
69,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
70,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
71,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
72,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
73,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
74,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
75,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
76,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
77,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
78,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
79,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
80,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
81,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
82,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
83,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
84,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
85,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
86,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
87,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
88,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
89,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
90,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
91,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
92,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
93,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
94,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
95,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
96,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
97,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
98,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
99,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
100,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
101,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
102,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
103,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
104,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
105,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
106,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
107,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
108,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
109,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
110,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
111,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
112,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
113,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
114,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
115,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
116,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
117,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
118,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
119,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
120,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
121,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
122,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
123,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
124,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
125,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
126,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
127,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
128,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
129,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
130,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
131,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
132,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
133,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
134,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
135,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
136,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
137,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
138,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
139,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
140,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
141,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
142,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
143,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
144,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
145,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
146,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
147,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
148,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
149,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
150,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
151,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
152,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
153,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
154,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
155,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
156,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
157,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
158,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
159,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
160,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
161,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
162,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
163,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
164,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
165,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
166,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
167,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
168,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
169,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
170,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
171,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
172,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
173,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
174,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
175,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
176,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
177,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
178,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
179,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
180,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
181,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
182,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
183,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
184,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
185,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
186,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
187,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
188,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
189,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
190,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
191,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
192,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
193,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
194,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
195,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
196,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
197,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
198,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Wetland
199,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
200,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
201,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
202,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
203,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
204,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
205,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
206,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
207,NULL,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
208,NULL,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Wetland
209,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
210,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
211,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
212,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
213,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
214,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
215,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
216,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
217,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
218,NULL,NULL,Water,NULL,Water,Grassland,NULL,Bareland
219,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
220,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
221,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
222,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
223,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
224,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
225,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
226,NULL,NULL,Water,Water,Water,NULL,NULL,Water
227,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
228,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
229,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
230,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
231,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
232,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
233,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
234,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
235,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
236,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
237,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
238,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
239,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
240,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
241,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
242,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
243,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
244,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
245,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
246,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
247,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
248,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
249,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
250,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
251,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
252,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
253,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
254,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
255,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
256,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
257,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
258,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
259,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
260,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
261,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
262,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
263,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
264,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
265,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
266,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
267,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
268,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
269,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
270,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
271,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
272,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
273,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
274,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
275,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
276,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
277,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
278,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
279,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
280,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
281,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
282,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
283,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
284,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
285,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
286,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
287,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
288,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
289,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
290,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
291,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
292,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
293,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
294,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
295,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
296,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
297,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
298,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
299,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
300,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
301,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
302,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
303,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
304,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
305,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
306,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
307,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
308,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
309,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
310,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
311,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
312,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
313,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
314,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
315,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
316,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
317,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
318,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
319,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
320,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
321,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
322,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
323,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
324,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
325,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
326,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
327,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
328,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
329,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
330,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
331,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
332,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
333,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
