Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NZG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NZG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NZG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NZG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NZG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NZG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NZG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NZG_M_R
52,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
53,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
54,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
55,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
56,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
57,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
58,NULL,NULL,Water,Water,NULL,NULL,NULL,Grassland
59,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
60,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
61,NULL,NULL,Water,Water,Water,NULL,NULL,Water
62,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
63,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
64,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
65,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
66,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
67,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
68,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
69,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
70,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
71,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
72,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
73,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
74,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
75,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
76,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
77,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
78,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
79,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
80,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
81,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
82,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
83,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
84,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
85,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
86,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
87,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
88,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
89,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
90,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
91,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
92,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
93,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
94,NULL,Cropland,Water,Water,Water,NULL,NULL,Wetland
95,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
96,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
97,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
98,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
99,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
100,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
101,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
102,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
103,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
104,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
105,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
106,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
107,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
108,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
109,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
110,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
111,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
112,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
113,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
114,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
115,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
116,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
117,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
118,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
119,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
120,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
121,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
122,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
123,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
124,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
125,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
126,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
127,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
128,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
129,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
130,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
131,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
132,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
133,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
134,NULL,Bareland,Water,Water,Water,NULL,NULL,Forest
135,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
136,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
137,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
138,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
139,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
140,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
141,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
142,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
143,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
144,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
145,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
146,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
147,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
148,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
149,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
150,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
151,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
152,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
153,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
154,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
155,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
156,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
157,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
158,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
159,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
160,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
161,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
162,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
163,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
164,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
165,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
166,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
167,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
168,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
169,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
170,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
171,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
172,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
173,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
174,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
175,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
176,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
177,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
178,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
179,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
180,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
181,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Built-up
182,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
183,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
184,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
185,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
186,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
187,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
188,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
189,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
190,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
191,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
192,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
193,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
194,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
195,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
196,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
197,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
198,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
199,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
200,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
201,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
202,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
203,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
204,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
205,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
206,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
207,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
208,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
209,NULL,Built-up,Water,Water,NULL,NULL,NULL,Grassland
210,NULL,Built-up,Water,Water,NULL,NULL,NULL,Bareland
211,NULL,Built-up,Water,Water,NULL,NULL,NULL,Forest
212,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
213,NULL,Built-up,Water,Water,Water,NULL,NULL,Bareland
214,NULL,Built-up,Water,Water,Water,NULL,NULL,Built-up
215,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
216,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
217,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
218,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
219,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
220,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
221,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
222,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
223,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
224,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
225,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
226,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Wetland
227,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
228,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Built-up
229,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
230,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
231,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
232,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
233,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
234,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
235,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
236,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
237,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
238,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
239,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
240,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
241,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
242,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
243,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
244,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
245,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
246,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
247,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
248,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
249,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
250,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
251,NULL,Water,Water,Non_Water,NULL,NULL,NULL,Grassland
252,NULL,Water,Water,Water,NULL,NULL,NULL,Grassland
253,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
254,NULL,Water,Water,Water,Water,NULL,NULL,Water
255,NULL,Water,Water,Water,Water,NULL,NULL,Forest
256,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
257,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
258,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
259,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
260,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
261,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
262,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
263,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
264,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
265,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
266,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
267,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
268,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
269,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
270,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
271,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
272,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
273,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
274,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
275,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
276,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
277,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
278,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
279,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
280,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
281,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
282,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
283,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
284,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
285,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
286,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
287,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
288,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
289,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
290,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
291,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
292,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
293,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
294,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
295,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
296,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
297,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
298,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
299,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
300,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
301,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
302,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
303,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
304,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
305,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
306,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
307,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
308,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
309,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
310,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
311,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
312,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
313,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
314,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
315,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
316,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
317,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
318,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
319,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
320,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
321,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
322,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
323,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
324,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
325,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
326,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
327,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
328,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
329,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
330,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
331,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
332,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
333,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
334,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
335,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
336,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
337,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
338,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
339,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
340,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
341,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
342,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
343,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
