Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHH_M_R
5049,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
5050,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Built-up
5051,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
5052,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
5053,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
5054,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
5055,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,NULL
5056,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
5057,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Bareland
5058,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Built-up
5059,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Water
5060,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
5061,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,NULL
5062,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
5063,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
5064,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Grassland
5065,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Water
5066,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
5067,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
5068,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
5069,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
5070,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,NULL
5071,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
5072,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
5073,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Water
5074,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
5075,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Water,Water
5076,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Water,Forest
5077,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
5078,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
5079,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Bareland
5080,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
5081,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
5082,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
5083,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
5084,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Built-up,NULL
5085,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
5086,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5087,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
5088,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
5089,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
5090,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
5091,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5092,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
5093,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
5094,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5095,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5096,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
5097,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
5098,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
5099,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Shrubland,Forest
5100,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Built-up
5101,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
5102,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
5103,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
5104,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
5105,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
5106,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
5107,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest,Forest,Forest
5108,NULL,Built-up,Built-up,Water,Non_Wetland,Shrubland,Shrubland,Grassland
5109,NULL,Built-up,Built-up,Water,Non_Wetland,Shrubland,Shrubland,Water
5110,NULL,Built-up,Built-up,Water,Non_Wetland,Shrubland,Built-up,Grassland
5111,NULL,Built-up,Built-up,Water,Non_Wetland,Shrubland,Water,Grassland
5112,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Shrubland,Grassland
5113,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
5114,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
5115,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
5116,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
5117,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
5118,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Forest
5119,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,NULL
5120,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
5121,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Forest
5122,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
5123,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Cropland
5124,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
5125,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
5126,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
5127,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Bareland
5128,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Water
5129,NULL,Built-up,Built-up,Water,Non_Wetland,Forest,Water,Forest
5130,NULL,Built-up,Built-up,Water,Non_Wetland,Forest,Forest,Forest
5131,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Bareland
5132,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Built-up
5133,NULL,Built-up,Water,NULL,Water,Shrubland,Shrubland,NULL
5134,NULL,Built-up,Water,NULL,Water,Shrubland,Shrubland,Grassland
5135,NULL,Built-up,Water,NULL,Water,Shrubland,Shrubland,Forest
5136,NULL,Built-up,Water,NULL,Water,Shrubland,Water,Grassland
5137,NULL,Built-up,Water,NULL,Water,Grassland,NULL,Grassland
5138,NULL,Built-up,Water,NULL,Water,Grassland,Shrubland,Grassland
5139,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
5140,NULL,Built-up,Water,NULL,Water,Grassland,Built-up,Grassland
5141,NULL,Built-up,Water,NULL,Water,Grassland,Water,Grassland
5142,NULL,Built-up,Water,NULL,Water,Cropland,NULL,Bareland
5143,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Grassland
5144,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Cropland
5145,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
5146,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Forest
5147,NULL,Built-up,Water,NULL,Water,Bareland,Shrubland,Grassland
5148,NULL,Built-up,Water,NULL,Water,Bareland,Shrubland,Bareland
5149,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Grassland
5150,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Bareland
5151,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,NULL
5152,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
5153,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
5154,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Built-up
5155,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Water
5156,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
5157,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,NULL
5158,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
5159,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Cropland
5160,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
5161,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
5162,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Water
5163,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Forest
5164,NULL,Built-up,Water,NULL,Water,Bareland,Water,Grassland
5165,NULL,Built-up,Water,NULL,Water,Bareland,Water,Built-up
5166,NULL,Built-up,Water,NULL,Water,Bareland,Water,Forest
5167,NULL,Built-up,Water,NULL,Water,Bareland,Forest,Built-up
5168,NULL,Built-up,Water,NULL,Water,Bareland,Forest,Water
5169,NULL,Built-up,Water,NULL,Water,Built-up,Shrubland,NULL
5170,NULL,Built-up,Water,NULL,Water,Built-up,Shrubland,Bareland
5171,NULL,Built-up,Water,NULL,Water,Built-up,Shrubland,Built-up
5172,NULL,Built-up,Water,NULL,Water,Built-up,Grassland,Grassland
5173,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Grassland
5174,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Built-up
5175,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,NULL
5176,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
5177,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Cropland
5178,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Wetland
5179,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
5180,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
5181,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Water
5182,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
5183,NULL,Built-up,Water,NULL,Water,Built-up,Water,Water
5184,NULL,Built-up,Water,NULL,Water,Water,Built-up,Built-up
5185,NULL,Built-up,Water,NULL,Water,Water,Built-up,Water
5186,NULL,Built-up,Water,NULL,Water,Forest,Shrubland,Grassland
5187,NULL,Built-up,Water,NULL,Water,Forest,Shrubland,Forest
5188,NULL,Built-up,Water,NULL,Water,Forest,Bareland,Forest
5189,NULL,Built-up,Water,NULL,Water,Forest,Built-up,Forest
5190,NULL,Built-up,Water,NULL,Water,Forest,Water,Forest
5191,NULL,Built-up,Water,NULL,Water,Forest,Forest,Water
5192,NULL,Built-up,Water,NULL,Water,Forest,Forest,Forest
5193,NULL,Built-up,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
5194,NULL,Built-up,Water,Non_Water,Water,Shrubland,Water,Grassland
5195,NULL,Built-up,Water,Non_Water,Water,Grassland,Shrubland,NULL
5196,NULL,Built-up,Water,Non_Water,Water,Grassland,Shrubland,Grassland
5197,NULL,Built-up,Water,Non_Water,Water,Grassland,Shrubland,Forest
5198,NULL,Built-up,Water,Non_Water,Water,Grassland,Built-up,Grassland
5199,NULL,Built-up,Water,Non_Water,Water,Bareland,Shrubland,Grassland
5200,NULL,Built-up,Water,Non_Water,Water,Bareland,Bareland,NULL
5201,NULL,Built-up,Water,Non_Water,Water,Bareland,Bareland,Forest
5202,NULL,Built-up,Water,Non_Water,Water,Bareland,Built-up,Grassland
5203,NULL,Built-up,Water,Non_Water,Water,Bareland,Built-up,Water
5204,NULL,Built-up,Water,Non_Water,Water,Bareland,Built-up,Forest
5205,NULL,Built-up,Water,Non_Water,Water,Bareland,Water,Grassland
5206,NULL,Built-up,Water,Non_Water,Water,Bareland,Water,Built-up
5207,NULL,Built-up,Water,Non_Water,Water,Bareland,Water,Forest
5208,NULL,Built-up,Water,Non_Water,Water,Built-up,Shrubland,Built-up
5209,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Grassland
5210,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Built-up
5211,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Forest
5212,NULL,Built-up,Water,Non_Water,Water,Water,Water,Water
5213,NULL,Built-up,Water,Non_Water,Water,Forest,Shrubland,Grassland
5214,NULL,Built-up,Water,Non_Water,Water,Forest,Built-up,Water
5215,NULL,Built-up,Water,Non_Water,Water,Forest,Built-up,Forest
5216,NULL,Built-up,Water,Non_Water,Water,Forest,Forest,Forest
5217,NULL,Built-up,Water,Water,Water,NULL,Built-up,Grassland
5218,NULL,Built-up,Water,Water,Water,Shrubland,NULL,Grassland
5219,NULL,Built-up,Water,Water,Water,Shrubland,Shrubland,Grassland
5220,NULL,Built-up,Water,Water,Water,Shrubland,Shrubland,Built-up
5221,NULL,Built-up,Water,Water,Water,Shrubland,Shrubland,Water
5222,NULL,Built-up,Water,Water,Water,Shrubland,Shrubland,Forest
5223,NULL,Built-up,Water,Water,Water,Shrubland,Water,Grassland
5224,NULL,Built-up,Water,Water,Water,Shrubland,Water,Forest
5225,NULL,Built-up,Water,Water,Water,Grassland,NULL,Grassland
5226,NULL,Built-up,Water,Water,Water,Grassland,Shrubland,Grassland
5227,NULL,Built-up,Water,Water,Water,Wetland,Built-up,Water
5228,NULL,Built-up,Water,Water,Water,Bareland,NULL,Grassland
5229,NULL,Built-up,Water,Water,Water,Bareland,NULL,Forest
5230,NULL,Built-up,Water,Water,Water,Bareland,Shrubland,Grassland
5231,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Bareland
5232,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Water
5233,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Forest
5234,NULL,Built-up,Water,Water,Water,Bareland,Built-up,Grassland
5235,NULL,Built-up,Water,Water,Water,Bareland,Built-up,Bareland
5236,NULL,Built-up,Water,Water,Water,Bareland,Built-up,Built-up
5237,NULL,Built-up,Water,Water,Water,Bareland,Built-up,Water
5238,NULL,Built-up,Water,Water,Water,Bareland,Water,Grassland
5239,NULL,Built-up,Water,Water,Water,Bareland,Water,Bareland
5240,NULL,Built-up,Water,Water,Water,Bareland,Water,Built-up
5241,NULL,Built-up,Water,Water,Water,Bareland,Water,Water
5242,NULL,Built-up,Water,Water,Water,Bareland,Water,Forest
5243,NULL,Built-up,Water,Water,Water,Built-up,Shrubland,Grassland
5244,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Grassland
5245,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Cropland
5246,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Bareland
5247,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Built-up
5248,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Water
5249,NULL,Built-up,Water,Water,Water,Built-up,Water,Built-up
5250,NULL,Built-up,Water,Water,Water,Water,Built-up,Bareland
5251,NULL,Built-up,Water,Water,Water,Water,Water,Water
5252,NULL,Built-up,Water,Water,Water,Forest,NULL,Grassland
5253,NULL,Built-up,Water,Water,Water,Forest,Bareland,Grassland
5254,NULL,Built-up,Water,Water,Water,Forest,Built-up,Forest
5255,NULL,Built-up,Water,Water,Water,Forest,Water,Grassland
5256,NULL,Built-up,Water,Water,Water,Forest,Water,Water
5257,NULL,Built-up,Water,Water,Water,Forest,Forest,Forest
5258,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5259,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5260,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5261,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
5262,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5263,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5264,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5265,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
5266,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
5267,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5268,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5269,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5270,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5271,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Water
5272,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5273,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
5274,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
5275,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5276,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
5277,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
5278,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
5279,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
5280,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
5281,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
5282,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,NULL
5283,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5284,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
5285,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
5286,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
5287,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5288,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5289,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5290,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
5291,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5292,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5293,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5294,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5295,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5296,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5297,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
5298,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5299,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5300,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5301,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5302,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5303,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5304,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
5305,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Built-up
5306,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
5307,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
5308,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5309,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Bareland
5310,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
5311,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
5312,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
5313,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
5314,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5315,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5316,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
5317,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5318,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5319,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5320,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5321,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
5322,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5323,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5324,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5325,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5326,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5327,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5328,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5329,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5330,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5331,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
5332,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
5333,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5334,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
5335,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5336,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
5337,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
5338,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
5339,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
5340,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
5341,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5342,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5343,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5344,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
5345,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5346,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5347,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5348,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5349,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5350,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5351,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
5352,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5353,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
5354,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5355,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
5356,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
5357,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,NULL
5358,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Built-up
5359,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
5360,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Water
5361,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5362,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5363,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
5364,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5365,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
5366,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
5367,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5368,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5369,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5370,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5371,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5372,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5373,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
5374,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5375,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5376,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5377,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
5378,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
5379,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5380,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
5381,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5382,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
5383,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5384,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
5385,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5386,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
5387,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
5388,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
