Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDJ_M_R
54,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
55,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
56,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
57,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
58,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
59,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
60,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
61,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
62,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
63,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
64,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
65,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
66,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
67,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
68,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
69,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
70,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
71,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
72,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
73,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
74,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
75,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
76,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
77,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
78,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
79,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
80,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
81,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
82,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
83,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
84,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
85,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
86,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
87,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
88,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
89,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
90,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
91,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
92,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
93,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
94,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
95,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
96,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
97,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Built-up
98,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
99,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
100,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Built-up
101,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
102,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
103,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
104,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
105,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
106,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
107,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Water
108,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
109,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
110,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
111,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
112,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
113,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
114,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
115,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
116,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Cropland
117,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
118,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
119,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Water
120,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
121,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
122,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
123,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
124,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
125,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
126,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
127,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
128,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
129,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
130,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
131,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
132,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
133,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
134,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
135,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
136,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
137,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
138,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
139,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
140,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
141,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
142,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
143,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
144,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
145,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
146,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
147,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
148,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Built-up
149,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
150,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
151,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
152,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
153,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
154,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
155,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
156,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
157,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
158,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
159,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
160,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
161,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
162,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
163,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
164,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Built-up
165,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Cropland
166,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
167,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
168,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
169,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
170,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
171,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
172,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
173,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
174,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
175,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
176,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
177,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
178,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
179,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
180,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
181,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
182,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
183,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
184,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
185,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
186,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
187,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
188,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
189,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
190,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
191,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
192,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
193,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
194,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
195,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
196,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
197,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
198,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
199,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
200,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
201,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
202,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
203,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
204,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
205,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
206,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
207,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
208,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
209,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
210,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
211,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
212,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
213,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
214,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
215,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
216,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
217,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
218,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Bareland
219,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
220,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Forest
221,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
222,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
223,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
224,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
225,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
226,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
227,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
228,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
229,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
230,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
231,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
232,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
233,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
234,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
235,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
236,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
237,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
238,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Built-up
239,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
240,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
241,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
242,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
243,NULL,NULL,Water,NULL,Water,Grassland,NULL,Forest
244,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
245,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
246,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
247,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Water
248,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
249,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
250,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
251,NULL,NULL,Water,NULL,Water,Water,Grassland,Water
252,NULL,NULL,Water,NULL,Water,Water,Grassland,Forest
253,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
254,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Water
255,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Water
256,NULL,NULL,Water,Water,Water,Grassland,Grassland,Bareland
257,NULL,NULL,Water,Water,Water,Grassland,Wetland,Water
258,NULL,NULL,Water,Water,Water,Grassland,Water,Forest
259,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
260,NULL,NULL,Water,Water,Water,Bareland,Wetland,Water
261,NULL,NULL,Water,Water,Water,Bareland,Water,Water
262,NULL,NULL,Water,Water,Water,Water,Grassland,Water
263,NULL,NULL,Water,Water,Water,Water,Wetland,Water
264,NULL,NULL,Water,Water,Water,Water,Water,Grassland
265,NULL,NULL,Water,Water,Water,Water,Water,Water
266,NULL,NULL,Water,Water,Water,Water,Forest,Water
267,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
268,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
269,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
270,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
271,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
272,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
273,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
274,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
275,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
276,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
277,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
278,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
279,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
280,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
281,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
282,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
283,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
284,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
285,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
286,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
287,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
288,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
289,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
290,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
291,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
292,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
293,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
294,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
295,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
296,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
297,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
298,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
299,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
300,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
301,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
302,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
303,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
304,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
305,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
306,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
307,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
308,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
309,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
310,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
311,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
312,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
313,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
314,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
315,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
316,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
317,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
318,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
319,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
320,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
321,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
322,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
323,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
324,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Bareland
325,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
326,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
327,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
328,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
329,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
330,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
331,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
332,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
333,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
334,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
335,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
336,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
