Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTK_M_R
4243,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
4244,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
4245,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4246,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4247,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4248,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4249,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4250,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
4251,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4252,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4253,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
4254,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
4255,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
4256,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4257,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4258,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
4259,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4260,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4261,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4262,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4263,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4264,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4265,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
4266,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4267,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4268,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4269,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
4270,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
4271,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
4272,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
4273,NULL,Water,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
4274,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
4275,NULL,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
4276,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,NULL
4277,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
4278,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
4279,NULL,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4280,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4281,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
4282,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
4283,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4284,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
4285,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
4286,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,NULL
4287,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
4288,NULL,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
4289,NULL,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Water
4290,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
4291,NULL,Water,Forest,Water,Non_Wetland,Grassland,NULL,Water
4292,NULL,Water,Forest,Water,Non_Wetland,Grassland,Shrubland,Water
4293,NULL,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
4294,NULL,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
4295,NULL,Water,Forest,Water,Non_Wetland,Bareland,NULL,Water
4296,NULL,Water,Forest,Water,Non_Wetland,Water,Shrubland,NULL
4297,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4298,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4299,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4300,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4301,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4302,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4303,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4304,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4305,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4306,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4307,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4308,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4309,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4310,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4311,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4312,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4313,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4314,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4315,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4316,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
4317,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4318,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
4319,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
4320,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4321,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4322,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4323,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4324,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4325,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4326,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4327,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4328,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4329,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4330,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4331,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4332,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4333,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
4334,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4335,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
4336,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4337,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
4338,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4339,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
4340,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4341,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
4342,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4343,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4344,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4345,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
4346,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4347,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4348,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4349,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
4350,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4351,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4352,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4353,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
4354,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4355,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
4356,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
4357,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
4358,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
4359,NULL,Forest,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
4360,NULL,Forest,NULL,Water,Non_Wetland,Shrubland,Grassland,NULL
4361,NULL,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
4362,NULL,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
4363,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4364,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4365,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4366,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4367,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4368,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
4369,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4370,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4371,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4372,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4373,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
4374,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4375,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
4376,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
4377,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
4378,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4379,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4380,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4381,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4382,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4383,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4384,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
4385,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4386,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4387,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4388,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4389,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4390,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
4391,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4392,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
4393,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4394,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
4395,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4396,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4397,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4398,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
4399,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
4400,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4401,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4402,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4403,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4404,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4405,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4406,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4407,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4408,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4409,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4410,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
4411,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4412,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4413,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
4414,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
4415,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4416,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4417,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
4418,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4419,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
4420,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4421,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4422,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4423,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4424,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4425,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4426,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4427,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4428,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
4429,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4430,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4431,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4432,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4433,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
4434,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
4435,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4436,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4437,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
4438,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4439,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4440,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4441,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
4442,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
4443,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
4444,NULL,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
4445,NULL,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
4446,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4447,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
4448,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
4449,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
4450,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4451,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4452,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4453,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4454,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4455,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
4456,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4457,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
4458,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4459,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4460,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4461,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4462,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4463,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4464,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4465,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4466,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
4467,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4468,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4469,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4470,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4471,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4472,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4473,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4474,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4475,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4476,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4477,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
4478,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4479,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4480,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4481,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4482,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4483,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4484,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4485,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4486,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4487,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4488,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4489,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4490,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
4491,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
4492,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4493,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
4494,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4495,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4496,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4497,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4498,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4499,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4500,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4501,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4502,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4503,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4504,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4505,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4506,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4507,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
4508,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4509,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
4510,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4511,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4512,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
4513,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4514,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
4515,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4516,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
4517,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
4518,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4519,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
4520,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
4521,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4522,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4523,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4524,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4525,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4526,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4527,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4528,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4529,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
4530,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4531,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4532,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4533,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
4534,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
4535,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
4536,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
4537,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
4538,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4539,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4540,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
4541,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4542,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4543,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4544,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4545,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
4546,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
4547,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
4548,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
4549,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4550,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
4551,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
4552,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,Built-up,Grassland
4553,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Forest
4554,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
4555,NULL,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
4556,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4557,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
4558,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
4559,NULL,Forest,Wetland,Water,Wetland,NULL,Grassland,Water
4560,NULL,Forest,Wetland,Water,Wetland,Grassland,Grassland,NULL
4561,NULL,Forest,Wetland,Water,Wetland,Grassland,Grassland,Water
4562,NULL,Forest,Wetland,Water,Wetland,Bareland,Grassland,Water
4563,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,NULL
4564,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
4565,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
4566,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4567,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4568,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
