Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLF_M_R
831,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
832,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
833,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
834,Grassland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
835,Grassland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
836,Grassland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
837,Grassland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
838,Grassland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
839,Grassland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
840,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
841,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
842,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
843,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
844,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
845,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
846,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
847,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
848,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
849,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
850,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
851,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
852,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
853,Grassland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
854,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
855,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
856,Grassland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
857,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
858,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
859,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
860,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
861,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
862,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
863,Grassland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
864,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
865,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
866,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
867,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
868,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
869,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
870,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
871,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
872,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
873,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
874,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
875,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
876,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
877,Grassland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
878,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
879,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
880,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
881,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
882,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
883,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
884,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
885,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
886,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
887,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
888,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
889,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
890,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
891,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
892,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
893,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
894,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
895,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
896,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
897,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
898,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
899,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
900,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
901,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
902,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
903,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
904,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
905,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
906,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
907,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
908,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
909,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
910,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
911,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
912,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
913,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
914,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
915,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
916,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
917,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
918,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
919,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
920,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
921,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
922,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
923,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
924,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
925,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
926,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
927,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
928,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
929,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
930,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
931,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
932,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
933,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
934,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
935,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
936,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
937,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
938,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
939,Grassland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
940,Grassland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
941,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
942,Grassland,Forest,Water,NULL,Water,NULL,NULL,Cropland
943,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
944,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
945,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
946,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
947,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
948,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
949,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
950,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
951,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
952,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
953,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
954,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
955,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
956,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
957,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
958,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
959,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
960,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
961,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
962,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
963,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
964,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
965,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
966,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
967,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
968,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
969,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
970,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
971,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
972,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
973,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
974,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
975,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
976,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
977,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
978,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
979,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
980,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
981,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
982,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
983,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
984,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
985,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
986,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
987,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
988,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
989,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
990,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
991,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
992,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
993,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
994,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
995,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
996,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
997,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
998,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
999,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1000,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1001,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1002,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1003,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1004,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1005,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1006,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1007,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1008,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1009,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1010,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1011,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1012,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1013,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1014,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1015,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1016,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1017,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1018,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1019,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1020,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1021,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1022,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1023,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1024,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1025,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1026,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1027,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1028,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1029,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1030,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1031,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1032,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1033,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1034,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1035,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1036,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1037,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1038,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1039,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1040,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1041,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1042,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1043,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1044,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1045,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1046,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1047,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1048,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1049,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1050,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1051,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1052,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1053,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1054,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1055,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1056,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1057,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1058,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1059,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1060,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1061,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1062,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1063,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1064,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1065,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1066,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1067,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1068,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1069,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1070,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1071,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1072,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1073,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1074,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1075,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1076,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1077,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1078,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1079,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1080,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1081,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
1082,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1083,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1084,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1085,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1086,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1087,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
1088,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
1089,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
1090,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1091,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1092,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1093,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1094,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1095,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1096,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1097,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1098,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1099,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1100,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1101,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1102,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1103,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1104,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1105,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1106,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1107,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1108,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1109,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1110,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1111,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1112,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1113,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1114,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1115,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1116,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1117,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1118,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1119,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1120,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1121,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1122,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1123,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1124,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1125,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1126,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1127,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1128,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1129,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1130,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1131,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1132,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1133,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1134,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1135,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1136,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1137,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1138,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1139,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1140,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1141,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1142,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1143,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1144,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1145,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1146,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1147,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1148,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1149,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1150,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1151,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1152,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1153,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1154,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1155,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1156,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1157,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1158,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1159,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1160,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1161,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1162,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1163,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1164,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1165,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
