Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLF_M_R
2607,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2608,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2609,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2610,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2611,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2612,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
2613,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2614,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2615,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
2616,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
2617,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2618,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
2619,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2620,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
2621,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2622,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2623,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2624,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
2625,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2626,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
2627,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2628,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2629,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2630,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2631,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2632,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2633,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2634,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2635,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2636,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2637,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2638,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2639,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2640,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2641,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2642,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2643,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2644,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2645,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
2646,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2647,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
2648,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
2649,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
2650,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2651,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
2652,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2653,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2654,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
2655,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2656,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2657,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
2658,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
2659,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
2660,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
2661,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2662,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
2663,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
2664,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2665,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2666,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2667,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2668,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
2669,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2670,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2671,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2672,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2673,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2674,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2675,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2676,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2677,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2678,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2679,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2680,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2681,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2682,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
2683,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
2684,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2685,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2686,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
2687,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2688,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
2689,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
2690,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2691,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2692,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
2693,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2694,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2695,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2696,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2697,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2698,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2699,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2700,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2701,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2702,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2703,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2704,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2705,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2706,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2707,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2708,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2709,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2710,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2711,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2712,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2713,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2714,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2715,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2716,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2717,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2718,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2719,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2720,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2721,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2722,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2723,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2724,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2725,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2726,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2727,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2728,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
2729,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
2730,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2731,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2732,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
2733,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
2734,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2735,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
2736,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2737,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2738,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
2739,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
2740,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
2741,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
2742,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2743,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2744,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
2745,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
2746,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2747,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2748,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2749,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2750,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2751,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2752,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2753,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2754,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2755,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2756,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2757,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2758,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2759,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2760,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2761,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2762,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2763,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2764,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2765,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2766,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2767,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2768,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2769,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2770,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2771,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2772,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
2773,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2774,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2775,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2776,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2777,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
2778,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2779,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2780,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
2781,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
2782,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
2783,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2784,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2785,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
2786,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2787,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2788,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
2789,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2790,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2791,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
2792,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2793,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
2794,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
2795,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2796,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2797,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2798,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2799,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2800,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2801,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2802,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2803,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2804,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2805,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
2806,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
2807,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
2808,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
2809,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2810,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2811,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2812,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
2813,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
2814,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
2815,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
2816,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
2817,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2818,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2819,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
2820,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
2821,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
2822,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2823,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
2824,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2825,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2826,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2827,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2828,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2829,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2830,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2831,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
2832,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
2833,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Built-up
2834,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
2835,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
2836,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Cropland
2837,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Bareland
2838,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Built-up
2839,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Forest
2840,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
2841,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest,Cropland
2842,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest,Bareland
2843,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest,Built-up
2844,NULL,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2845,NULL,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2846,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
2847,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
2848,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
2849,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2850,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2851,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2852,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2853,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
2854,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
2855,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
2856,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Built-up
2857,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
2858,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2859,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2860,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2861,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Bareland,Bareland
2862,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Bareland,Built-up
2863,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2864,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Built-up,Bareland
2865,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Water,Built-up
2866,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Forest,Bareland
2867,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
2868,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
2869,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2870,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2871,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2872,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2873,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2874,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2875,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,NULL
2876,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2877,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2878,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2879,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2880,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
2881,NULL,Built-up,Bareland,Water,Non_Wetland,Cropland,Bareland,Grassland
2882,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2883,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2884,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2885,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2886,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2887,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2888,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
2889,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
2890,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
2891,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
2892,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
2893,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
2894,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
2895,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2896,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
2897,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
2898,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2899,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2900,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
2901,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2902,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
2903,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
2904,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2905,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
2906,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
2907,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2908,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
2909,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
2910,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2911,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2912,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
2913,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
2914,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
2915,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
2916,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
2917,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
2918,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Cropland
2919,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
2920,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
2921,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2922,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
