Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNU_M_R
798,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
799,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
800,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
801,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
802,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
803,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
804,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
805,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
806,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
807,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
808,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
809,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
810,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
811,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
812,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
813,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
814,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
815,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
816,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
817,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
818,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
819,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
820,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
821,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
822,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
823,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
824,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
825,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
826,Grassland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
827,Grassland,Forest,Water,NULL,Water,NULL,NULL,NULL
828,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
829,Grassland,Forest,Water,NULL,Water,NULL,NULL,Wetland
830,Grassland,Forest,Water,NULL,Water,NULL,NULL,Water
831,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
832,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,NULL
833,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
834,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
835,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
836,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
837,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
838,Grassland,Forest,Water,Water,Water,NULL,NULL,Cropland
839,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
840,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
841,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
842,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
843,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
844,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
845,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
846,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
847,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
848,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
849,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
850,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
851,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
852,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
853,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
854,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
855,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
856,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
857,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
858,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
859,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
860,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
861,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
862,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
863,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
864,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
865,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
866,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
867,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
868,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
869,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
870,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
871,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
872,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
873,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
874,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
875,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
876,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
877,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
878,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
879,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
880,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
881,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
882,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
883,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
884,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
885,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
886,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
887,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
888,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
889,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
890,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
891,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
892,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
893,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
894,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
895,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
896,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
897,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
898,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
899,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
900,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
901,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
902,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
903,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
904,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
905,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
906,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
907,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
908,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
909,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
910,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
911,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
912,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
913,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
914,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
915,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
916,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
917,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
918,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
919,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
920,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
921,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
922,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
923,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
924,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
925,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
926,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
927,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
928,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
929,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
930,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
931,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
932,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
933,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
934,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
935,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
936,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
937,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
938,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
939,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
940,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
941,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
942,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
943,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
944,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
945,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
946,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
947,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
948,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
949,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
950,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
951,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
952,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
953,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
954,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
955,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
956,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
957,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
958,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
959,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
960,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
961,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
962,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
963,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
964,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
965,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
966,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
967,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
968,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
969,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
970,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
971,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
972,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
973,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
974,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
975,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
976,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
977,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
978,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
979,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
980,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
981,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
982,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
983,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
984,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
985,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
986,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
987,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
988,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
989,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
990,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
991,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
992,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
993,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
994,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
995,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
996,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
997,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
998,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
999,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1000,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1001,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
1002,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
1003,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
1004,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
1005,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1006,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1007,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1008,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1009,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1010,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1011,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1012,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1013,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1014,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1015,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1016,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1017,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1018,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1019,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1020,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1021,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1022,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1023,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1024,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1025,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1026,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1027,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1028,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1029,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1030,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1031,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1032,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1033,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1034,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1035,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1036,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1037,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1038,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1039,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1040,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1041,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1042,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1043,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1044,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1045,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1046,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1047,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1048,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1049,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1050,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1051,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1052,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1053,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1054,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1055,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1056,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1057,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1058,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1059,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1060,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1061,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1062,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1063,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1064,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1065,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1066,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1067,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1068,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1069,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,NULL
1070,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1071,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1072,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1073,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1074,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1075,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1076,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1077,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1078,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1079,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1080,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1081,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1082,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1083,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1084,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1085,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1086,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1087,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1088,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1089,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1090,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1091,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1092,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
1093,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1094,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
1095,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1096,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1097,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1098,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1099,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
1100,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
1101,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1102,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1103,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1104,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1105,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1106,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1107,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1108,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1109,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1110,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1111,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1112,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1113,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1114,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,NULL
1115,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1116,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1117,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1118,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1119,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1120,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1121,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1122,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1123,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1124,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1125,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1126,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1127,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1128,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1129,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1130,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1131,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1132,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1133,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1134,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1135,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1136,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1137,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
