Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRE_M_R
339,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
340,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
341,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
342,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
343,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
344,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
345,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
346,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
347,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
348,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
349,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
350,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
351,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
352,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
353,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
354,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
355,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
356,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
357,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
358,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
359,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
360,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
361,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
362,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
363,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
364,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
365,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
366,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
367,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
368,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
369,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
370,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
371,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
372,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
373,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
374,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
375,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
376,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
377,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
378,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
379,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
380,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
381,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
382,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
383,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
384,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
385,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
386,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
387,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
388,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
389,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
390,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
391,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
392,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
393,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
394,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
395,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
396,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
397,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
398,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
399,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
400,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
401,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
402,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
403,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
404,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
405,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
406,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
407,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
408,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
409,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
410,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
411,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
412,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
413,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
414,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
415,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
416,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
417,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
418,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
419,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
420,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
421,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
422,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
423,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
424,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
425,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
426,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
427,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
428,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
429,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
430,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
431,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
432,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
433,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
434,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
435,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
436,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
437,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
438,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
439,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
440,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
441,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
442,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
443,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
444,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
445,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
446,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
447,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
448,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
449,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
450,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
451,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
452,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
453,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
454,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
455,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
456,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
457,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
458,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
459,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
460,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
461,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
462,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
463,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
464,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
465,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
466,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
467,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
468,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
469,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
470,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
471,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
472,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
473,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
474,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
475,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
476,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
477,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
478,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
479,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
480,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
481,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
482,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
483,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
484,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
485,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
486,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
487,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
488,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
489,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
490,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
491,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
492,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
493,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
494,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
495,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
496,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
497,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
498,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
499,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
500,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
501,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
502,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
503,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
504,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
505,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
506,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
507,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
508,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
509,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
510,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
511,Cropland,Forest,Water,NULL,Water,NULL,NULL,Grassland
512,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
513,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
514,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
515,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
516,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
517,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
518,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
519,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
520,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
521,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
522,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
523,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
524,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
525,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
526,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
527,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
528,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
529,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
530,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
531,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
532,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
533,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
534,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
535,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
536,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
537,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
538,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
539,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
540,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
541,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
542,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
543,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
544,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
545,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
546,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
547,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
548,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
549,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
550,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
551,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
552,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
553,Wetland,Forest,Water,NULL,Water,NULL,NULL,Wetland
554,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
555,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
556,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
557,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
558,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
559,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
560,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
561,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
562,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
563,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
564,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
565,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
566,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
567,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
568,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
569,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
570,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
571,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
572,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
573,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
574,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
575,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
576,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
577,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
578,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
579,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
580,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
581,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
582,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
583,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
584,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
585,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
586,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
587,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
588,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
589,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
590,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
591,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
592,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
593,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
594,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
595,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
596,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
597,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
598,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
599,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
600,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
601,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
602,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
603,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
604,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
605,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
606,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
607,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
608,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
609,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
610,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
611,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
612,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
613,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
614,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
615,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
616,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
617,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
618,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
619,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
620,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
621,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
622,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
623,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
624,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
625,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
626,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
627,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
628,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
629,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
630,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
631,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
632,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
633,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
634,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
635,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
636,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
637,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
638,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
639,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
640,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
641,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
642,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
643,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
644,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
645,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
646,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
647,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
648,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
649,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
650,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
651,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
652,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
653,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
654,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
655,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
656,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
657,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
658,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
659,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
660,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
661,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
662,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
663,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
664,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
665,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
666,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
667,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
668,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
669,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
670,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
671,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
672,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
673,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
674,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
675,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
676,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
677,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
678,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
679,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
680,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
