Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEC_M_R
880,Grassland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
881,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
882,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
883,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
884,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
885,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
886,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
887,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
888,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
889,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
890,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
891,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
892,Grassland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
893,Grassland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
894,Grassland,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
895,Grassland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
896,Grassland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Wetland
897,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
898,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
899,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
900,Grassland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
901,Grassland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
902,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
903,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
904,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
905,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
906,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
907,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
908,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
909,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
910,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
911,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
912,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
913,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
914,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
915,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
916,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
917,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
918,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
919,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
920,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
921,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
922,Grassland,Water,Water,Water,Water,NULL,NULL,Water
923,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
924,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
925,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
926,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
927,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
928,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
929,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
930,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
931,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
932,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
933,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
934,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
935,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
936,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
937,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
938,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
939,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
940,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
941,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
942,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
943,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
944,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
945,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
946,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
947,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
948,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
949,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
950,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
951,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
952,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
953,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
954,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
955,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
956,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
957,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
958,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
959,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
960,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
961,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
962,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
963,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
964,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
965,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
966,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
967,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
968,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
969,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
970,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
971,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
972,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
973,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
974,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
975,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
976,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
977,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
978,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
979,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
980,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
981,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
982,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
983,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
984,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
985,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
986,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
987,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
988,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
989,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
990,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
991,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
992,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
993,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
994,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
995,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
996,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
997,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
998,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
999,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1000,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1001,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1002,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1003,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1004,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1005,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1006,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1007,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1008,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1009,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1010,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1011,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1012,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1013,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1014,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1015,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1016,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1017,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1018,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1019,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1020,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1021,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1022,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1023,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1024,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1025,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1026,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1027,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1028,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1029,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1030,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1031,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1032,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1033,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1034,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1035,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
1036,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1037,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
1038,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1039,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1040,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1041,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1042,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1043,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1044,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1045,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1046,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1047,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1048,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1049,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1050,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1051,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1052,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1053,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1054,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1055,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1056,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1057,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1058,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1059,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1060,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1061,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1062,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1063,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1064,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1065,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1066,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1067,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1068,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1069,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1070,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1071,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
1072,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
1073,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
1074,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1075,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1076,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1077,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1078,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1079,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1080,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1081,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1082,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1083,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1084,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1085,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1086,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1087,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1088,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1089,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1090,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1091,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1092,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1093,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1094,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1095,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1096,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1097,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1098,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1099,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1100,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1101,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1102,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1103,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1104,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1105,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1106,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1107,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1108,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1109,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1110,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1111,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1112,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1113,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1114,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1115,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1116,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1117,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1118,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1119,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1120,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1121,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1122,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1123,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1124,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1125,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1126,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1127,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1128,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1129,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1130,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1131,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1132,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1133,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1134,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1135,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1136,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1137,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1138,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1139,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1140,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1141,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1142,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
1143,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1144,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1145,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1146,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1147,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1148,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1149,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1150,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1151,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1152,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1153,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1154,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1155,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1156,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1157,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1158,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1159,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1160,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1161,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1162,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1163,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1164,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1165,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1166,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1167,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1168,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1169,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1170,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1171,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1172,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1173,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1174,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1175,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1176,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1177,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1178,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1179,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1180,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1181,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1182,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1183,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1184,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1185,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1186,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1187,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1188,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1189,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1190,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1191,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1192,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1193,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1194,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1195,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1196,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1197,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1198,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1199,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1200,Cropland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1201,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1202,Cropland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1203,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
1204,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1205,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
