Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWH_M_R
24,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
25,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
26,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
27,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
28,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
29,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
30,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
31,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
35,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
36,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
38,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
39,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
42,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
43,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
46,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
47,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
48,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
50,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
51,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
54,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
55,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
56,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
58,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
59,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
60,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
61,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
62,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
64,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
66,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
67,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
68,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
69,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
70,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
71,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
72,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
73,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
74,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
75,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
78,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
80,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
81,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
82,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
83,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
85,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
86,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
88,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
89,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
90,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
91,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
92,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
93,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
94,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
95,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
96,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
97,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
98,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
99,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
100,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
101,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
102,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
103,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
104,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
105,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
106,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
107,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
108,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
109,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
110,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
111,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
112,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
113,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
114,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
115,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
116,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
117,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
118,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
119,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Cropland
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
252,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
253,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
254,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
255,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
256,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
257,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
258,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
259,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
260,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
261,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
262,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
263,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
264,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
265,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
266,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
267,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
268,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
269,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
270,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
271,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
272,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
273,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
274,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
275,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
276,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
277,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
278,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
279,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
280,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
281,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
282,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
283,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
284,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
285,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
286,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
287,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
288,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
289,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
290,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
291,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
292,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
293,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
294,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
295,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
296,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
297,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
298,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
299,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
300,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
301,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
302,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
303,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
304,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
305,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
306,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
307,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
308,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
309,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
310,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
311,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
312,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
313,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
314,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
315,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
316,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
317,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
318,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
319,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
320,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
321,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
