Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKU_M_R
1465,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1466,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
1467,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1468,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
1469,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1470,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,NULL
1471,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
1472,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
1473,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1474,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1475,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1476,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1477,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1478,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
1479,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1480,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1481,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1482,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1483,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1484,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1485,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1486,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1487,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
1488,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1489,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1490,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1491,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1492,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
1493,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1494,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1495,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1496,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
1497,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1498,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1499,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1500,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Forest,Grassland
1501,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
1502,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
1503,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1504,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1505,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1506,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1507,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1508,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1509,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
1510,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1511,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1512,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
1513,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1514,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1515,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1516,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1517,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1518,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1519,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1520,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1521,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1522,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
1523,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1524,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
1525,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1526,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1527,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
1528,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1529,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Cropland
1530,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1531,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1532,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
1533,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1534,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Cropland
1535,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1536,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1537,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
1538,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1539,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
1540,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
1541,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1542,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
1543,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
1544,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1545,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1546,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1547,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1548,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
1549,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1550,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
1551,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
1552,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1553,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1554,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1555,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1556,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1557,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1558,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1559,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1560,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
1561,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,NULL
1562,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
1563,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1564,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1565,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1566,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,NULL
1567,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1568,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1569,NULL,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1570,NULL,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
1571,NULL,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
1572,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,NULL
1573,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1574,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1575,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,NULL
1576,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
1577,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
1578,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1579,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,NULL
1580,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
1581,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
1582,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1583,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
1584,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1585,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
1586,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
1587,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,NULL
1588,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
1589,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
1590,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Water,Bareland
1591,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1592,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
1593,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
1594,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
1595,NULL,NULL,Water,NULL,Water,NULL,Grassland,NULL
1596,NULL,NULL,Water,NULL,Water,NULL,Bareland,NULL
1597,NULL,NULL,Water,NULL,Water,NULL,Bareland,Grassland
1598,NULL,NULL,Water,NULL,Water,NULL,Water,NULL
1599,NULL,NULL,Water,NULL,Water,NULL,Water,Bareland
1600,NULL,NULL,Water,NULL,Water,NULL,Forest,NULL
1601,NULL,NULL,Water,NULL,Water,Shrubland,NULL,NULL
1602,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
1603,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
1604,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
1605,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
1606,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
1607,NULL,NULL,Water,NULL,Water,Shrubland,Bareland,NULL
1608,NULL,NULL,Water,NULL,Water,Shrubland,Bareland,Wetland
1609,NULL,NULL,Water,NULL,Water,Shrubland,Water,Grassland
1610,NULL,NULL,Water,NULL,Water,Grassland,NULL,NULL
1611,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
1612,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
1613,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Wetland
1614,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1615,NULL,NULL,Water,NULL,Water,Grassland,Bareland,NULL
1616,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
1617,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Cropland
1618,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Forest
1619,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,NULL
1620,NULL,NULL,Water,NULL,Water,Wetland,Bareland,NULL
1621,NULL,NULL,Water,NULL,Water,Wetland,Water,Water
1622,NULL,NULL,Water,NULL,Water,Bareland,NULL,Grassland
1623,NULL,NULL,Water,NULL,Water,Bareland,NULL,Cropland
1624,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Water
1625,NULL,NULL,Water,NULL,Water,Bareland,Bareland,NULL
1626,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1627,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Cropland
1628,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
1629,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Built-up
1630,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
1631,NULL,NULL,Water,NULL,Water,Bareland,Water,Bareland
1632,NULL,NULL,Water,NULL,Water,Bareland,Water,Forest
1633,NULL,NULL,Water,NULL,Water,Bareland,Forest,NULL
1634,NULL,NULL,Water,NULL,Water,Built-up,Bareland,Bareland
1635,NULL,NULL,Water,NULL,Water,Forest,NULL,Grassland
1636,NULL,NULL,Water,NULL,Water,Forest,Shrubland,NULL
1637,NULL,NULL,Water,NULL,Water,Forest,Bareland,NULL
1638,NULL,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1639,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1640,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1641,NULL,NULL,Water,Non_Water,Water,NULL,Shrubland,Cropland
1642,NULL,NULL,Water,Non_Water,Water,NULL,Bareland,NULL
1643,NULL,NULL,Water,Non_Water,Water,NULL,Bareland,Wetland
1644,NULL,NULL,Water,Non_Water,Water,NULL,Water,NULL
1645,NULL,NULL,Water,Non_Water,Water,Shrubland,NULL,NULL
1646,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,NULL
1647,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
1648,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
1649,NULL,NULL,Water,Non_Water,Water,Shrubland,Wetland,NULL
1650,NULL,NULL,Water,Non_Water,Water,Shrubland,Bareland,NULL
1651,NULL,NULL,Water,Non_Water,Water,Shrubland,Bareland,Wetland
1652,NULL,NULL,Water,Non_Water,Water,Shrubland,Bareland,Forest
1653,NULL,NULL,Water,Non_Water,Water,Shrubland,Water,NULL
1654,NULL,NULL,Water,Non_Water,Water,Shrubland,Forest,NULL
1655,NULL,NULL,Water,Non_Water,Water,Shrubland,Forest,Forest
1656,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
1657,NULL,NULL,Water,Non_Water,Water,Grassland,Shrubland,Wetland
1658,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1659,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Cropland
1660,NULL,NULL,Water,Non_Water,Water,Grassland,Bareland,NULL
1661,NULL,NULL,Water,Non_Water,Water,Grassland,Bareland,Wetland
1662,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Cropland
1663,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
1664,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Water
1665,NULL,NULL,Water,Non_Water,Water,Grassland,Forest,Forest
1666,NULL,NULL,Water,Non_Water,Water,Wetland,NULL,NULL
1667,NULL,NULL,Water,Non_Water,Water,Wetland,Shrubland,NULL
1668,NULL,NULL,Water,Non_Water,Water,Wetland,Bareland,NULL
1669,NULL,NULL,Water,Non_Water,Water,Wetland,Bareland,Wetland
1670,NULL,NULL,Water,Non_Water,Water,Wetland,Bareland,Bareland
1671,NULL,NULL,Water,Non_Water,Water,Bareland,NULL,NULL
1672,NULL,NULL,Water,Non_Water,Water,Bareland,NULL,Water
1673,NULL,NULL,Water,Non_Water,Water,Bareland,Shrubland,NULL
1674,NULL,NULL,Water,Non_Water,Water,Bareland,Shrubland,Grassland
1675,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,NULL
1676,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
1677,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
1678,NULL,NULL,Water,Non_Water,Water,Bareland,Water,NULL
1679,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
1680,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
1681,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Water
1682,NULL,NULL,Water,Non_Water,Water,Bareland,Forest,Forest
1683,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
1684,NULL,NULL,Water,Water,Water,NULL,Bareland,Water
1685,NULL,NULL,Water,Water,Water,NULL,Water,Water
1686,NULL,NULL,Water,Water,Water,Shrubland,Wetland,NULL
1687,NULL,NULL,Water,Water,Water,Grassland,NULL,Wetland
1688,NULL,NULL,Water,Water,Water,Grassland,NULL,Water
1689,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
1690,NULL,NULL,Water,Water,Water,Grassland,Water,Wetland
1691,NULL,NULL,Water,Water,Water,Grassland,Water,Water
1692,NULL,NULL,Water,Water,Water,Wetland,Water,Water
1693,NULL,NULL,Water,Water,Water,Bareland,Bareland,Built-up
1694,NULL,NULL,Water,Water,Water,Bareland,Bareland,Water
1695,NULL,NULL,Water,Water,Water,Bareland,Water,Bareland
1696,NULL,NULL,Water,Water,Water,Bareland,Water,Water
1697,NULL,NULL,Water,Water,Water,Water,Water,Water
1698,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1699,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1700,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1701,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1702,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1703,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1704,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1705,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1706,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
1707,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1708,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1709,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1710,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1711,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1712,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1713,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1714,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1715,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1716,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
1717,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1718,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
1719,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1720,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1721,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1722,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1723,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
1724,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1725,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1726,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1727,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
1728,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1729,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1730,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1731,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1732,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1733,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1734,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
1735,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1736,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1737,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1738,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1739,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1740,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1741,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1742,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Bareland
1743,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1744,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
1745,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1746,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Wetland
1747,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1748,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
1749,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
1750,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
1751,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1752,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1753,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
1754,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1755,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1756,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1757,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1758,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
1759,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1760,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1761,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1762,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1763,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1764,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1765,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1766,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1767,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1768,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1769,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1770,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1771,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1772,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1773,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1774,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
1775,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1776,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1777,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1778,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1779,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
1780,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Wetland
1781,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1782,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1783,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1784,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1785,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1786,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1787,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1788,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1789,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1790,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1791,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1792,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1793,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1794,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1795,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1796,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1797,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1798,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1799,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1800,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
1801,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1802,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1803,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1804,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1805,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1806,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
