Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LXP_M_R
8339,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
8340,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
8341,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
8342,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
8343,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
8344,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
8345,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
8346,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
8347,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,Cropland
8348,Grassland,Cropland,Forest,Water,Non_Wetland,Shrubland,NULL,NULL
8349,Grassland,Cropland,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
8350,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
8351,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Cropland
8352,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
8353,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland,NULL,Grassland
8354,Grassland,Cropland,Forest,Water,Non_Wetland,Bareland,NULL,Grassland
8355,Grassland,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Grassland
8356,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
8357,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
8358,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8359,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8360,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8361,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
8362,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8363,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
8364,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
8365,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
8366,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
8367,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8368,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8369,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
8370,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8371,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8372,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8373,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8374,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8375,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8376,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
8377,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8378,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
8379,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8380,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8381,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8382,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8383,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8384,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
8385,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
8386,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
8387,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8388,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8389,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
8390,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8391,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8392,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8393,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8394,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8395,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
8396,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
8397,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Forest
8398,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Wetland
8399,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
8400,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
8401,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
8402,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
8403,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8404,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
8405,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
8406,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
8407,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
8408,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
8409,Grassland,Wetland,Wetland,NULL,Wetland,Water,NULL,Grassland
8410,Grassland,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
8411,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
8412,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8413,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
8414,Grassland,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
8415,Grassland,Wetland,Wetland,Water,Wetland,Grassland,NULL,Grassland
8416,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
8417,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
8418,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8419,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8420,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
8421,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8422,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8423,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8424,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
8425,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8426,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8427,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
8428,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8429,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8430,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8431,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
8432,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
8433,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
8434,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8435,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8436,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8437,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8438,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Water,Grassland
8439,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
8440,Grassland,Bareland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
8441,Grassland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8442,Grassland,Bareland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
8443,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8444,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8445,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8446,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8447,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8448,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8449,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
8450,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
8451,Grassland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8452,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8453,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8454,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
8455,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
8456,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8457,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8458,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8459,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8460,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8461,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8462,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8463,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
8464,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8465,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8466,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
8467,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
8468,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
8469,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Wetland
8470,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
8471,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
8472,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8473,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8474,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
8475,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8476,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
8477,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
8478,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
8479,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
8480,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
8481,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
8482,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
8483,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
8484,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
8485,Grassland,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8486,Grassland,Built-up,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
8487,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8488,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
8489,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8490,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
8491,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8492,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
8493,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
8494,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
8495,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
8496,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8497,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
8498,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8499,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8500,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8501,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8502,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8503,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8504,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8505,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8506,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8507,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
8508,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8509,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
8510,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
8511,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8512,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
8513,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8514,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8515,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8516,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
8517,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
8518,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8519,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
8520,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
8521,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8522,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
8523,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8524,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
8525,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8526,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Wetland
8527,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
8528,Grassland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8529,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8530,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
8531,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
8532,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8533,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8534,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8535,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8536,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
8537,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8538,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8539,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8540,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8541,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
8542,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
8543,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8544,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Wetland
8545,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
8546,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
8547,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8548,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8549,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
8550,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8551,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8552,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8553,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
8554,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
8555,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8556,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8557,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8558,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8559,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8560,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
8561,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
8562,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8563,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8564,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
8565,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
8566,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8567,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8568,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8569,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
8570,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8571,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
8572,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
8573,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
8574,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
8575,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8576,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8577,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8578,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8579,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8580,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8581,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8582,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8583,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
8584,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8585,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8586,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8587,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8588,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8589,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8590,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8591,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8592,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8593,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8594,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
8595,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8596,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
8597,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8598,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
8599,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
8600,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
8601,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8602,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8603,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8604,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8605,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8606,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8607,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8608,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
8609,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
8610,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
8611,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
8612,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8613,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
8614,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
8615,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8616,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
8617,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8618,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8619,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8620,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
8621,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8622,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Built-up
8623,Grassland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
8624,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
8625,Grassland,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8626,Grassland,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Wetland
8627,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
8628,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Wetland
8629,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
8630,Grassland,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Cropland
8631,Grassland,Built-up,Wetland,Water,Wetland,Grassland,NULL,Grassland
8632,Grassland,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
8633,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
8634,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8635,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8636,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8637,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8638,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
8639,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8640,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
8641,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
8642,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
8643,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
8644,Grassland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
8645,Grassland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
8646,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8647,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
8648,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
8649,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
8650,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
8651,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8652,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
