Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNC_M_R
334,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
335,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
336,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
337,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
338,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
339,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
340,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
341,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
342,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
343,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
344,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
345,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
346,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
347,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
348,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
349,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
350,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
351,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
352,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
353,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
354,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
355,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
356,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
357,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
358,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
359,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
360,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
361,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
362,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
363,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
364,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
365,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
366,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
367,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
368,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
369,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
370,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
371,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
372,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
373,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
374,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
375,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
376,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
377,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
378,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
379,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
380,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
381,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
382,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
383,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
384,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
385,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
386,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
387,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
388,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
389,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
390,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
391,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
392,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
393,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
394,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
395,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
396,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
397,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
398,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
399,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
400,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
401,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
402,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
403,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
404,Wetland,NULL,Water,NULL,Water,NULL,NULL,NULL
405,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
406,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
407,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
408,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
409,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
410,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
411,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
412,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
413,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
414,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
415,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
416,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
417,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
418,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
419,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
420,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
421,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
422,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
423,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
424,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
425,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
426,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
427,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
428,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
429,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
430,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
431,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
432,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
433,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
434,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
435,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
436,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
437,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
438,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
439,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
440,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
441,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
442,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
443,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
444,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
445,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
446,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
447,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
448,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
449,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
450,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
451,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
452,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
453,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
454,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
455,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
456,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
457,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
458,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
459,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
460,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
461,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
462,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
463,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
464,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
465,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
466,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
467,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
468,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
469,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
470,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
471,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
472,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
473,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
474,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
475,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
476,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
477,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
478,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
479,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
480,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
481,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
482,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
483,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
484,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
485,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
486,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
487,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
488,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
489,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
490,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
491,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
492,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
493,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
494,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
495,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
496,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
497,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
498,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
499,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
500,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
501,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
502,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
503,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
504,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
505,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
506,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
507,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
508,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
509,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
510,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
511,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
512,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
513,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
514,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
515,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
516,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
517,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
518,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
519,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
520,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
521,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
522,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
523,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
524,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
525,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
526,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
527,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
528,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
529,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
530,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
531,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
532,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
533,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
534,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
535,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
536,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
537,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
538,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
539,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
540,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
541,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
542,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
543,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
544,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
545,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
546,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
547,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
548,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
549,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
550,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
551,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
552,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
553,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
554,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
555,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
556,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
557,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
558,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
559,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
560,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
561,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
562,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
563,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
564,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
565,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
566,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
567,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
568,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
569,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
570,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
571,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
572,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
573,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
574,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
575,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
576,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
577,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
578,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
579,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
580,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
581,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
582,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
583,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
584,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
585,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
586,Bareland,Water,Water,Water,Water,NULL,NULL,Water
587,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
588,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
589,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
590,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
591,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
592,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
593,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
594,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
595,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
596,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
597,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
598,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
599,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
600,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
601,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
602,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
603,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
604,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
605,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
606,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
607,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
608,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
609,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
610,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
611,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
612,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
613,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
614,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
615,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
616,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
617,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
618,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
619,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
620,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
621,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
622,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
623,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
624,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
625,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
626,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
627,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
628,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
629,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
630,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
631,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
632,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
633,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
634,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
635,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
636,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
637,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
638,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
639,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
640,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
641,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
642,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
643,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
644,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
645,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
646,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
647,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
648,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
649,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
650,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
651,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
652,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
653,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
654,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
655,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
656,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
657,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
658,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
659,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
660,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
661,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
662,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
663,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
664,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
665,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
666,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
667,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
668,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
669,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
670,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
671,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
672,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
673,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
674,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
675,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
676,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
