Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGE_M_R
766,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Forest
767,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
768,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
769,Grassland,Water,Water,Water,Water,NULL,NULL,Water
770,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
771,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
772,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
773,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
774,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
775,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
776,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
777,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
778,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
779,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
780,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
781,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
782,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
783,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
784,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
785,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
786,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
787,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
788,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
789,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
790,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
791,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
792,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
793,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
794,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
795,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
796,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
797,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
798,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
799,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
800,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,NULL
801,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
802,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
803,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
804,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
805,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
806,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
807,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
808,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
809,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
810,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
811,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
812,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
813,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
814,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
815,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
816,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
817,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
818,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
819,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
820,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
821,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
822,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
823,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
824,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
825,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
826,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
827,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
828,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
829,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
830,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
831,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
832,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
833,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
834,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
835,Grassland,Forest,Water,NULL,Water,NULL,NULL,Wetland
836,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
837,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
838,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
839,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
840,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
841,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
842,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
843,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
844,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
845,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
846,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
847,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
848,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
849,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
850,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
851,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
852,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
853,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
854,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
855,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
856,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
857,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
858,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
859,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
860,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
861,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
862,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
863,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
864,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
865,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
866,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
867,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
868,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
869,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
870,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
871,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
872,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
873,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
874,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
875,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
876,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
877,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
878,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
879,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
880,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
881,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
882,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
883,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
884,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
885,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
886,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
887,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
888,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
889,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
890,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
891,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
892,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
893,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
894,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
895,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
896,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
897,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
898,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
899,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
900,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
901,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
902,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
903,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
904,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
905,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
906,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
907,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
908,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
909,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
910,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
911,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
912,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
913,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
914,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
915,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
916,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
917,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
918,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
919,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
920,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
921,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
922,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
923,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
924,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
925,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
926,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
927,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
928,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
929,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
930,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
931,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
932,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
933,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
934,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
935,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
936,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
937,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
938,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
939,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
940,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
941,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
942,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
943,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
944,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
945,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
946,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
947,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
948,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
949,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
950,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
951,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
952,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
953,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
954,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
955,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
956,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
957,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
958,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
959,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
960,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
961,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
962,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
963,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
964,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
965,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
966,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
967,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
968,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
969,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
970,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
971,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
972,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
973,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
974,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
975,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
976,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
977,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
978,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
979,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
980,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
981,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
982,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
983,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
984,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
985,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
986,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
987,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
988,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
989,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
990,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
991,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
992,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
993,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
994,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
995,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
996,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
997,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
998,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
999,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1000,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1001,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1002,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1003,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1004,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1005,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1006,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1007,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1008,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1009,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1010,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1011,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1012,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1013,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1014,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1015,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
1016,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1017,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1018,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1019,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1020,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1021,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1022,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1023,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1024,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1025,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1026,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1027,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1028,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1029,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1030,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1031,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1032,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1033,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1034,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1035,Cropland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1036,Cropland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1037,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
1038,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1039,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1040,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1041,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1042,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1043,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1044,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1045,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1046,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1047,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1048,Cropland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
1049,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1050,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1051,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1052,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1053,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1054,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1055,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1056,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1057,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1058,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
1059,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1060,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1061,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1062,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1063,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1064,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1065,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1066,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1067,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1068,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1069,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1070,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1071,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1072,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1073,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1074,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1075,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1076,Cropland,Water,Water,Water,Water,NULL,NULL,Water
1077,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1078,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1079,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1080,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1081,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1082,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1083,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1084,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1085,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1086,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1087,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1088,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1089,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1090,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1091,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1092,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1093,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1094,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1095,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1096,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1097,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1098,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1099,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1100,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1101,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1102,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1103,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1104,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1105,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1106,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1107,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1108,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1109,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
