Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NYF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NYF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NYF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NYF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NYF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NYF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NYF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NYF_M_R
30,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
31,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
32,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
33,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
34,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
35,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
36,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
37,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
38,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
39,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
40,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
41,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
42,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
43,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
44,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
45,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
46,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
47,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
48,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
49,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
50,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
51,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
52,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
53,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
54,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
55,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
56,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
57,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
58,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
59,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
60,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
61,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
62,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
63,NULL,Water,Water,NULL,Water,NULL,NULL,Water
64,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
65,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
66,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
67,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
68,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
69,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
70,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
71,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
72,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
73,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
74,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
75,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
76,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
77,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
78,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
79,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
80,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
81,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
82,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
83,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
84,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
85,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
86,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
87,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
88,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
89,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
90,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
91,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
92,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
93,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
94,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
95,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
96,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
97,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
98,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
99,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
100,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
101,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
102,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
103,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
104,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
105,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
106,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
107,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
108,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
109,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
110,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
111,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
112,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
113,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
114,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
115,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
116,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
117,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
118,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
119,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
120,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
121,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
122,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
123,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
124,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
125,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
126,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
127,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
128,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
129,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
130,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
131,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
132,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
133,Wetland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
134,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
135,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
136,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
137,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
138,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
139,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
140,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
141,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
142,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
143,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
144,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
145,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
146,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
147,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
148,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
149,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
150,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
151,Wetland,Water,Water,Water,Water,NULL,NULL,Water
152,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
153,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
154,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
155,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
156,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
157,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
158,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
159,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
160,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
161,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
162,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
163,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
164,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
165,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
166,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
167,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
168,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
169,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
170,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
171,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
172,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
173,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
174,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
175,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
176,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
177,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
178,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
179,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
180,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
181,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
182,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
183,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
184,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
185,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
186,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
187,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
188,Water,NULL,Water,NULL,Water,NULL,NULL,Water
189,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
190,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
191,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
192,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
193,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
194,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
195,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
196,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
197,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
198,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
199,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
200,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
201,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
202,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
203,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
204,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
205,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
206,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
207,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
208,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
209,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
210,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
211,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
212,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
213,Water,Wetland,Water,Water,Water,NULL,NULL,Water
214,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
215,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
216,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
217,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
218,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
219,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
220,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
221,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
222,Water,Bareland,Water,Water,Water,NULL,NULL,Water
223,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
224,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
225,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
226,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
227,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
228,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
229,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
230,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
231,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
232,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
233,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
234,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
235,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
236,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
237,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
238,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
239,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
240,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
241,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
242,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
243,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
244,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
245,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
246,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
247,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
248,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
249,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
250,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
251,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
252,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
253,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
254,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
255,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
256,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
257,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
258,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
259,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
260,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
261,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
262,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
263,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
264,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
265,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
266,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
267,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
268,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
269,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
270,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
271,Water,Water,Water,NULL,Water,NULL,NULL,Water
272,Water,Water,Water,NULL,Water,NULL,NULL,Forest
273,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
274,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
275,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
276,Water,Water,Water,Water,Water,NULL,NULL,Grassland
277,Water,Water,Water,Water,Water,NULL,NULL,Wetland
278,Water,Water,Water,Water,Water,NULL,NULL,Bareland
279,Water,Water,Water,Water,Water,NULL,NULL,Water
280,Water,Water,Water,Water,Water,NULL,NULL,Forest
281,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
282,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
283,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
284,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
285,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
286,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
287,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
288,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
289,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
290,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
291,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
292,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
293,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
294,Water,Forest,Water,NULL,Water,NULL,NULL,Water
295,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
296,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
297,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
298,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
299,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
300,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
301,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
302,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
303,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
304,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
305,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
306,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
307,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
308,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
309,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
310,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
311,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
312,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
313,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
314,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
315,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
316,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
317,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
318,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
319,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
320,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
321,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
322,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
323,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
324,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
325,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
326,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
327,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
328,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
329,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
330,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
331,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
332,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
333,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
334,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
335,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
336,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
337,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
338,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
339,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
340,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
341,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
342,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
343,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
344,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
345,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
346,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
347,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
348,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
349,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
350,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
351,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
352,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
353,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
354,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
355,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
