Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTD_M_R
3704,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3705,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3706,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3707,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3708,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
3709,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3710,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3711,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3712,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3713,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3714,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3715,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3716,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3717,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3718,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3719,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3720,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
3721,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3722,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3723,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3724,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3725,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3726,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3727,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3728,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
3729,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3730,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3731,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
3732,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3733,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
3734,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
3735,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3736,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3737,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3738,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3739,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3740,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3741,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3742,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3743,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3744,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3745,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3746,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3747,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3748,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3749,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3750,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3751,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3752,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
3753,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3754,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3755,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3756,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3757,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3758,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3759,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3760,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3761,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3762,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3763,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3764,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3765,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3766,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3767,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3768,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3769,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3770,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3771,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3772,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3773,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3774,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
3775,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3776,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3777,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3778,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3779,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3780,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3781,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3782,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3783,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3784,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3785,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3786,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3787,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3788,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3789,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3790,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3791,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
3792,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3793,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3794,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3795,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3796,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3797,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
3798,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3799,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3800,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3801,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3802,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3803,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3804,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3805,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3806,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3807,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3808,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
3809,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3810,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
3811,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3812,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3813,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3814,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3815,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3816,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3817,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
3818,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3819,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3820,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3821,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Water
3822,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3823,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3824,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3825,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
3826,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3827,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
3828,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3829,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3830,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
3831,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3832,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
3833,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3834,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3835,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
3836,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3837,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
3838,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3839,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3840,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
3841,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
3842,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3843,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
3844,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3845,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3846,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3847,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3848,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3849,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3850,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3851,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3852,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
3853,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3854,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3855,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3856,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3857,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3858,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3859,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3860,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3861,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3862,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
3863,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3864,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3865,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3866,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3867,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3868,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3869,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3870,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3871,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3872,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
3873,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3874,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3875,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3876,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3877,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3878,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
3879,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3880,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3881,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
3882,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3883,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
3884,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3885,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3886,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
3887,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3888,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3889,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
3890,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3891,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3892,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3893,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3894,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
3895,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3896,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3897,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3898,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3899,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3900,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Wetland,Wetland
3901,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
3902,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
3903,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
3904,Grassland,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
3905,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
3906,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3907,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
3908,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3909,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3910,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3911,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Water
3912,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
3913,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3914,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3915,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3916,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3917,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3918,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3919,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3920,Grassland,Cropland,Wetland,NULL,Wetland,Water,NULL,Water
3921,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Water
3922,Grassland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
3923,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3924,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3925,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3926,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3927,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3928,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3929,Grassland,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
3930,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3931,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3932,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3933,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Forest
3934,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3935,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3936,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
3937,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
3938,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
3939,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
3940,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
3941,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Cropland
3942,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
3943,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Cropland
3944,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
3945,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3946,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3947,Grassland,Cropland,Bareland,Water,Non_Wetland,Water,NULL,Grassland
3948,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3949,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3950,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3951,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3952,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3953,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3954,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3955,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3956,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
3957,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3958,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
3959,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3960,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3961,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3962,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
3963,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3964,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3965,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3966,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3967,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3968,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3969,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3970,Grassland,Cropland,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
3971,Grassland,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
3972,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
3973,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Wetland
3974,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Water
3975,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
3976,Grassland,Cropland,Water,NULL,Water,Grassland,Wetland,Grassland
3977,Grassland,Cropland,Water,NULL,Water,Grassland,Wetland,Wetland
3978,Grassland,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
3979,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
3980,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
3981,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,Water
3982,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,Forest
3983,Grassland,Cropland,Water,NULL,Water,Wetland,Wetland,Grassland
3984,Grassland,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
3985,Grassland,Cropland,Water,NULL,Water,Wetland,Wetland,Forest
3986,Grassland,Cropland,Water,NULL,Water,Bareland,NULL,Forest
3987,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
3988,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Wetland
3989,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
3990,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Water
3991,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
3992,Grassland,Cropland,Water,NULL,Water,Bareland,Water,Forest
3993,Grassland,Cropland,Water,NULL,Water,Water,NULL,Grassland
3994,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Wetland
3995,Grassland,Cropland,Water,NULL,Water,Water,Wetland,Wetland
3996,Grassland,Cropland,Water,NULL,Water,Forest,Grassland,Forest
3997,Grassland,Cropland,Water,Non_Water,Water,Grassland,Wetland,Grassland
3998,Grassland,Cropland,Water,Non_Water,Water,Grassland,Wetland,Wetland
3999,Grassland,Cropland,Water,Non_Water,Water,Wetland,Grassland,Grassland
4000,Grassland,Cropland,Water,Non_Water,Water,Wetland,Grassland,Forest
4001,Grassland,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
4002,Grassland,Cropland,Water,Non_Water,Water,Built-up,Grassland,Grassland
4003,Grassland,Cropland,Water,Water,Water,Wetland,Grassland,Grassland
4004,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4005,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4006,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4007,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4008,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4009,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4010,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4011,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4012,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4013,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4014,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4015,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4016,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
