Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYS_M_R
2700,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2701,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2702,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2703,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2704,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2705,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2706,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2707,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2708,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
2709,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2710,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2711,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2712,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2713,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2714,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2715,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2716,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2717,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
2718,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2719,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2720,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
2721,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2722,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2723,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2724,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2725,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2726,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2727,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2728,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2729,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2730,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2731,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
2732,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2733,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2734,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2735,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2736,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
2737,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2738,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2739,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2740,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2741,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2742,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
2743,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2744,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
2745,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
2746,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
2747,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
2748,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2749,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
2750,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
2751,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2752,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2753,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2754,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2755,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2756,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2757,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2758,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
2759,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2760,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
2761,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2762,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2763,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2764,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
2765,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2766,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2767,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2768,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2769,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2770,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2771,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2772,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2773,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2774,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2775,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
2776,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2777,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2778,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
2779,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2780,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
2781,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2782,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2783,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2784,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2785,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2786,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2787,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2788,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2789,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2790,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2791,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2792,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2793,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2794,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2795,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
2796,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2797,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2798,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
2799,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
2800,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
2801,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2802,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
2803,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2804,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2805,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
2806,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2807,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2808,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
2809,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2810,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
2811,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
2812,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2813,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2814,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2815,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2816,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2817,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2818,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2819,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
2820,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2821,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2822,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2823,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2824,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2825,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2826,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2827,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2828,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2829,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2830,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2831,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2832,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2833,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2834,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2835,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2836,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2837,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
2838,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2839,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2840,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2841,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2842,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2843,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2844,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2845,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2846,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2847,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2848,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2849,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2850,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2851,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2852,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2853,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2854,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2855,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2856,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
2857,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
2858,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2859,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2860,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2861,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
2862,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2863,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2864,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2865,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2866,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2867,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
2868,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2869,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2870,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
2871,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
2872,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2873,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2874,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2875,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
2876,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2877,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
2878,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
2879,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Cropland
2880,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Built-up
2881,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
2882,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2883,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2884,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2885,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2886,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2887,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2888,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
2889,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2890,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2891,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2892,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2893,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2894,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2895,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2896,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2897,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2898,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2899,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
2900,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
2901,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
2902,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2903,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2904,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2905,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2906,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2907,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2908,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
2909,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2910,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2911,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2912,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2913,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Water
2914,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
2915,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
2916,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
2917,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2918,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
2919,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
2920,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
2921,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2922,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
2923,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
2924,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
2925,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2926,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
2927,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2928,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2929,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2930,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2931,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
2932,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
2933,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2934,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2935,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2936,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2937,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,NULL
2938,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2939,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Built-up
2940,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2941,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
2942,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
2943,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2944,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
2945,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2946,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2947,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2948,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2949,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2950,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
2951,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2952,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
2953,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
2954,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
2955,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Wetland
2956,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Forest
2957,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2958,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
2959,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
2960,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
2961,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2962,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
2963,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2964,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2965,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Built-up
2966,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2967,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Built-up
2968,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2969,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
2970,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
2971,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
2972,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
2973,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Bareland
2974,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
2975,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
2976,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2977,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2978,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
2979,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2980,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2981,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
2982,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
2983,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Built-up
2984,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2985,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
2986,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
2987,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,NULL,NULL
2988,NULL,Built-up,Cropland,Water,Non_Wetland,Wetland,Built-up,Forest
2989,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,NULL,Water
2990,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Cropland
2991,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Water
2992,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Bareland
2993,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2994,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2995,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
2996,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
2997,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
2998,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
2999,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
3000,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
3001,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3002,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3003,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3004,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
3005,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3006,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3007,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3008,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3009,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3010,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3011,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
3012,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3013,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
3014,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3015,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
