Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFF_M_R
1030,NULL,NULL,Water,Water,Water,Cropland,NULL,Grassland
1031,NULL,NULL,Water,Water,Water,Wetland,NULL,NULL
1032,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1033,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1034,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
1035,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
1036,NULL,NULL,Water,Water,Water,Wetland,Water,Water
1037,NULL,NULL,Water,Water,Water,Bareland,NULL,Grassland
1038,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
1039,NULL,NULL,Water,Water,Water,Bareland,Grassland,Wetland
1040,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
1041,NULL,NULL,Water,Water,Water,Bareland,Water,Water
1042,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
1043,NULL,NULL,Water,Water,Water,Water,Water,Wetland
1044,NULL,NULL,Water,Water,Water,Water,Water,Water
1045,NULL,NULL,Water,Water,Water,Forest,Water,Grassland
1046,NULL,NULL,Water,Water,Water,Forest,Water,Forest
1047,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1048,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1049,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1050,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1051,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1052,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1053,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1054,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1055,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1056,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1057,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1058,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1059,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1060,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
1061,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
1062,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1063,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1064,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1065,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
1066,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1067,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1068,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1069,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1070,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Built-up
1071,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1072,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
1073,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1074,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Wetland
1075,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1076,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1077,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
1078,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1079,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1080,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1081,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
1082,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
1083,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1084,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1085,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1086,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1087,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1088,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1089,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1090,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1091,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1092,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1093,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1094,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1095,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1096,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
1097,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1098,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1099,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1100,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1101,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1102,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1103,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
1104,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1105,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1106,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1107,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1108,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1109,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1110,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1111,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1112,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1113,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1114,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1115,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1116,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
1117,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1118,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1119,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1120,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1121,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1122,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1123,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1124,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1125,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1126,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1127,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1128,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
1129,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1130,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1131,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1132,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1133,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1134,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
1135,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
1136,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
1137,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
1138,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1139,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
1140,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1141,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1142,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1143,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1144,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
1145,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1146,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1147,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1148,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1149,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1150,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1151,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1152,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1153,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1154,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
1155,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1156,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1157,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1158,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1159,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1160,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1161,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1162,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1163,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1164,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1165,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1166,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
1167,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
1168,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1169,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1170,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1171,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1172,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1173,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1174,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1175,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1176,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1177,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Cropland
1178,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1179,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1180,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1181,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1182,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1183,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
1184,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
1185,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1186,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1187,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
1188,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1189,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1190,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
1191,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1192,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1193,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1194,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1195,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1196,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1197,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1198,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1199,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1200,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1201,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1202,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1203,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1204,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1205,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1206,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1207,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1208,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1209,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1210,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
1211,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1212,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
1213,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
1214,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
1215,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1216,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Cropland
1217,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1218,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1219,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1220,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
1221,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1222,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
1223,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1224,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1225,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1226,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1227,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1228,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1229,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1230,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1231,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1232,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Forest
1233,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Forest
1234,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,NULL
1235,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
1236,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
1237,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
1238,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1239,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1240,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
1241,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
1242,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1243,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1244,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1245,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1246,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1247,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1248,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
1249,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1250,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1251,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1252,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1253,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1254,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Wetland
1255,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1256,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
1257,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1258,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1259,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1260,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1261,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1262,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1263,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1264,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1265,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1266,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
1267,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Water
1268,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
1269,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Wetland
1270,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
1271,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,NULL
1272,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1273,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
1274,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1275,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1276,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1277,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1278,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1279,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1280,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1281,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1282,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1283,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1284,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1285,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1286,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1287,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
1288,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1289,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1290,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1291,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1292,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1293,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
1294,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
1295,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
1296,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1297,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1298,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1299,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
1300,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
1301,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1302,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1303,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1304,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
1305,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
1306,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1307,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
1308,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
1309,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
1310,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
1311,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
1312,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1313,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1314,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
1315,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
1316,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Water
1317,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1318,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
1319,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1320,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1321,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1322,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1323,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1324,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1325,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1326,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1327,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1328,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1329,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1330,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1331,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1332,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1333,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1334,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1335,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1336,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1337,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1338,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1339,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1340,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
1341,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1342,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1343,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1344,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
1345,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1346,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1347,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1348,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1349,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1350,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1351,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1352,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1353,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1354,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1355,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1356,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
1357,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1358,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1359,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1360,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
1361,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
1362,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
1363,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
