Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRF_M_R
338,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
339,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
340,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
341,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
342,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
343,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
344,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
345,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
346,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
347,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
348,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
349,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
350,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
351,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
352,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
353,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
354,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
355,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
356,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
357,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
358,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
359,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
360,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
361,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
362,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
363,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
364,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
365,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
366,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
367,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
368,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
369,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
370,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
371,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
372,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
373,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
374,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
375,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
376,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
377,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
378,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
379,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
380,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
381,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
382,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
383,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
384,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
385,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
386,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
387,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
388,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
389,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
390,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
391,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
392,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
393,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
394,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
395,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
396,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
397,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
398,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
399,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
400,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
401,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
402,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
403,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
404,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
405,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
406,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
407,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
408,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
409,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
410,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
411,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
412,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
413,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
414,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
415,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
416,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
417,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
418,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
419,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
420,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
421,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
422,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
423,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
424,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
425,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
426,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
427,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
428,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
429,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
430,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
431,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
432,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
433,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
434,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
435,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
436,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
437,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
438,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
439,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
440,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
441,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
442,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
443,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
444,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
445,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
446,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
447,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
448,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
449,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
450,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
451,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
452,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
453,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
454,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
455,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
456,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
457,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
458,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
459,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
460,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
461,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
462,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
463,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
464,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
465,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
466,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
467,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
468,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
469,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
470,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
471,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
472,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
473,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
474,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
475,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
476,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
477,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
478,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
479,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
480,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
481,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
482,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
483,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
484,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
485,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
486,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
487,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
488,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
489,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
490,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
491,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
492,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
493,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
494,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
495,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
496,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
497,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
498,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
499,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
500,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
501,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
502,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
503,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
504,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
505,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
506,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
507,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
508,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
509,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
510,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
511,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
512,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
513,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
514,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
515,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
516,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
517,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
518,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
519,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
520,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
521,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
522,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
523,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
524,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
525,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
526,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
527,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
528,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
529,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
530,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
531,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
532,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
533,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
534,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
535,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
536,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
537,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
538,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
539,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
540,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
541,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
542,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
543,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
544,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
545,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
546,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
547,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
548,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
549,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
550,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
551,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
552,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
553,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
554,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
555,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
556,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
557,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
558,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
559,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
560,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
561,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
562,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
563,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
564,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
565,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
566,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
567,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
568,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
569,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
570,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
571,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
572,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
573,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
574,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
575,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
576,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
577,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
578,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
579,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
580,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
581,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
582,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
583,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
584,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
585,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
586,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
587,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
588,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
589,Bareland,Water,Water,Water,Water,NULL,NULL,Water
590,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
591,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
592,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
593,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
594,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
595,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
596,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
597,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
598,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
599,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
600,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
601,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
602,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
603,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
604,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
605,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
606,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
607,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
608,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
609,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
610,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
611,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
612,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
613,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
614,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
615,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
616,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
617,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
618,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
619,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
620,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
621,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
622,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
623,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
624,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
625,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
626,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
627,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
628,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
629,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
630,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
631,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
632,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
633,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
634,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
635,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
636,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
637,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
638,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
639,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
640,Water,NULL,Water,NULL,Water,NULL,NULL,Built-up
641,Water,NULL,Water,NULL,Water,NULL,NULL,Water
642,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
643,Water,NULL,Water,Water,Water,NULL,NULL,Water
644,Water,NULL,Water,Water,Water,NULL,NULL,Forest
645,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
646,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
647,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
648,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
649,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
650,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
651,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
652,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
653,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
654,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
655,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
656,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
657,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
658,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
659,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
660,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
661,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
662,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
663,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
664,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
665,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
666,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
667,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
668,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
669,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
670,Water,Cropland,Water,NULL,Water,NULL,NULL,Wetland
671,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
672,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
673,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
674,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
675,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
676,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
677,Water,Bareland,Water,Water,Water,NULL,NULL,Water
678,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
679,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
680,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
681,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
682,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
683,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
