Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LZR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LZR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LZR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LZR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LZR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LZR_M_R
4049,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4050,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4051,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
4052,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4053,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4054,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4055,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4056,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4057,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
4058,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4059,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4060,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4061,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4062,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4063,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
4064,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4065,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4066,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4067,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4068,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4069,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
4070,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4071,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4072,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4073,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4074,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4075,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4076,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4077,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4078,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4079,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4080,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4081,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4082,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
4083,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4084,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4085,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
4086,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4087,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4088,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4089,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4090,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
4091,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4092,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
4093,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4094,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
4095,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
4096,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4097,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
4098,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4099,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
4100,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
4101,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
4102,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
4103,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4104,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4105,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
4106,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4107,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4108,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4109,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4110,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4111,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4112,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4113,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
4114,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
4115,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4116,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
4117,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4118,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4119,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4120,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4121,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4122,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4123,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4124,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
4125,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4126,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4127,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4128,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4129,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Built-up
4130,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
4131,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4132,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4133,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4134,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
4135,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4136,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
4137,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
4138,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4139,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
4140,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
4141,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4142,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4143,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
4144,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4145,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4146,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4147,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4148,NULL,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4149,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
4150,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4151,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4152,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4153,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4154,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4155,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4156,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4157,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4158,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4159,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4160,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4161,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4162,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4163,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
4164,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4165,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
4166,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
4167,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4168,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4169,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4170,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4171,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4172,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4173,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4174,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4175,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4176,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4177,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4178,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4179,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4180,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
4181,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4182,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4183,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4184,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4185,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4186,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4187,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4188,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4189,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4190,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4191,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4192,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4193,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4194,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4195,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4196,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4197,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4198,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4199,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4200,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4201,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4202,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
4203,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4204,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4205,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
4206,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4207,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4208,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4209,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4210,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
4211,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4212,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4213,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4214,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4215,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4216,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4217,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4218,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4219,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4220,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4221,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
4222,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4223,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
4224,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4225,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
4226,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4227,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4228,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
4229,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4230,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4231,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4232,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4233,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4234,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
4235,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4236,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4237,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4238,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4239,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
4240,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
4241,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
4242,NULL,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
4243,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4244,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
4245,NULL,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
4246,NULL,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
4247,NULL,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
4248,NULL,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
4249,NULL,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4250,NULL,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
4251,NULL,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
4252,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4253,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
4254,NULL,Forest,Wetland,NULL,Wetland,Cropland,NULL,Grassland
4255,NULL,Forest,Wetland,NULL,Wetland,Cropland,NULL,Forest
4256,NULL,Forest,Wetland,NULL,Wetland,Cropland,Shrubland,Grassland
4257,NULL,Forest,Wetland,NULL,Wetland,Cropland,Forest,Forest
4258,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
4259,NULL,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
4260,NULL,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
4261,NULL,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
4262,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
4263,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
4264,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4265,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
4266,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
4267,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
4268,NULL,Forest,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
4269,NULL,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
4270,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
4271,NULL,Forest,Wetland,Water,Wetland,Forest,Forest,Grassland
4272,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4273,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
4274,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
4275,NULL,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4276,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
4277,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
4278,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4279,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4280,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4281,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4282,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
4283,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
4284,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4285,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland,Forest,Grassland
4286,NULL,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
4287,NULL,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
4288,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
4289,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4290,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4291,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4292,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
4293,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
4294,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
4295,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
4296,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4297,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
4298,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
4299,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
4300,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
4301,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
4302,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4303,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4304,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4305,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4306,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4307,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4308,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4309,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4310,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4311,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4312,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
4313,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4314,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4315,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4316,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
4317,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
4318,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
4319,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
4320,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4321,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
4322,NULL,Forest,Water,NULL,Water,Grassland,NULL,Grassland
4323,NULL,Forest,Water,Water,Water,NULL,NULL,Bareland
4324,NULL,Forest,Water,Water,Water,NULL,Water,Grassland
4325,NULL,Forest,Water,Water,Water,NULL,Water,Forest
4326,NULL,Forest,Water,Water,Water,Water,Forest,Grassland
4327,NULL,Forest,Water,Water,Water,Water,Forest,Water
4328,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4329,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4330,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4331,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4332,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
4333,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4334,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4335,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4336,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
4337,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4338,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4339,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4340,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4341,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
4342,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4343,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4344,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4345,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
4346,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
4347,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4348,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4349,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4350,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4351,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
4352,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4353,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4354,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4355,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4356,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4357,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4358,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4359,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4360,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4361,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4362,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4363,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
4364,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4365,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4366,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4367,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4368,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4369,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
4370,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
4371,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4372,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4373,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4374,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4375,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4376,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
