Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMA_M_R
2933,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2934,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2935,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2936,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2937,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2938,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2939,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2940,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2941,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2942,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2943,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2944,NULL,Bareland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
2945,NULL,Bareland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
2946,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2947,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2948,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2949,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2950,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2951,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
2952,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
2953,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2954,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2955,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2956,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2957,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2958,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2959,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2960,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2961,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2962,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
2963,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2964,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
2965,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
2966,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
2967,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
2968,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
2969,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Water
2970,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
2971,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2972,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2973,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2974,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2975,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2976,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2977,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2978,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2979,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2980,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2981,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2982,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2983,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
2984,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
2985,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
2986,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2987,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2988,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Water
2989,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
2990,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
2991,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Water,Water
2992,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2993,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2994,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2995,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2996,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2997,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2998,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2999,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3000,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3001,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3002,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3003,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3004,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3005,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3006,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3007,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3008,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3009,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
3010,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3011,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
3012,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
3013,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3014,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
3015,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
3016,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
3017,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3018,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3019,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3020,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
3021,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3022,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
3023,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3024,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
3025,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
3026,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Water
3027,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3028,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3029,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
3030,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3031,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
3032,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3033,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3034,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
3035,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3036,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3037,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3038,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3039,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
3040,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3041,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
3042,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3043,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3044,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
3045,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
3046,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
3047,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3048,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3049,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3050,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
3051,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3052,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
3053,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
3054,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3055,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
3056,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
3057,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
3058,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3059,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
3060,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
3061,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
3062,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
3063,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Built-up
3064,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3065,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Built-up
3066,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Water
3067,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Built-up
3068,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3069,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
3070,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3071,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
3072,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Forest
3073,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3074,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3075,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
3076,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
3077,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3078,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3079,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3080,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
3081,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3082,NULL,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
3083,NULL,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3084,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
3085,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3086,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
3087,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
3088,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
3089,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3090,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3091,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
3092,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Forest
3093,NULL,Built-up,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
3094,NULL,Built-up,NULL,Water,Non_Wetland,Built-up,Built-up,Built-up
3095,NULL,Built-up,NULL,Water,Non_Wetland,Water,Water,Water
3096,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3097,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3098,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3099,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3100,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3101,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3102,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3103,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3104,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3105,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3106,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3107,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3108,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
3109,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
3110,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
3111,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3112,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3113,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3114,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
3115,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3116,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
3117,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
3118,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3119,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
3120,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
3121,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
3122,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
3123,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
3124,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3125,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Water
3126,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3127,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3128,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3129,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
3130,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3131,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3132,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3133,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3134,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
3135,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3136,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3137,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3138,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3139,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3140,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3141,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
3142,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3143,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3144,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3145,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3146,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3147,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3148,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3149,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3150,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3151,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
3152,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
3153,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
3154,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3155,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
3156,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3157,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
3158,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3159,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Water
3160,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
3161,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
3162,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
3163,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3164,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3165,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
3166,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3167,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3168,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3169,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3170,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3171,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3172,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3173,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3174,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3175,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3176,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3177,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3178,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3179,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3180,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3181,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3182,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3183,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3184,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3185,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3186,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3187,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
3188,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3189,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3190,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3191,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3192,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3193,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3194,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
3195,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3196,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3197,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
3198,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3199,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
3200,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3201,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
3202,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3203,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3204,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3205,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3206,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
3207,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3208,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3209,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3210,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3211,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3212,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3213,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3214,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
3215,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3216,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
3217,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
3218,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3219,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3220,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3221,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3222,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3223,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3224,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3225,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3226,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3227,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3228,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3229,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3230,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3231,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3232,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3233,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3234,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3235,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3236,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3237,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3238,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3239,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3240,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3241,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3242,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3243,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
3244,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3245,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
3246,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3247,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
