Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MXT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MXT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MXT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MXT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MXT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MXT_M_R
9123,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
9124,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9125,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9126,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
9127,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
9128,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Grassland
9129,Grassland,Forest,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
9130,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9131,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9132,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9133,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9134,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
9135,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9136,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9137,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9138,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9139,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
9140,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9141,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
9142,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9143,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9144,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9145,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9146,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9147,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9148,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9149,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9150,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9151,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9152,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9153,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9154,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9155,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
9156,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9157,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9158,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9159,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9160,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9161,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
9162,Grassland,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
9163,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9164,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9165,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
9166,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
9167,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9168,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
9169,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9170,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
9171,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
9172,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
9173,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9174,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9175,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9176,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
9177,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9178,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
9179,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
9180,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
9181,Grassland,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
9182,Grassland,Forest,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
9183,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
9184,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
9185,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
9186,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
9187,Grassland,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
9188,Grassland,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
9189,Grassland,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
9190,Grassland,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
9191,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
9192,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
9193,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
9194,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
9195,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
9196,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
9197,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Water
9198,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
9199,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9200,Grassland,Forest,Wetland,NULL,Wetland,Water,NULL,Grassland
9201,Grassland,Forest,Wetland,NULL,Wetland,Water,NULL,Water
9202,Grassland,Forest,Wetland,NULL,Wetland,Water,Shrubland,Water
9203,Grassland,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
9204,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
9205,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
9206,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
9207,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
9208,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
9209,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Water
9210,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
9211,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
9212,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
9213,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
9214,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
9215,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
9216,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
9217,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
9218,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Cropland
9219,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
9220,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Water
9221,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
9222,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
9223,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
9224,Grassland,Forest,Wetland,Non_Water,Wetland,Water,NULL,Wetland
9225,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
9226,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
9227,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Grassland,NULL
9228,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
9229,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
9230,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Cropland
9231,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
9232,Grassland,Forest,Wetland,Water,Wetland,NULL,Shrubland,Water
9233,Grassland,Forest,Wetland,Water,Wetland,Shrubland,NULL,Wetland
9234,Grassland,Forest,Wetland,Water,Wetland,Shrubland,NULL,Water
9235,Grassland,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
9236,Grassland,Forest,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
9237,Grassland,Forest,Wetland,Water,Wetland,Shrubland,Grassland,Water
9238,Grassland,Forest,Wetland,Water,Wetland,Water,NULL,Wetland
9239,Grassland,Forest,Wetland,Water,Wetland,Water,Shrubland,Water
9240,Grassland,Forest,Wetland,Water,Wetland,Water,Grassland,Grassland
9241,Grassland,Forest,Wetland,Water,Wetland,Water,Grassland,Wetland
9242,Grassland,Forest,Wetland,Water,Wetland,Water,Forest,Wetland
9243,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
9244,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
9245,Grassland,Forest,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
9246,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9247,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
9248,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9249,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
9250,Grassland,Forest,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
9251,Grassland,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
9252,Grassland,Forest,Water,NULL,Water,NULL,Grassland,Grassland
9253,Grassland,Forest,Water,NULL,Water,Shrubland,Grassland,Grassland
9254,Grassland,Forest,Water,Water,Water,Shrubland,NULL,Water
9255,Grassland,Forest,Water,Water,Water,Shrubland,Shrubland,Water
9256,Grassland,Forest,Water,Water,Water,Water,NULL,Water
9257,Grassland,Forest,Water,Water,Water,Water,NULL,Forest
9258,Grassland,Forest,Water,Water,Water,Water,Shrubland,Water
9259,Grassland,Forest,Water,Water,Water,Water,Grassland,Water
9260,Grassland,Forest,Water,Water,Water,Water,Water,Wetland
9261,Grassland,Forest,Water,Water,Water,Water,Water,Water
9262,Grassland,Forest,Water,Water,Water,Water,Forest,Water
9263,Grassland,Forest,Water,Water,Water,Forest,Grassland,Water
9264,Grassland,Forest,Water,Water,Water,Forest,Forest,Water
9265,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9266,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
9267,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9268,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
9269,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
9270,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9271,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9272,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9273,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9274,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9275,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9276,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9277,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9278,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9279,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
9280,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9281,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9282,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9283,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9284,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9285,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
9286,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9287,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9288,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9289,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
9290,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
9291,Grassland,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
9292,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
9293,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
9294,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
9295,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
9296,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9297,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9298,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9299,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9300,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
9301,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
9302,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
9303,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
9304,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9305,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
9306,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9307,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
9308,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9309,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9310,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9311,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9312,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
9313,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
9314,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
9315,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,Grassland,Cropland
9316,Grassland,Forest,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
9317,Grassland,Forest,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
9318,Grassland,Forest,Forest,Water,Non_Wetland,Shrubland,Grassland,Water
9319,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
9320,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Water
9321,Grassland,Forest,Forest,Water,Non_Wetland,Water,NULL,Grassland
9322,Grassland,Forest,Forest,Water,Non_Wetland,Water,NULL,Water
9323,Grassland,Forest,Forest,Water,Non_Wetland,Water,Shrubland,Water
9324,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
9325,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9326,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
9327,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
9328,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
9329,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9330,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
9331,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
9332,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
9333,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
9334,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
9335,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
9336,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9337,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
9338,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
9339,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
9340,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9341,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
9342,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
9343,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
9344,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
9345,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
9346,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9347,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
9348,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
9349,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9350,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9351,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9352,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9353,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
9354,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9355,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
9356,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9357,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9358,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9359,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9360,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
9361,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9362,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
9363,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
9364,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
9365,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
9366,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9367,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
9368,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
9369,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
9370,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
9371,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9372,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
9373,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9374,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9375,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
9376,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9377,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9378,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9379,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9380,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9381,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
9382,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
9383,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9384,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9385,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
9386,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
9387,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
9388,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
9389,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9390,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
9391,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
9392,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
9393,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9394,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9395,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
9396,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9397,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
9398,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9399,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9400,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9401,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
9402,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9403,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
9404,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
9405,Cropland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
9406,Cropland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Cropland
9407,Cropland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
9408,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
9409,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
9410,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
9411,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
9412,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
9413,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
9414,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
9415,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
9416,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
9417,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9418,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9419,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
9420,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9421,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
9422,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
9423,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
9424,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9425,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
9426,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
9427,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9428,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
9429,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
9430,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
9431,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9432,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
9433,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
9434,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
9435,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
9436,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9437,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
9438,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
9439,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
9440,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9441,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
9442,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9443,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
9444,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
9445,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9446,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
