Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KGV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KGV_M_R
332,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
333,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
334,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
335,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
336,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
337,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
338,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
339,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
340,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
341,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
342,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
343,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
344,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
345,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
346,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
347,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
348,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
349,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
350,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
351,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
352,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
353,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
354,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
355,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
356,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
357,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
358,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
359,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
360,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
361,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
362,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
363,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
364,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
365,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
366,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
367,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
368,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
369,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
370,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
371,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
372,Grassland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
373,Grassland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
374,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
375,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
376,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
377,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
378,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
379,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
380,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
381,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
382,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
383,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
384,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
385,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
386,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
387,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
388,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
389,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
390,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
391,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
392,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
393,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
394,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
395,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
396,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
397,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
398,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
399,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
400,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
401,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
402,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
403,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
404,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
405,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
406,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
407,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
408,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
409,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
410,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
411,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
412,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
413,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
414,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
415,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
416,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
417,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
418,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
419,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
420,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
421,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
422,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
423,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
424,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
425,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
426,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
427,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
428,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
429,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
430,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
431,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
432,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
433,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
434,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
435,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
436,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
437,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
438,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
439,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
440,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
441,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
442,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
443,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
444,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
445,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
446,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
447,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
448,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
449,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
450,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
451,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
452,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
453,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
454,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
455,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
456,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
457,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
458,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
459,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
460,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
461,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
462,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
463,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
464,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
465,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Wetland
466,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
467,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
468,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
469,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
470,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
471,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
472,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
473,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
474,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
475,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
476,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
477,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
478,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
479,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
480,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
481,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
482,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
483,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
484,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
485,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
486,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
487,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
488,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
489,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
490,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
491,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
492,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
493,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
494,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
495,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
496,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
497,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
498,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
499,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
500,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
501,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
502,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
503,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
504,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
505,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
506,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
507,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
508,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
509,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
510,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
511,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
512,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
513,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
514,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
515,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
516,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
517,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
518,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
519,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
520,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
521,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
522,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
523,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
524,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
525,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
526,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
527,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
528,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
529,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
530,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
531,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
532,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
533,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
534,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
535,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
536,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
537,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
538,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
539,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
540,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
541,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
542,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
543,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
544,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
545,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
546,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
547,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
548,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
549,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
550,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
551,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
552,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
553,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
554,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
555,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
556,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
557,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
558,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
559,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
560,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
561,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
562,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
563,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
564,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
565,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
566,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
567,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
568,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
569,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
570,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
571,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
572,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
573,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
574,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
575,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
576,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
577,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
578,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
579,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
580,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
581,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
582,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
583,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
584,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
585,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
586,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
587,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
588,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
589,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
590,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
591,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
592,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
593,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
594,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
595,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
596,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
597,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
598,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
599,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
600,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
601,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
602,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
603,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
604,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
605,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
606,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
607,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
608,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
609,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
610,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
611,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
612,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
613,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
614,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
615,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
616,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
617,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
618,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
619,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
620,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
621,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
622,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
623,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
624,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
625,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
626,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
627,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
628,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
629,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
630,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
631,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
632,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
633,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
634,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
635,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
636,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
637,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
638,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
639,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
640,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
641,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
642,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
643,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
644,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
645,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
646,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
647,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
648,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
649,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
650,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
651,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
652,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
653,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
654,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
655,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
656,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
657,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
658,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
659,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
660,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
661,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
