Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMM_M_R
1414,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
1415,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1416,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1417,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1418,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1419,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1420,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1421,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
1422,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1423,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1424,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1425,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1426,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1427,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1428,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1429,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1430,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1431,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1432,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1433,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1434,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1435,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1436,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1437,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1438,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1439,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1440,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1441,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
1442,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1443,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1444,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1445,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1446,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1447,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1448,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1449,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1450,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1451,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1452,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
1453,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1454,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1455,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1456,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1457,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1458,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1459,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1460,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
1461,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1462,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1463,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1464,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1465,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1466,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1467,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1468,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1469,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1470,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1471,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1472,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1473,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1474,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1475,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1476,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1477,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1478,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1479,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1480,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1481,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1482,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
1483,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1484,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1485,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1486,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1487,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1488,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1489,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1490,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1491,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1492,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1493,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1494,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1495,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1496,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1497,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
1498,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1499,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1500,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1501,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1502,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1503,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1504,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1505,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1506,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1507,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1508,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1509,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1510,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1511,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1512,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1513,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1514,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
1515,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1516,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1517,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1518,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1519,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1520,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1521,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1522,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1523,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1524,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1525,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1526,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1527,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1528,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1529,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1530,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1531,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1532,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1533,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
1534,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1535,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1536,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1537,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1538,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1539,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1540,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1541,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1542,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1543,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1544,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1545,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1546,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1547,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1548,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1549,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1550,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1551,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1552,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1553,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1554,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1555,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1556,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1557,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1558,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
1559,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1560,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1561,NULL,Cropland,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
1562,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
1563,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1564,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
1565,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
1566,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1567,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1568,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1569,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1570,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1571,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
1572,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
1573,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
1574,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
1575,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1576,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1577,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1578,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1579,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
1580,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1581,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1582,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
1583,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
1584,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
1585,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
1586,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
1587,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1588,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1589,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1590,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1591,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1592,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
1593,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1594,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
1595,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1596,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
1597,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1598,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1599,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1600,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
1601,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1602,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1603,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
1604,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1605,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1606,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1607,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1608,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1609,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1610,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1611,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1612,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
1613,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1614,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1615,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Bareland
1616,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
1617,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1618,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1619,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1620,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1621,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1622,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1623,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
1624,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1625,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1626,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1627,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
1628,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1629,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1630,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1631,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1632,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1633,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1634,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1635,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1636,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1637,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1638,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
1639,NULL,Cropland,Water,NULL,Water,Shrubland,Shrubland,NULL
1640,NULL,Cropland,Water,NULL,Water,Shrubland,Shrubland,Grassland
1641,NULL,Cropland,Water,NULL,Water,Shrubland,Water,Grassland
1642,NULL,Cropland,Water,NULL,Water,Wetland,Shrubland,Wetland
1643,NULL,Cropland,Water,NULL,Water,Bareland,Shrubland,Grassland
1644,NULL,Cropland,Water,NULL,Water,Bareland,Bareland,Bareland
1645,NULL,Cropland,Water,Water,Water,Water,Shrubland,Water
1646,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1647,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1648,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1649,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1650,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1651,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1652,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
1653,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
1654,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1655,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1656,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1657,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1658,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
1659,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
1660,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1661,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1662,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
1663,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
1664,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
1665,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1666,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1667,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1668,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1669,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1670,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
1671,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1672,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1673,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1674,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1675,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1676,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1677,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1678,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1679,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1680,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
1681,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1682,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1683,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1684,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1685,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1686,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1687,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1688,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1689,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1690,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1691,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1692,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1693,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1694,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1695,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1696,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1697,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1698,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1699,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1700,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1701,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1702,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1703,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1704,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1705,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
1706,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1707,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1708,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
1709,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1710,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1711,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1712,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1713,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Built-up,Grassland
1714,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Built-up,Forest
1715,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1716,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1717,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1718,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1719,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1720,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
1721,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1722,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1723,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1724,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1725,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1726,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1727,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1728,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1729,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1730,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1731,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
