Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRA_M_R
2507,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2508,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2509,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2510,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2511,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2512,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2513,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2514,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2515,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2516,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2517,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2518,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2519,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2520,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2521,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
2522,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2523,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
2524,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2525,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2526,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2527,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2528,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
2529,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
2530,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
2531,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
2532,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2533,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
2534,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2535,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2536,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
2537,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2538,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2539,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
2540,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2541,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2542,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
2543,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2544,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2545,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2546,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2547,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
2548,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Water
2549,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2550,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
2551,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
2552,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Cropland
2553,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
2554,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2555,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2556,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2557,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2558,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2559,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2560,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2561,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
2562,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
2563,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2564,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2565,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2566,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2567,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2568,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2569,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
2570,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2571,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Cropland
2572,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
2573,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
2574,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2575,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
2576,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
2577,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
2578,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
2579,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2580,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2581,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2582,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
2583,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
2584,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
2585,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
2586,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
2587,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
2588,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2589,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
2590,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2591,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2592,Grassland,NULL,Shrubland,Water,Non_Wetland,Built-up,Water,Grassland
2593,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
2594,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
2595,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
2596,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
2597,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2598,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
2599,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
2600,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
2601,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2602,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2603,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
2604,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2605,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
2606,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
2607,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
2608,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2609,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2610,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2611,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
2612,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2613,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2614,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2615,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2616,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2617,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2618,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2619,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2620,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2621,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2622,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2623,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2624,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2625,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2626,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2627,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2628,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2629,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2630,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2631,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2632,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2633,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
2634,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2635,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2636,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2637,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2638,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2639,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2640,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2641,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
2642,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
2643,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2644,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2645,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
2646,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
2647,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
2648,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2649,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2650,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2651,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
2652,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2653,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
2654,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2655,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
2656,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2657,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2658,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2659,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2660,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2661,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2662,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2663,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
2664,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
2665,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
2666,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2667,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2668,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2669,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2670,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2671,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2672,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2673,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2674,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2675,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2676,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2677,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2678,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2679,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
2680,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2681,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
2682,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2683,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2684,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2685,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2686,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
2687,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
2688,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
2689,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
2690,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2691,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
2692,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
2693,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2694,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2695,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2696,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2697,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2698,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2699,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2700,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2701,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2702,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2703,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2704,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2705,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2706,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2707,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
2708,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2709,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2710,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2711,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2712,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2713,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2714,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2715,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2716,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2717,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2718,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
2719,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2720,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2721,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2722,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2723,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2724,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2725,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2726,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2727,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
2728,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
2729,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2730,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2731,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2732,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2733,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2734,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2735,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2736,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2737,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2738,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2739,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2740,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2741,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2742,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2743,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2744,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2745,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2746,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2747,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2748,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2749,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2750,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2751,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2752,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2753,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2754,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2755,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2756,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
2757,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
2758,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
2759,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
2760,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2761,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
2762,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
2763,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
2764,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2765,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Water
2766,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2767,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
2768,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
2769,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
2770,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2771,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
2772,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
2773,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2774,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2775,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2776,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
2777,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2778,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2779,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Water
2780,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2781,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
2782,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2783,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2784,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
2785,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2786,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2787,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2788,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2789,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2790,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2791,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2792,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
2793,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
2794,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
2795,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2796,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2797,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2798,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2799,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2800,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
2801,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2802,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2803,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2804,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
2805,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2806,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2807,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
2808,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
2809,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
2810,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
2811,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
2812,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2813,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
2814,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
2815,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
2816,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
2817,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
2818,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2819,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
2820,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
2821,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
2822,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2823,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2824,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2825,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Cropland
2826,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
