Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEA_M_R
2185,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
2186,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2187,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2188,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
2189,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2190,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2191,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
2192,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
2193,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
2194,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
2195,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
2196,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
2197,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2198,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
2199,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2200,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2201,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
2202,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2203,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2204,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2205,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2206,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2207,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2208,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2209,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2210,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2211,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2212,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2213,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2214,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2215,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2216,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2217,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2218,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
2219,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
2220,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
2221,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
2222,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2223,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
2224,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2225,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2226,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2227,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2228,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2229,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2230,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2231,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2232,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
2233,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2234,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2235,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2236,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
2237,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2238,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2239,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
2240,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2241,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2242,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
2243,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2244,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2245,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
2246,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2247,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2248,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2249,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2250,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2251,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2252,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
2253,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2254,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
2255,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2256,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2257,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2258,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
2259,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2260,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
2261,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
2262,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
2263,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2264,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2265,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2266,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2267,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2268,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2269,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2270,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2271,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2272,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2273,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
2274,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2275,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2276,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
2277,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2278,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2279,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
2280,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2281,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
2282,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
2283,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
2284,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2285,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2286,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2287,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2288,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2289,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2290,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2291,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2292,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2293,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2294,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2295,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2296,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2297,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2298,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2299,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2300,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2301,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2302,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2303,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2304,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2305,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2306,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2307,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2308,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2309,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2310,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2311,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
2312,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2313,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2314,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2315,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2316,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2317,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2318,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2319,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2320,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2321,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2322,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2323,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2324,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2325,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2326,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2327,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2328,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2329,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
2330,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
2331,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2332,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2333,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
2334,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2335,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2336,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
2337,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2338,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2339,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2340,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2341,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2342,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2343,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2344,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2345,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
2346,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
2347,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
2348,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2349,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
2350,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
2351,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2352,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2353,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
2354,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2355,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2356,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2357,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2358,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2359,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2360,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
2361,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2362,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2363,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2364,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2365,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2366,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2367,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2368,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2369,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2370,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2371,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2372,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2373,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2374,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2375,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2376,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2377,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2378,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2379,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
2380,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2381,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2382,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2383,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2384,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2385,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2386,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2387,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2388,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2389,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
2390,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2391,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2392,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2393,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2394,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2395,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2396,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2397,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2398,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2399,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2400,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2401,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2402,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2403,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2404,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2405,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2406,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2407,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2408,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2409,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2410,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
2411,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2412,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
2413,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2414,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
2415,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
2416,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2417,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2418,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
2419,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
2420,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
2421,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2422,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2423,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2424,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2425,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2426,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2427,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
2428,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
2429,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
2430,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
2431,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2432,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
2433,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2434,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2435,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2436,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2437,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2438,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2439,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2440,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2441,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2442,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2443,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2444,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2445,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2446,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2447,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2448,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2449,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2450,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2451,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2452,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2453,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2454,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2455,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2456,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2457,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2458,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2459,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2460,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2461,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2462,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2463,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2464,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2465,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
2466,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2467,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2468,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
2469,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
2470,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2471,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2472,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2473,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2474,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2475,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2476,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2477,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2478,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
2479,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2480,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2481,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2482,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
2483,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
2484,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2485,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
2486,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
2487,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
2488,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2489,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2490,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2491,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2492,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2493,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
2494,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2495,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2496,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
2497,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
2498,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
2499,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2500,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2501,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2502,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
