Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZE_M_R
3958,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3959,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3960,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3961,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3962,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
3963,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3964,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3965,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3966,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3967,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3968,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
3969,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3970,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3971,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3972,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3973,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3974,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3975,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3976,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3977,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3978,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
3979,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3980,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3981,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3982,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3983,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3984,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3985,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3986,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3987,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3988,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3989,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3990,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3991,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
3992,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3993,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
3994,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3995,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3996,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3997,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3998,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3999,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4000,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4001,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4002,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
4003,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4004,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
4005,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4006,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
4007,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
4008,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4009,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4010,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4011,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4012,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4013,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4014,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4015,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4016,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4017,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
4018,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4019,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4020,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4021,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4022,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4023,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4024,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4025,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
4026,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4027,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4028,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4029,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4030,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4031,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4032,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4033,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4034,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4035,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4036,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4037,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4038,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4039,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
4040,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4041,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4042,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4043,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4044,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4045,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4046,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4047,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4048,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4049,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4050,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4051,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4052,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4053,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4054,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4055,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
4056,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4057,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4058,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4059,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4060,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4061,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4062,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4063,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
4064,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4065,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4066,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4067,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
4068,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4069,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4070,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
4071,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4072,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
4073,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4074,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4075,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4076,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
4077,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4078,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4079,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4080,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4081,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4082,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4083,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
4084,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4085,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4086,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4087,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
4088,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4089,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4090,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4091,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
4092,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4093,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4094,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4095,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4096,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4097,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4098,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4099,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4100,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4101,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4102,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4103,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4104,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4105,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4106,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4107,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4108,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4109,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4110,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4111,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4112,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4113,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
4114,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4115,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
4116,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
4117,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4118,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
4119,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4120,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4121,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4122,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
4123,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
4124,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4125,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,NULL
4126,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4127,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Water
4128,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
4129,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
4130,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4131,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4132,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
4133,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
4134,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
4135,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
4136,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4137,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
4138,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4139,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
4140,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
4141,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4142,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4143,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4144,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
4145,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
4146,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4147,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4148,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
4149,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4150,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4151,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4152,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4153,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
4154,Grassland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4155,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4156,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4157,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4158,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4159,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
4160,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4161,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4162,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4163,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
4164,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
4165,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
4166,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
4167,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
4168,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
4169,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4170,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
4171,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4172,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
4173,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
4174,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4175,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
4176,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4177,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
4178,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4179,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4180,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,Water
4181,Grassland,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
4182,Grassland,Cropland,Water,NULL,Water,Grassland,Shrubland,Grassland
4183,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
4184,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Cropland
4185,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Water
4186,Grassland,Cropland,Water,NULL,Water,Cropland,NULL,NULL
4187,Grassland,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
4188,Grassland,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
4189,Grassland,Cropland,Water,NULL,Water,Cropland,Grassland,Cropland
4190,Grassland,Cropland,Water,NULL,Water,Cropland,Grassland,Bareland
4191,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,NULL
4192,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
4193,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
4194,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Grassland
4195,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Cropland
4196,Grassland,Cropland,Water,Water,Water,Grassland,NULL,Forest
4197,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4198,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4199,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4200,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4201,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4202,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4203,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
4204,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
4205,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4206,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4207,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4208,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4209,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4210,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4211,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
4212,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4213,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4214,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4215,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4216,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4217,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4218,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4219,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4220,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4221,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4222,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4223,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4224,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
4225,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4226,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4227,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4228,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4229,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4230,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4231,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4232,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4233,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4234,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4235,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4236,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4237,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4238,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4239,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4240,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4241,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4242,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4243,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4244,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
4245,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4246,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4247,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4248,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4249,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4250,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
4251,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
4252,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4253,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4254,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4255,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
4256,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
4257,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
4258,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4259,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
4260,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4261,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4262,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
4263,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4264,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
4265,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4266,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
4267,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4268,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
4269,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4270,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
