Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGE_M_R
5507,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5508,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
5509,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
5510,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5511,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5512,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
5513,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
5514,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5515,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
5516,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
5517,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5518,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
5519,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5520,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5521,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5522,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5523,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
5524,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5525,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
5526,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5527,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
5528,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
5529,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
5530,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
5531,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
5532,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
5533,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
5534,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
5535,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5536,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
5537,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5538,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5539,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
5540,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
5541,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5542,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5543,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5544,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5545,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5546,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5547,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
5548,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5549,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Cropland
5550,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
5551,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5552,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
5553,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,NULL
5554,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
5555,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
5556,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Forest,Grassland
5557,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Forest,Forest
5558,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
5559,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5560,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
5561,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
5562,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5563,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
5564,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
5565,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
5566,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
5567,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5568,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
5569,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
5570,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
5571,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
5572,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Cropland
5573,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
5574,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
5575,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
5576,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
5577,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
5578,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
5579,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
5580,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
5581,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
5582,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
5583,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
5584,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
5585,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
5586,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Forest
5587,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Cropland
5588,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
5589,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
5590,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
5591,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Cropland
5592,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
5593,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
5594,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5595,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
5596,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
5597,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
5598,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Forest,Grassland
5599,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5600,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
5601,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
5602,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
5603,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
5604,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
5605,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
5606,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
5607,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
5608,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
5609,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
5610,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5611,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
5612,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
5613,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
5614,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
5615,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Cropland
5616,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
5617,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
5618,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
5619,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
5620,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
5621,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
5622,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
5623,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5624,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5625,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
5626,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,NULL
5627,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
5628,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
5629,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Wetland
5630,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
5631,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
5632,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Cropland
5633,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Forest
5634,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
5635,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Forest,Grassland
5636,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
5637,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5638,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
5639,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
5640,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
5641,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
5642,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
5643,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,NULL
5644,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
5645,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
5646,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
5647,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
5648,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
5649,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
5650,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Forest,NULL
5651,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
5652,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
5653,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,NULL
5654,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
5655,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Water,NULL
5656,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
5657,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
5658,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
5659,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
5660,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
5661,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
5662,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
5663,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Cropland
5664,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5665,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5666,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5667,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5668,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5669,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
5670,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
5671,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
5672,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
5673,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
5674,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
5675,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
5676,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
5677,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
5678,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5679,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
5680,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
5681,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
5682,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5683,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5684,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5685,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5686,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5687,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5688,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
5689,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5690,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5691,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
5692,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
5693,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
5694,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Cropland
5695,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
5696,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
5697,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
5698,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
5699,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
5700,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
5701,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5702,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
5703,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5704,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5705,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
5706,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5707,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5708,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5709,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
5710,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5711,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5712,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5713,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
5714,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5715,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
5716,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
5717,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
5718,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
5719,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5720,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
5721,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5722,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
5723,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5724,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5725,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
5726,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
5727,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
5728,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
5729,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
5730,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5731,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5732,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5733,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
5734,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
5735,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
5736,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
5737,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Cropland
5738,Grassland,NULL,Water,NULL,Water,NULL,Water,Grassland
5739,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
5740,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
5741,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
5742,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
5743,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
5744,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Water
5745,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
5746,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
5747,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
5748,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Grassland
5749,Grassland,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
5750,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Cropland
5751,Grassland,NULL,Water,Non_Water,Water,Bareland,Water,Forest
5752,Grassland,NULL,Water,Water,Water,Grassland,Forest,Grassland
5753,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5754,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5755,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5756,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5757,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5758,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5759,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5760,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5761,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5762,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
5763,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
5764,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
5765,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5766,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
5767,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5768,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5769,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5770,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5771,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5772,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5773,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5774,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5775,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5776,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5777,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5778,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5779,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5780,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5781,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5782,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5783,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5784,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5785,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5786,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
5787,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5788,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
5789,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5790,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
5791,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5792,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5793,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5794,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5795,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5796,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5797,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5798,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
5799,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5800,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5801,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5802,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5803,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5804,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5805,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5806,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
5807,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5808,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5809,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5810,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5811,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5812,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5813,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5814,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5815,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5816,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5817,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
5818,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
5819,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
5820,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
5821,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Cropland
5822,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
5823,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
5824,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
5825,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5826,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5827,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5828,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5829,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
5830,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5831,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
5832,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
