Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWQ_M_R
5460,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
5461,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5462,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5463,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5464,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5465,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5466,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
5467,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5468,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5469,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5470,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5471,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
5472,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5473,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5474,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
5475,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
5476,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5477,Grassland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5478,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5479,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5480,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5481,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5482,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
5483,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
5484,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
5485,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
5486,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
5487,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5488,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5489,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5490,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5491,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5492,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5493,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
5494,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5495,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5496,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5497,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5498,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5499,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5500,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5501,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5502,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5503,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
5504,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5505,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5506,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5507,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5508,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5509,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
5510,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5511,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5512,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
5513,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
5514,Grassland,Built-up,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
5515,Grassland,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Forest
5516,Grassland,Built-up,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
5517,Grassland,Built-up,Wetland,Non_Water,Wetland,Forest,NULL,Forest
5518,Grassland,Built-up,Wetland,Water,Wetland,Grassland,Shrubland,NULL
5519,Grassland,Built-up,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5520,Grassland,Built-up,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
5521,Grassland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5522,Grassland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5523,Grassland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5524,Grassland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5525,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5526,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5527,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5528,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
5529,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5530,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5531,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5532,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5533,Grassland,Built-up,Built-up,NULL,Non_Wetland,Water,Shrubland,Grassland
5534,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
5535,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
5536,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,NULL,NULL
5537,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
5538,Grassland,Built-up,Water,NULL,Water,Forest,NULL,Forest
5539,Grassland,Built-up,Water,Non_Water,Water,Forest,NULL,Water
5540,Grassland,Built-up,Water,Water,Water,Grassland,Shrubland,Grassland
5541,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5542,Grassland,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5543,Grassland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5544,Grassland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5545,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5546,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5547,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5548,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5549,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5550,Grassland,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
5551,Grassland,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
5552,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5553,Grassland,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5554,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5555,Grassland,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
5556,Grassland,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
5557,Grassland,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
5558,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5559,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5560,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5561,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
5562,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5563,Grassland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5564,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5565,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5566,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
5567,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5568,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5569,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5570,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5571,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5572,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
5573,Grassland,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5574,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
5575,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5576,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5577,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5578,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5579,Grassland,Water,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
5580,Grassland,Water,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
5581,Grassland,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
5582,Grassland,Water,Wetland,NULL,Wetland,Forest,NULL,Grassland
5583,Grassland,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
5584,Grassland,Water,Wetland,NULL,Wetland,Forest,Grassland,Grassland
5585,Grassland,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
5586,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
5587,Grassland,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
5588,Grassland,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
5589,Grassland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
5590,Grassland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
5591,Grassland,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
5592,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
5593,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
5594,Grassland,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
5595,Grassland,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
5596,Grassland,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
5597,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
5598,Grassland,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
5599,Grassland,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
5600,Grassland,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
5601,Grassland,Water,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
5602,Grassland,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
5603,Grassland,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
5604,Grassland,Water,Wetland,Water,Wetland,Water,Water,Grassland
5605,Grassland,Water,Wetland,Water,Wetland,Forest,NULL,Wetland
5606,Grassland,Water,Wetland,Water,Wetland,Forest,Shrubland,Forest
5607,Grassland,Water,Wetland,Water,Wetland,Forest,Forest,Water
5608,Grassland,Water,Bareland,Water,Non_Wetland,Grassland,NULL,Forest
5609,Grassland,Water,Water,Non_Water,Water,Water,NULL,Forest
5610,Grassland,Water,Water,Water,Water,Forest,Shrubland,Forest
5611,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5612,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5613,Grassland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5614,Grassland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5615,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
5616,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
5617,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
5618,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5619,Grassland,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
5620,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5621,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5622,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5623,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5624,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5625,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5626,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5627,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5628,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5629,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5630,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5631,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5632,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5633,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5634,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5635,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5636,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5637,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5638,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5639,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5640,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5641,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5642,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5643,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5644,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5645,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5646,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5647,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5648,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5649,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5650,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5651,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5652,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
5653,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5654,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5655,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
5656,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5657,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5658,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
5659,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5660,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
5661,Grassland,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
5662,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
5663,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
5664,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
5665,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
5666,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
5667,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
5668,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
5669,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
5670,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5671,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5672,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5673,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5674,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5675,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5676,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5677,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5678,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5679,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5680,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5681,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5682,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5683,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5684,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5685,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5686,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5687,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5688,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5689,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5690,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5691,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5692,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5693,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5694,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5695,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5696,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5697,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
5698,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5699,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5700,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
5701,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
5702,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5703,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5704,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
5705,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5706,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
5707,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
5708,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
5709,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5710,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5711,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
5712,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
5713,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5714,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
5715,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5716,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
5717,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5718,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5719,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5720,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5721,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5722,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5723,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
5724,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5725,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
5726,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5727,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5728,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5729,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5730,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5731,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5732,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5733,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
5734,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
5735,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
5736,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5737,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5738,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5739,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5740,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
5741,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
5742,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
5743,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5744,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5745,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5746,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5747,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5748,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5749,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5750,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
5751,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5752,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5753,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5754,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5755,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5756,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5757,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5758,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5759,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5760,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5761,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5762,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5763,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5764,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5765,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5766,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5767,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5768,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5769,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5770,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5771,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5772,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5773,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5774,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5775,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5776,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5777,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
