Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NCF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NCF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NCF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NCF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NCF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NCF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NCF_M_R
45,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
46,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
47,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
48,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
49,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
50,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
51,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
52,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
53,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
54,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
55,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
56,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
57,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
58,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
59,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
60,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
61,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
62,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
63,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
64,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
65,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
66,NULL,NULL,Water,Water,Water,NULL,NULL,NULL
67,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
68,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
69,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
70,NULL,NULL,Water,Water,Water,NULL,NULL,Water
71,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
72,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
73,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
74,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
75,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
76,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
77,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
78,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
79,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
80,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
81,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
82,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
83,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
84,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
85,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
86,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
87,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
88,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
89,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
90,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
91,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
92,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
93,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
94,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
95,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
96,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
97,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
98,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
99,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
100,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
101,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
102,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
103,NULL,Cropland,Water,NULL,Water,NULL,NULL,Wetland
104,NULL,Cropland,Water,Water,Water,NULL,NULL,Grassland
105,NULL,Cropland,Water,Water,Water,NULL,NULL,Wetland
106,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
107,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
108,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
109,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
110,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
111,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
112,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
113,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
114,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
115,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
116,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
117,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
118,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
119,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
120,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
121,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
122,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
123,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
124,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
125,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
126,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
127,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
128,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
129,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
130,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
131,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
132,NULL,Bareland,Water,Water,Water,NULL,NULL,Bareland
133,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
134,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
135,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
136,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
137,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
138,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
139,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
140,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
141,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
142,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
143,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
144,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
145,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
146,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
147,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
148,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
149,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
150,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
151,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
152,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
153,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
154,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
155,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
156,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
157,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
158,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
159,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
160,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
161,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
162,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
163,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
164,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
165,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
166,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
167,NULL,Water,Wetland,Water,Wetland,NULL,NULL,NULL
168,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
169,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
170,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
171,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
172,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
173,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
174,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
175,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
176,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
177,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
178,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
179,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
180,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
181,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
182,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
183,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
184,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
185,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
186,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
187,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
188,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
189,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
190,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
191,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
192,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
193,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
194,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
195,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
196,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
197,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
198,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
199,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
200,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
201,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
202,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
203,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
204,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
205,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
206,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
207,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
208,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
209,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
210,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
211,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
212,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
213,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
214,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
215,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
216,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
217,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
218,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
219,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
220,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
221,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
222,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
223,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
224,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
225,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
226,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
227,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
228,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
229,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
230,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
231,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
232,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
233,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
234,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
235,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
236,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
237,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
238,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
239,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
240,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
241,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
242,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
243,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
244,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
245,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
246,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
247,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
248,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
249,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
250,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
251,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
252,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
253,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
254,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
255,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
256,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
257,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
258,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
259,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
260,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
261,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
262,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
263,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
264,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
265,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
266,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
267,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
268,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
269,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
270,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
271,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
272,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
273,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
274,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
275,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
276,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
277,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
278,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
279,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
280,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
281,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
282,Grassland,NULL,Water,Water,Water,NULL,NULL,NULL
283,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
284,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
285,Grassland,NULL,Water,Water,Water,NULL,NULL,Bareland
286,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
287,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
288,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
289,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
290,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
291,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
292,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
293,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
294,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
295,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
296,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
297,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
298,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
299,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
300,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
301,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
302,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
303,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
304,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
305,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
306,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
307,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
308,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
309,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
310,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
311,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
312,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
313,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
314,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
315,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
316,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
317,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
318,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
319,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
320,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
321,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
322,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
323,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
324,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
325,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
326,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
327,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
328,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
329,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
330,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
331,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
332,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
333,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
334,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
335,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
336,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
337,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
338,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
339,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
