Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LZQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LZQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LZQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LZQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LZQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LZQ_M_R
8100,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
8101,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
8102,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8103,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
8104,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
8105,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
8106,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
8107,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
8108,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
8109,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
8110,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8111,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8112,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8113,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8114,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8115,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
8116,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8117,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8118,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8119,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8120,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8121,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8122,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8123,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8124,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
8125,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
8126,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
8127,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8128,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8129,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8130,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
8131,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
8132,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
8133,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
8134,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8135,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
8136,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
8137,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
8138,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
8139,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
8140,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
8141,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
8142,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Built-up
8143,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
8144,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
8145,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
8146,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8147,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8148,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
8149,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
8150,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
8151,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
8152,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
8153,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
8154,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
8155,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
8156,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
8157,Cropland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
8158,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
8159,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
8160,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
8161,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
8162,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8163,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
8164,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8165,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8166,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8167,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8168,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
8169,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
8170,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
8171,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
8172,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
8173,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8174,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8175,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
8176,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8177,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
8178,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
8179,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8180,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8181,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8182,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8183,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8184,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
8185,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Forest
8186,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
8187,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
8188,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
8189,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
8190,Cropland,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Grassland
8191,Cropland,NULL,NULL,Water,Non_Wetland,Water,Water,Cropland
8192,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8193,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8194,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8195,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
8196,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
8197,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
8198,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8199,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8200,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8201,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8202,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
8203,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
8204,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
8205,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8206,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
8207,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8208,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
8209,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
8210,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
8211,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8212,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8213,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8214,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8215,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8216,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8217,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8218,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
8219,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8220,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8221,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8222,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8223,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8224,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8225,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8226,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8227,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8228,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8229,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8230,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
8231,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
8232,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
8233,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8234,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8235,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8236,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
8237,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
8238,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
8239,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
8240,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Built-up
8241,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
8242,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
8243,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
8244,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
8245,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8246,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8247,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
8248,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
8249,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
8250,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8251,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8252,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8253,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8254,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
8255,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
8256,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
8257,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
8258,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8259,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8260,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8261,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8262,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8263,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
8264,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
8265,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8266,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8267,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8268,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8269,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
8270,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8271,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
8272,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Forest
8273,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
8274,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
8275,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
8276,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
8277,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
8278,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
8279,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8280,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
8281,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
8282,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
8283,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8284,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8285,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
8286,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8287,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
8288,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
8289,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8290,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
8291,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
8292,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
8293,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
8294,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
8295,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
8296,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
8297,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
8298,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8299,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8300,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8301,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8302,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
8303,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8304,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
8305,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
8306,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8307,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8308,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8309,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8310,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8311,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8312,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8313,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
8314,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8315,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8316,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8317,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8318,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
8319,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
8320,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Built-up
8321,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
8322,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8323,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8324,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8325,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
8326,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
8327,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
8328,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
8329,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
8330,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
8331,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
8332,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8333,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Wetland
8334,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8335,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
8336,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
8337,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
8338,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
8339,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
8340,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
8341,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
8342,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
8343,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
8344,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
8345,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
8346,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8347,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8348,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8349,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
8350,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8351,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8352,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8353,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Built-up,Forest
8354,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8355,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8356,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8357,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
8358,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
8359,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8360,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
8361,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
8362,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Built-up,Forest
8363,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8364,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8365,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8366,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8367,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
8368,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8369,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8370,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
8371,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
8372,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
8373,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8374,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8375,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8376,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
8377,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8378,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
8379,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
8380,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
8381,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
8382,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
8383,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
8384,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
8385,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8386,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
8387,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8388,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8389,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8390,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8391,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8392,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8393,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
8394,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8395,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8396,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8397,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8398,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8399,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8400,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8401,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8402,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
8403,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8404,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
8405,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
8406,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8407,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8408,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
8409,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8410,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
8411,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8412,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8413,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
8414,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
8415,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
8416,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
