Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KVE_M_R
4860,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4861,Grassland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
4862,Grassland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
4863,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4864,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
4865,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
4866,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
4867,Grassland,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
4868,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
4869,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4870,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4871,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
4872,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4873,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4874,Grassland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
4875,Grassland,Forest,Water,Non_Water,Water,NULL,Wetland,Wetland
4876,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4877,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4878,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4879,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4880,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
4881,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
4882,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4883,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4884,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
4885,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
4886,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4887,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4888,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
4889,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
4890,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4891,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4892,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4893,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4894,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4895,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4896,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4897,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4898,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4899,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4900,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4901,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4902,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4903,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4904,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4905,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
4906,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
4907,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4908,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
4909,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4910,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4911,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4912,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4913,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
4914,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4915,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
4916,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Cropland
4917,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
4918,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4919,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4920,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
4921,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4922,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4923,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4924,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4925,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
4926,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4927,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4928,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4929,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4930,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
4931,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
4932,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
4933,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4934,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4935,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4936,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4937,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4938,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4939,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4940,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
4941,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
4942,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4943,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4944,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
4945,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4946,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4947,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
4948,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4949,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
4950,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
4951,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4952,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4953,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4954,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4955,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4956,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4957,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4958,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4959,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4960,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4961,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4962,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
4963,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4964,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
4965,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4966,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4967,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4968,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4969,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
4970,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4971,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4972,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4973,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4974,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
4975,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4976,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4977,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
4978,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4979,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
4980,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4981,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
4982,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
4983,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4984,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4985,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
4986,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
4987,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4988,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
4989,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
4990,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4991,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
4992,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4993,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
4994,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4995,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4996,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4997,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4998,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4999,Cropland,NULL,NULL,Water,Non_Wetland,Forest,Forest,Grassland
5000,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5001,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5002,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
5003,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5004,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5005,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5006,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5007,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
5008,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
5009,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5010,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5011,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
5012,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5013,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5014,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
5015,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5016,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5017,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5018,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5019,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5020,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5021,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5022,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5023,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5024,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5025,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5026,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5027,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5028,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5029,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5030,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
5031,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5032,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5033,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5034,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5035,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5036,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
5037,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5038,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
5039,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5040,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5041,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5042,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5043,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5044,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5045,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
5046,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
5047,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5048,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5049,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
5050,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
5051,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5052,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
5053,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
5054,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5055,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5056,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
5057,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5058,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
5059,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5060,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5061,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
5062,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
5063,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Grassland
5064,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5065,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
5066,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
5067,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
5068,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5069,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5070,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
5071,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
5072,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
5073,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5074,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
5075,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
5076,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5077,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
5078,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5079,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5080,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
5081,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
5082,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
5083,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5084,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5085,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5086,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5087,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5088,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5089,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5090,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5091,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5092,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5093,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5094,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
5095,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
5096,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
5097,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5098,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5099,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
5100,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
5101,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
5102,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
5103,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
5104,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
5105,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
5106,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Wetland
5107,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5108,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
5109,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
5110,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
5111,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5112,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5113,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5114,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
5115,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5116,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5117,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5118,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5119,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5120,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5121,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5122,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5123,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5124,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5125,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
5126,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5127,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
5128,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5129,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
5130,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
5131,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
5132,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
5133,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
5134,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5135,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
5136,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5137,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5138,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
5139,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
5140,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5141,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5142,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5143,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5144,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
5145,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5146,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5147,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5148,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5149,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5150,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5151,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5152,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5153,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5154,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5155,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5156,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
5157,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5158,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5159,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5160,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5161,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5162,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
5163,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5164,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5165,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5166,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5167,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5168,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5169,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5170,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
5171,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5172,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5173,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5174,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5175,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5176,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5177,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5178,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5179,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5180,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
