Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MES_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MES_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MES_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MES_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MES_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MES_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MES_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MES_M_R
69,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
70,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
71,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
72,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
73,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
74,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
75,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
76,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
77,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
78,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
79,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
80,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
81,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
82,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
83,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
84,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
85,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
86,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
87,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
88,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
89,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
90,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
91,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
92,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
93,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
94,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
95,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
96,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
97,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
98,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
99,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
100,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
101,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
102,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
103,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
104,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
105,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
106,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
107,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
108,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Bareland,Grassland
109,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
110,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
111,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
112,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
113,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
114,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
115,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
116,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
117,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
118,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
119,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
120,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
121,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
122,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
123,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
124,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
125,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
126,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
127,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
128,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
129,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
130,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
131,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
132,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
133,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
134,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
135,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
136,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
137,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
138,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
139,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
140,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
141,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
142,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
143,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
144,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
145,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
146,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
147,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
148,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
149,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
150,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
151,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
152,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
153,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
154,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
155,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
156,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
157,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
158,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
159,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
160,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
161,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
162,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
163,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
164,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
165,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
166,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
167,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
168,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
169,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
170,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
171,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
172,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
173,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
174,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
175,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
176,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
177,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Forest
178,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
179,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
180,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Water
181,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
182,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
183,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
184,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
185,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
186,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
187,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
188,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
189,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
190,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
191,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
192,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
193,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
194,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
195,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
196,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
197,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
198,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
199,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
200,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
201,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
202,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
203,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
204,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
205,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
206,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
207,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
208,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
209,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
210,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
211,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
212,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
213,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
214,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
215,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
216,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
217,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
218,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
219,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
220,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
221,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
222,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
223,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
224,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
225,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
226,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
227,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
228,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
229,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
230,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
231,NULL,NULL,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
232,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
233,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
234,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
235,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
236,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
237,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
238,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
239,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
240,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
241,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
242,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
243,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
244,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
245,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
246,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
247,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
248,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
249,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
250,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
251,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
252,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
253,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
254,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
255,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
256,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
257,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
258,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
259,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
260,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
261,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
262,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
263,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
264,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
265,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
266,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
267,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
268,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
269,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
270,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
271,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
272,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
273,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
274,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
275,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
276,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
277,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
278,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
279,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
280,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
281,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
282,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
283,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
284,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
285,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
286,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
287,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
288,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
289,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
290,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
291,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
292,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
293,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
294,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
295,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
296,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
297,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
298,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
299,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
300,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
301,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
302,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
303,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Water,Grassland
304,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
305,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
306,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
307,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
308,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
309,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
310,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
311,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
312,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
313,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
314,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
315,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
316,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
317,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
318,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
319,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
320,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
321,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
322,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
323,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
324,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
325,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
326,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
327,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
328,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
329,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
330,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
331,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
332,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
333,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
334,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
