Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LZP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LZP_M_R
33,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
34,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
35,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
36,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
37,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
38,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
39,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
40,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
41,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
42,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
43,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
44,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
45,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
46,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
47,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
48,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
49,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
50,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
51,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
52,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
53,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
54,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
55,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
56,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
57,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
58,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
59,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
60,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
61,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
62,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
63,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
64,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
65,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
66,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
67,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
68,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
69,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
70,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
71,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
72,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
73,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
74,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
75,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
76,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
77,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
78,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
79,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
80,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
81,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
82,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
83,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
84,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
85,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
86,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
87,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
88,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
89,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
90,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
91,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
92,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
93,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
94,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
95,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
96,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
97,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
98,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
99,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
100,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
101,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
102,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
103,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
104,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
105,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
106,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
107,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
108,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
109,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
110,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
111,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
112,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
113,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
114,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
115,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
116,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
117,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
118,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
119,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
120,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
121,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
122,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
123,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
124,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
125,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
126,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
127,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
128,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
129,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
130,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
131,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
132,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
133,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
134,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
135,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
136,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
137,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
138,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
139,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
140,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
141,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
142,Bareland,Water,Water,NULL,Water,Water,Water,Grassland
143,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
144,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
145,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
146,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
147,Bareland,Water,Water,Water,Water,NULL,NULL,Water
148,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
149,Bareland,Water,Water,Water,Water,Water,Water,Bareland
150,Bareland,Water,Water,Water,Water,Water,Water,Water
151,Bareland,Water,Water,Water,Water,Water,Forest,Water
152,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
153,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
154,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
155,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
156,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
157,Bareland,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
158,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
159,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
160,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
161,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
162,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
163,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
164,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
165,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
166,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
167,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
168,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
169,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
170,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
171,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
172,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
173,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
174,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
175,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
176,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
177,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
178,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
179,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
180,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
181,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
182,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
183,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
184,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
185,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
186,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
187,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
188,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
189,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
190,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
191,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
192,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
193,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
194,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
195,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
196,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
197,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
198,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
199,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
200,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
201,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
202,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
203,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
204,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
205,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
206,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
207,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
208,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
209,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
210,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
211,Water,Bareland,Water,Water,Water,NULL,NULL,Water
212,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
213,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
214,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
215,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
216,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
217,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
218,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
219,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
220,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
221,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
222,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
223,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
224,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
225,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
226,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
227,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
228,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
229,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
230,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
231,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
232,Water,Water,NULL,Water,Non_Wetland,Forest,NULL,Water
233,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
234,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
235,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
236,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
237,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
238,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
239,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
240,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
241,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
242,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
243,Water,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
244,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
245,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
246,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
247,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
248,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
249,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Water
250,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
251,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
252,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
253,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
254,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
255,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
256,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
257,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
258,Water,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Water
259,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
260,Water,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
261,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
262,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
263,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
264,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
265,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
266,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
267,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
268,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
269,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
270,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
271,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
272,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
273,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
274,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
275,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
276,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
277,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
278,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
279,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
280,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
281,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Water
282,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
283,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
284,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
285,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
286,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
287,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
288,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
289,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
290,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
291,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
292,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
293,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
294,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
295,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
296,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
297,Water,Water,Wetland,Water,Wetland,Water,Water,Water
298,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
299,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
300,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Water
301,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
302,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
303,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
304,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
305,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
306,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
307,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
308,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
309,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
310,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
311,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
312,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
313,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
314,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
315,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
316,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
317,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
318,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
319,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
320,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
321,Water,Water,Water,NULL,Water,NULL,NULL,Water
322,Water,Water,Water,NULL,Water,NULL,NULL,Forest
323,Water,Water,Water,NULL,Water,Water,Water,Water
324,Water,Water,Water,NULL,Water,Water,Water,Forest
325,Water,Water,Water,NULL,Water,Water,Forest,Water
326,Water,Water,Water,NULL,Water,Forest,NULL,Water
327,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
328,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
329,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
330,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
331,Water,Water,Water,Non_Water,Water,Water,Water,Water
332,Water,Water,Water,Non_Water,Water,Water,Water,Forest
333,Water,Water,Water,Non_Water,Water,Forest,NULL,Water
334,Water,Water,Water,Water,Water,NULL,NULL,Grassland
335,Water,Water,Water,Water,Water,NULL,NULL,Bareland
336,Water,Water,Water,Water,Water,NULL,NULL,Water
337,Water,Water,Water,Water,Water,NULL,NULL,Forest
338,Water,Water,Water,Water,Water,Water,Wetland,Water
339,Water,Water,Water,Water,Water,Water,Water,Water
340,Water,Water,Water,Water,Water,Water,Water,Forest
341,Water,Water,Water,Water,Water,Water,Forest,Water
342,Water,Water,Water,Water,Water,Forest,NULL,Water
343,Water,Water,Water,Water,Water,Forest,NULL,Forest
344,Water,Water,Water,Water,Water,Forest,Water,Water
345,Water,Water,Water,Water,Water,Forest,Forest,Water
346,Water,Water,Water,Water,Water,Forest,Forest,Forest
347,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
348,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
349,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
350,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
351,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
352,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
353,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
354,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
355,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
356,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
357,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
358,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
359,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
360,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
