Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGJ_M_R
30,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
31,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
32,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
33,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
34,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
35,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
36,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
37,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water
38,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
39,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL
40,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
41,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Cropland
42,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
43,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
44,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
45,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
46,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL
47,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
48,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
49,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
50,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Water
51,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Forest
52,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
53,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
54,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Cropland
55,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
56,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
57,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up
58,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
59,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL
60,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
61,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Cropland
62,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland
63,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
64,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
65,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Cropland
66,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
67,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water
68,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Forest
69,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL
70,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland
71,NULL,NULL,Wetland,NULL,Wetland,NULL,Cropland
72,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland
73,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland
74,NULL,NULL,Wetland,NULL,Wetland,NULL,Built-up
75,NULL,NULL,Wetland,NULL,Wetland,NULL,Water
76,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest
77,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL
78,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
79,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Cropland
80,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
81,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
82,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water
83,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Forest
84,NULL,NULL,Wetland,Water,Wetland,NULL,NULL
85,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland
86,NULL,NULL,Wetland,Water,Wetland,NULL,Cropland
87,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland
88,NULL,NULL,Wetland,Water,Wetland,NULL,Bareland
89,NULL,NULL,Wetland,Water,Wetland,NULL,Water
90,NULL,NULL,Wetland,Water,Wetland,NULL,Forest
91,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL
92,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
93,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Cropland
94,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland
95,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
96,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up
97,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest
98,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
99,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland
100,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
101,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water
102,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest
103,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
104,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Wetland
105,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
106,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water
107,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL
108,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
109,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
110,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
111,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
112,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
113,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland
114,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
115,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Wetland
116,NULL,NULL,Water,NULL,Water,NULL,Grassland
117,NULL,NULL,Water,NULL,Water,NULL,Wetland
118,NULL,NULL,Water,NULL,Water,NULL,Forest
119,NULL,NULL,Water,Non_Water,Water,NULL,Grassland
120,NULL,NULL,Water,Non_Water,Water,NULL,Wetland
121,NULL,NULL,Water,Non_Water,Water,NULL,Forest
122,NULL,NULL,Water,Water,Water,NULL,Grassland
123,NULL,NULL,Water,Water,Water,NULL,Wetland
124,NULL,NULL,Water,Water,Water,NULL,Water
125,NULL,NULL,Water,Water,Water,NULL,Forest
126,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL
127,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
128,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Cropland
129,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
130,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
131,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest
132,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL
133,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
134,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Cropland
135,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
136,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
137,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
138,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland
139,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland
140,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water
141,NULL,NULL,Forest,Water,Non_Wetland,NULL,Forest
142,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
143,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
144,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up
145,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water
146,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
147,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
148,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
149,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
150,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
151,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland
152,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Bareland
153,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
154,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Cropland
155,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland
156,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up
157,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
158,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
159,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
160,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Forest
161,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
162,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,Wetland
163,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,Forest
164,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
165,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
166,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
167,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest
168,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland
169,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland
170,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Forest
171,NULL,Cropland,Wetland,NULL,Wetland,NULL,Grassland
172,NULL,Cropland,Wetland,NULL,Wetland,NULL,Wetland
173,NULL,Cropland,Wetland,NULL,Wetland,NULL,Forest
174,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
175,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland
176,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Forest
177,NULL,Cropland,Wetland,Water,Wetland,NULL,Grassland
178,NULL,Cropland,Wetland,Water,Wetland,NULL,Wetland
179,NULL,Cropland,Wetland,Water,Wetland,NULL,Bareland
180,NULL,Cropland,Wetland,Water,Wetland,NULL,Water
181,NULL,Cropland,Wetland,Water,Wetland,NULL,Forest
182,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
183,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland
184,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
185,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,Wetland
186,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
187,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
188,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland
189,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest
190,NULL,Cropland,Forest,Water,Non_Wetland,NULL,Grassland
191,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
192,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland
193,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland
194,NULL,Wetland,NULL,Water,Non_Wetland,NULL,Wetland
195,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
196,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
197,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
198,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Built-up
199,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
200,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
201,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
202,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
203,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
204,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
205,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
206,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
207,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
208,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL
209,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
210,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Cropland
211,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
212,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Built-up
213,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
214,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
215,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL
216,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
217,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
218,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water
219,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
220,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
221,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
222,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,Bareland
223,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,Water
224,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
225,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL
226,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
227,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
228,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
229,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland
230,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
231,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
232,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,Forest
233,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL
234,NULL,Wetland,Wetland,NULL,Wetland,NULL,Grassland
235,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland
236,NULL,Wetland,Wetland,NULL,Wetland,NULL,Bareland
237,NULL,Wetland,Wetland,NULL,Wetland,NULL,Water
238,NULL,Wetland,Wetland,NULL,Wetland,NULL,Forest
239,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
240,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
241,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland
242,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Water
243,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
244,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL
245,NULL,Wetland,Wetland,Water,Wetland,NULL,Grassland
246,NULL,Wetland,Wetland,Water,Wetland,NULL,Wetland
247,NULL,Wetland,Wetland,Water,Wetland,NULL,Bareland
248,NULL,Wetland,Wetland,Water,Wetland,NULL,Water
249,NULL,Wetland,Wetland,Water,Wetland,NULL,Forest
250,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
251,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland
252,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,Built-up
253,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
254,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland
255,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
256,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,Grassland
257,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland
258,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,Water
259,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
260,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,Built-up
261,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest
262,NULL,Wetland,Built-up,Water,Non_Wetland,NULL,Grassland
263,NULL,Wetland,Built-up,Water,Non_Wetland,NULL,Forest
264,NULL,Wetland,Water,NULL,Water,NULL,Grassland
265,NULL,Wetland,Water,NULL,Water,NULL,Forest
266,NULL,Wetland,Water,Non_Water,Water,NULL,Grassland
267,NULL,Wetland,Water,Water,Water,NULL,Grassland
268,NULL,Wetland,Water,Water,Water,NULL,Wetland
269,NULL,Wetland,Water,Water,Water,NULL,Bareland
270,NULL,Wetland,Water,Water,Water,NULL,Water
271,NULL,Wetland,Water,Water,Water,NULL,Forest
272,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
273,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
274,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
275,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
276,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
277,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
278,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
279,NULL,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
280,NULL,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
281,NULL,Wetland,Forest,Water,Non_Wetland,NULL,Forest
282,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
283,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
284,NULL,Bareland,Wetland,NULL,Wetland,NULL,Forest
285,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,Wetland
286,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,Water
287,NULL,Bareland,Wetland,Water,Wetland,NULL,Grassland
288,NULL,Bareland,Wetland,Water,Wetland,NULL,Wetland
289,NULL,Bareland,Wetland,Water,Wetland,NULL,Bareland
290,NULL,Bareland,Wetland,Water,Wetland,NULL,Water
291,NULL,Bareland,Wetland,Water,Wetland,NULL,Forest
292,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland
293,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland
294,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,Forest
295,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland
296,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
297,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest
298,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL
299,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
300,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Cropland
301,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
302,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
303,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water
304,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
305,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
306,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up
307,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest
308,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Grassland
309,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Bareland
310,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Built-up
311,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Forest
312,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL
313,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
314,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
315,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up
316,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Water
317,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
318,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Grassland
319,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Forest
320,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,Grassland
321,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,Forest
322,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
323,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
324,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up
325,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
326,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland
327,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Forest
328,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Forest
329,NULL,Built-up,Wetland,NULL,Wetland,NULL,Grassland
330,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland
331,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up
332,NULL,Built-up,Wetland,NULL,Wetland,NULL,Forest
333,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Grassland
334,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Bareland
335,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Forest
336,NULL,Built-up,Wetland,Water,Wetland,NULL,Grassland
337,NULL,Built-up,Wetland,Water,Wetland,NULL,Forest
338,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
339,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland
340,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up
341,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest
342,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL
343,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
344,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Cropland
345,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland
346,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
347,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water
348,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
349,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Grassland
350,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland
351,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up
352,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water
353,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Forest
354,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Grassland
355,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up
356,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Water
357,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Forest
358,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
359,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up
360,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
361,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
362,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Water
363,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Forest
364,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland
365,NULL,Water,NULL,Water,Non_Wetland,NULL,Forest
366,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
367,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
368,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water
369,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
370,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
371,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
372,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
373,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
374,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water
375,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Forest
376,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
377,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Water
378,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Forest
