Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LBG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LBG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LBG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LBG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LBG_M_R
52,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
53,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
54,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
55,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
56,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
57,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
58,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
59,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
60,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
61,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
62,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
63,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
64,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
65,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
66,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
67,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
68,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
69,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
70,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
71,NULL,NULL,Water,Water,Water,NULL,NULL,Water
72,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
73,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
74,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
75,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
76,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
77,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
78,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
79,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
80,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
81,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
82,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
83,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
84,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
85,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
86,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
87,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
88,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
89,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
90,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
91,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
92,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
93,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
94,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
95,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
96,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
97,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
98,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
99,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
100,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
101,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
102,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
103,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
104,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
105,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
106,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
107,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
108,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
109,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
110,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
111,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
112,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
113,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
114,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
115,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
116,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
117,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
118,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
119,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
120,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
121,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
122,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
123,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
124,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
125,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
126,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
127,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
128,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
129,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
130,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
131,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
132,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
133,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
134,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
135,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
136,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
137,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
138,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
139,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
140,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
141,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
142,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
143,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
144,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
145,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
146,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
147,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
148,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
149,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
150,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
151,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
152,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
153,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
154,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
155,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
156,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
157,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
158,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
159,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
160,NULL,Bareland,Water,NULL,Water,NULL,NULL,Water
161,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
162,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Water
163,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
164,NULL,Bareland,Water,Water,Water,NULL,NULL,Bareland
165,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
166,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
167,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
168,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
169,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
170,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
171,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
172,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
173,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
174,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
175,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
176,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
177,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
178,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
179,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
180,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
181,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
182,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
183,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
184,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
185,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
186,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
187,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
188,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
189,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
190,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
191,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
192,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
193,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
194,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
195,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
196,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
197,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
198,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
199,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
200,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
201,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
202,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
203,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
204,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
205,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
206,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
207,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
208,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
209,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
210,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
211,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
212,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
213,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
214,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
215,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
216,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
217,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
218,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
219,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
220,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
221,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
222,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
223,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
224,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
225,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
226,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
227,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
228,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
229,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
230,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
231,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
232,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
233,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
234,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
235,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
236,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
237,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
238,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
239,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
240,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
241,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
242,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
243,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
244,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
245,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
246,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
247,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
248,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
249,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
250,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
251,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
252,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
253,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
254,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
255,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
256,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
257,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
258,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
259,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
260,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
261,NULL,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
262,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
263,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
264,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
265,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
266,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
267,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
268,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
269,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
270,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
271,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
272,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
273,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
274,NULL,Water,Water,Water,Water,NULL,NULL,Water
275,NULL,Water,Water,Water,Water,NULL,NULL,Forest
276,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
277,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
278,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
279,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
280,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
281,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
282,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
283,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
284,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
285,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
286,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
287,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
288,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
289,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
290,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
291,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
292,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
293,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
294,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
295,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
296,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
297,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
298,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
299,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
300,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
301,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
302,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
303,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
304,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
305,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
306,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
307,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
308,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
309,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
310,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
311,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
312,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
313,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
314,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
315,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
316,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
317,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
318,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
319,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
320,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
321,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
322,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
323,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
324,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
325,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
326,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
327,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
328,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
329,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
330,NULL,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
331,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
332,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
333,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
334,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
335,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
336,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
337,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
338,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
339,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
