Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPB_M_R
5520,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5521,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5522,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5523,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5524,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5525,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5526,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5527,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5528,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5529,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5530,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5531,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5532,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5533,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5534,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5535,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5536,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5537,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5538,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5539,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5540,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5541,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5542,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5543,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5544,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5545,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5546,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5547,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5548,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
5549,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5550,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5551,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5552,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5553,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
5554,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5555,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
5556,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5557,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5558,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5559,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5560,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5561,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5562,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5563,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5564,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5565,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5566,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5567,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5568,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
5569,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
5570,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5571,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5572,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5573,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5574,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5575,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5576,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
5577,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5578,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5579,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5580,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5581,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5582,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5583,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5584,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5585,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5586,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5587,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
5588,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5589,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
5590,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
5591,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
5592,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5593,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
5594,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
5595,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5596,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
5597,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5598,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
5599,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5600,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5601,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
5602,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5603,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
5604,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5605,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5606,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5607,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5608,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5609,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5610,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5611,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5612,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5613,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5614,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5615,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
5616,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
5617,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
5618,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
5619,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5620,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
5621,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
5622,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5623,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
5624,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5625,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
5626,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5627,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
5628,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5629,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
5630,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5631,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
5632,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5633,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
5634,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5635,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5636,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5637,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
5638,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Water
5639,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5640,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5641,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5642,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5643,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5644,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5645,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5646,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5647,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5648,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5649,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5650,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5651,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
5652,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
5653,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5654,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5655,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
5656,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
5657,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5658,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5659,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5660,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5661,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
5662,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5663,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5664,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5665,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5666,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5667,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5668,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5669,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5670,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5671,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5672,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5673,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
5674,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5675,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5676,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
5677,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5678,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5679,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5680,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5681,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5682,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
5683,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
5684,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5685,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5686,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5687,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5688,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5689,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5690,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5691,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5692,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5693,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5694,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5695,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5696,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5697,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5698,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5699,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5700,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5701,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5702,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
5703,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5704,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
5705,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
5706,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5707,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5708,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5709,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5710,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5711,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5712,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5713,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5714,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5715,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
5716,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5717,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5718,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5719,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5720,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5721,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5722,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5723,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5724,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5725,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5726,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5727,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5728,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5729,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5730,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5731,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5732,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
5733,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5734,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5735,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
5736,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
5737,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
5738,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5739,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5740,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
5741,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5742,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
5743,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
5744,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
5745,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5746,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5747,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
5748,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5749,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
5750,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5751,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
5752,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
5753,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5754,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
5755,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5756,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
5757,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5758,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
5759,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5760,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5761,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
5762,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5763,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5764,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5765,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
5766,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5767,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5768,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5769,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5770,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5771,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5772,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5773,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5774,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5775,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5776,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
5777,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5778,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5779,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5780,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5781,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5782,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5783,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5784,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
5785,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5786,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5787,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5788,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5789,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5790,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
5791,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5792,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5793,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5794,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5795,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
5796,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
5797,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5798,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
5799,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5800,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
5801,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
5802,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5803,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
5804,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
5805,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
5806,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5807,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
5808,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5809,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5810,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5811,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5812,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
5813,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5814,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5815,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5816,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5817,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5818,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5819,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5820,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5821,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5822,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
5823,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5824,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
5825,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
5826,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5827,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
5828,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5829,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5830,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5831,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5832,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
5833,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5834,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5835,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5836,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
