Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHK_M_R
6617,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,Cropland,Forest,Bareland
6618,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
6619,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6620,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6621,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6622,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6623,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6624,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6625,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6626,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6627,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6628,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6629,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6630,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6631,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6632,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6633,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6634,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
6635,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
6636,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6637,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6638,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
6639,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
6640,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6641,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
6642,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
6643,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6644,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6645,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
6646,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6647,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6648,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
6649,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
6650,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6651,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6652,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
6653,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6654,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6655,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
6656,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
6657,Permanent_ice_and_snow,NULL,Water,Water,Water,Wetland,Forest,Grassland
6658,Permanent_ice_and_snow,NULL,Water,Water,Water,Water,Forest,Grassland
6659,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6660,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6661,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6662,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6663,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6664,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6665,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6666,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6667,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6668,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6669,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
6670,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
6671,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6672,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6673,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6674,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6675,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6676,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6677,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6678,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6679,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6680,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
6681,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6682,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6683,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6684,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6685,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
6686,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
6687,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6688,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6689,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6690,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6691,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6692,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6693,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6694,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6695,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6696,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6697,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6698,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6699,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6700,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6701,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6702,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6703,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6704,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6705,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6706,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6707,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6708,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6709,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6710,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6711,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6712,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6713,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6714,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6715,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6716,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6717,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6718,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6719,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
6720,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
6721,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
6722,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6723,Permanent_ice_and_snow,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
6724,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6725,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6726,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6727,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6728,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6729,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6730,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6731,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6732,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
6733,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6734,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6735,Permanent_ice_and_snow,Wetland,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
6736,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6737,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6738,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Bareland,Water,Built-up
6739,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water,Water,Water
6740,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6741,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Bareland,Water,Forest
6742,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6743,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6744,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6745,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6746,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6747,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6748,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6749,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6750,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6751,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
6752,Permanent_ice_and_snow,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
6753,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6754,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6755,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6756,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6757,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland,NULL,Water
6758,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland,Water,Water
6759,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Water
6760,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
6761,Permanent_ice_and_snow,Water,Water,NULL,Water,Wetland,Water,Grassland
6762,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Bareland,NULL,Forest
6763,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
6764,Permanent_ice_and_snow,Water,Water,Water,Water,Wetland,Grassland,Grassland
6765,Permanent_ice_and_snow,Water,Water,Water,Water,Water,NULL,Water
6766,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Bareland
6767,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6768,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6769,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6770,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
6771,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6772,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6773,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6774,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6775,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6776,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6777,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6778,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6779,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6780,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6781,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6782,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6783,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6784,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6785,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6786,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6787,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6788,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6789,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6790,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6791,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6792,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6793,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6794,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6795,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6796,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
6797,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6798,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
6799,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6800,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6801,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6802,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6803,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6804,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6805,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6806,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6807,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6808,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
6809,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
6810,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
6811,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6812,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
6813,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6814,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6815,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6816,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6817,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6818,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
6819,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
6820,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6821,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
6822,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6823,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6824,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
6825,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
6826,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
6827,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6828,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6829,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6830,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
6831,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6832,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
6833,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6834,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
6835,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6836,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6837,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
6838,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6839,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
6840,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
6841,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
6842,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
6843,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6844,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6845,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
6846,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6847,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
6848,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6849,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
6850,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6851,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
6852,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6853,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
6854,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
6855,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
6856,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6857,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
6858,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6859,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
6860,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6861,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
6862,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6863,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6864,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
6865,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
6866,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6867,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
6868,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
6869,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
6870,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
6871,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
6872,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
6873,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
6874,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6875,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6876,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6877,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6878,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
6879,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
6880,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6881,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6882,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6883,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6884,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6885,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6886,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6887,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
6888,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6889,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6890,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6891,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
6892,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6893,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
6894,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
6895,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6896,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6897,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6898,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
6899,Forest,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Forest
6900,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
6901,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
6902,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
6903,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
6904,Forest,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Forest
6905,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
6906,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
6907,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
6908,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
6909,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
6910,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Water
6911,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
